_id,id,device_id,record_oid,count_start_date,count_end_date,average_daily_car_traffic,average_daily_bike_traffic,counter_number,counter_type,speed_limit,max_speed,median_speed,percent_over_limit,speed85_percent,speed95_percent,longitude,latitude,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone
764,621691967,338,1599660994,2020/12/15,2020/12/23,6417,,6,StatTrak,25,71,26,50,30,33,-79.98746298,40.38457499,Carrick,4,29,42003290400,3,29,3,23-4月
793,1564003903,339,645659849,2021/1/8,2021/1/16,816,,4,StatTrak,25,64,23,28,28,31,-80.02622501,40.47477001,Marshall-Shadeland,1,27,42003271500,1,27,1,14-1月
794,179318306,340,1151539482,2021/1/8,2021/1/16,109,,5,StatTrak,25,46,23,29,29,32,-80.02653615,40.47419055,Marshall-Shadeland,1,27,42003271500,1,27,1,14-1月
795,425649408,341,6129295,2021/1/8,2021/1/16,5843,,6,StatTrak,25,79,28,73,33,38,-80.01639999,40.45874402,California-Kirkbride,6,25,42003250700,1,25,1,21-1月
826,1817567735,342,87863528,2021/1/8,2021/1/20,5218,,1,StatTrak,25,,26,54,31,34,-79.93615283,40.45157485,Shadyside,8,7,42003070300,2,7,4,22-3月
827,1923682482,343,1076917557,2021/1/8,2021/1/20,9022,,2,StatTrak,25,,30,85,34,37,-79.93741279,40.45406691,Shadyside,8,7,42003070900,2,7,4,22-3月
828,779473088,344,506869136,2021/1/8,2021/1/16,,,3,StatTrak,,,,,,,-79.92921649,40.46940851,East Liberty,9,11,42003111300,2,11,5,4-3月
859,606875725,345,635306010,2021/1/21,,,,1,StatTrak,25,,,,,,-79.95312895,40.43896209,Central Oakland,3,4,42003040500,3,4,4,11-2月
860,1111892992,346,2049624150,2021/1/21,2021/1/29,7148,,2,StatTrak,25,,23,30,28,31,-79.95567906,40.43647049,Central Oakland,3,4,42003040500,3,4,4,11-2月
861,1192944420,347,1098903159,2021/1/24,2021/2/1,4044,,4,StatTrak,25,87,30,82,34,38,-79.98028983,40.41784591,South Side Slopes,3,17,42003170600,3,17,3,22-4月
862,308210711,348,1122068978,2021/1/24,2021/2/1,2065,,5,StatTrak,25,66,25,49,32,36,-79.97241017,40.417547,South Side Slopes,3,16,42003160800,3,16,3,22-4月
863,1934819285,349,1424302140,2021/1/24,2021/2/1,3116,,6,StatTrak,25,67,31,84,36,40,-79.96401997,40.42017301,South Side Slopes,3,16,42003160800,3,16,3,22-4月
892,853507387,350,1135201370,2021/1/22,2021/1/30,2171,,3,StatTrak,30,,32,,38,43,-80.0404424,40.47809797,Brighton Heights,1,27,42003270300,1,27,1,14-1月
893,1864843360,351,1306423661,2021/2/2,2021/2/12,4821,,2,StatTrak,,,,75,33,36,-79.919198,40.43085803,Squirrel Hill South,5,14,42003140800,3,14,4,21-2月
894,1304722150,352,921103195,2021/2/2,2021/2/12,4042,,3,StatTrak,25,,28,74,33,36,-79.92331787,40.42632537,Squirrel Hill South,5,14,42003141400,3,14,4,21-2月
895,56799300,353,268781922,2021/2/2,2021/2/12,5649,,1,StatTrak,,,28,69,32,35,-79.91879315,40.43409469,Squirrel Hill South,5,14,42003140800,3,14,4,21-2月
896,702788420,354,342001643,2021/2/4,2021/2/12,4120,,4,StatTrak,25,,26,56,31,35,-79.92251329,40.45732249,Shadyside,8,7,42003070800,2,7,4,11-3月
897,1042370979,355,310905035,2021/2/4,2021/2/12,7117,,5,StatTrak,25,,32,89,37,40,-79.92106574,40.44621903,Point Breeze,8,14,42003140400,3,14,4,17-2月
898,721409644,356,1474777154,2021/2/4,2021/2/12,7802,,6,StatTrak,25,,29,76,33,37,-79.91975782,40.44084469,Squirrel Hill North,8,14,42003140300,3,14,4,18-2月
925,406919888,357,,,,,,,,,,,,,,-80.00153,40.41995928,Beltzhoover,3,18,42003562400,5,18,3,16-4月
926,836551162,358,,,,,,,,,,,,,,-80.06155631,40.44737238,,,28,42003464300,5,28,,16-1月
927,655822402,359,,,,,,,,,,,,,,-80.06387162,40.44929333,Sheraden,2,20,42003202200,5,20,6,16-1月
928,904759944,360,,,,,,,,,,,,,,-80.06661589,40.42370894,Oakwood,2,28,42003562800,5,28,6,19-1月
929,816314407,361,,,,,,,,,,,,,,-80.05216029,40.43617598,Westwood,2,28,42003563100,5,28,6,18-1月
958,929455212,362,,,,,,,,,,,,,,-80.035543,40.40833998,Banksville,2,20,42003202300,5,20,6,9-4月
959,1199749411,363,,,,,,,,,,,,,,-80.01747791,40.48864348,Perry North,1,26,42003260200,1,26,1,15-1月
960,6941614,364,,,,,,,,,,,,,,-80.01614208,40.48627122,Perry North,1,26,42003260200,1,26,1,15-1月
961,641233999,365,,,,,,,,,,,,,,-80.01308076,40.48036043,Perry North,1,26,42003980400,1,26,1,15-1月
962,1720372548,366,,,,,,,,,,,,,,-80.01214207,40.47732154,Perry North,1,26,42003260700,1,26,1,23-1月
963,927954449,367,,,,,,,,,,,,,,-80.00936934,40.47165704,Perry South,6,26,42003261500,1,26,1,23-1月
964,1666177048,368,,,,,,,,,,,,,,-80.0131246,40.43422538,Mount Washington,2,19,42003190300,5,19,3,1-4月
991,1224179419,369,1109192446,2021/3/12,2021/3/22,793,,1,StatTrak,25,56,25,49,31,34,-80.01839397,40.46885302,Perry South,6,26,42003261500,1,26,1,12-1月
992,1525753837,370,1214724225,2021/3/12,2021/3/22,157,,2,StatTrak,25,31,18,2,22,24,-80.0107899,40.46497006,Perry South,6,25,42003261400,1,25,1,10-1月
1024,940895432,371,,,,,,,,,,,,,,-80.01325401,40.43347101,Mount Washington,2,19,42003190300,5,19,3,1-4月
1025,324950885,372,,,,,,,,,,,,,,-80.01346591,40.43239304,Mount Washington,2,19,42003190300,5,19,3,1-4月
1026,1208878284,373,,,,,,,,,,,,,,-80.0136188,40.43101085,Mount Washington,2,19,42003190300,5,19,3,1-4月
1057,1335069399,374,540091931,2021/3/24,2021/4/1,2320,,1,StatTrak,,56,26,58,30,33,-79.92633385,40.4873215,Morningside,7,10,42003101400,2,10,5,7-3月
1058,647944396,375,1963389764,2021/3/24,2021/4/1,462,,2,StatTrak,,42,21,12,25,28,-79.92517128,40.48584856,Morningside,7,10,42003101400,2,10,5,7-3月
1059,682438710,376,1777671555,2021/3/24,2021/4/1,2170,,3,StatTrak,,66,25,46,30,33,-79.92517061,40.48705928,Morningside,7,10,42003101400,2,10,5,7-3月
1060,2070723283,377,1671464686,2021/3/24,2021/4/1,3885,,4,StatTrak,,65,32,92,37,40,-79.923427,40.48774467,Morningside,7,10,42003101400,2,10,5,7-3月
1061,490978388,378,149938512,2021/3/24,2021/4/1,396,,5,StatTrak,15,48,25,50,30,33,-79.93950986,40.40419507,Hazelwood,5,15,42003562300,3,15,4,13-2月
1062,729640239,379,,,,,,,,,,,,,,-79.93891542,40.40403823,Hazelwood,5,15,42003562300,3,15,4,13-2月
1090,552643712,380,122880372,2021/4/5,2021/4/14,1352,,1,StatTrak,,48,26,55,31,34,-80.05547894,40.45365757,Sheraden,2,20,42003202200,5,20,6,16-1月
1091,7634720,381,1512624332,2021/4/5,2021/4/14,2571,,2,StatTrak,,51,28,78,32,34,-80.06976556,40.4584772,Chartiers City,2,20,42003563000,5,20,6,16-1月
1092,1759296050,382,461558164,2021/4/5,2021/4/14,1368,,3,StatTrak,,67,26,51,30,34,-80.02410933,40.45839718,Manchester,6,21,42003210700,1,21,1,8-1月
1093,1590127600,383,924914303,2021/4/5,2021/4/14,222,,4,StatTrak,25,59,20,18,27,30,-80.02647261,40.45688048,Manchester,6,21,42003210700,1,21,1,8-1月
1094,1873460113,384,77483144,2021/4/5,2021/4/14,550,,5,StatTrak,25,49,24,39,29,32,-80.02375201,40.4545818,Manchester,6,21,42003210700,1,21,1,8-1月
1095,730252976,385,,,,,,,,,,,,,,-80.01738981,40.45564717,Central Northside,1,22,42003220600,1,22,1,9-1月
1123,629581327,386,1850837930,2021/4/15,2021/4/23,4278,,1,StatTrak,25,58,30,87,35,38,-79.92128895,40.43510017,Squirrel Hill South,5,14,42003140800,3,14,4,21-2月
1124,572121094,387,111314139,2021/4/15,2021/4/23,3891,,2,StatTrak,25,56,24,38,29,32,-79.92767797,40.43334851,Squirrel Hill South,5,14,42003141300,3,14,4,21-2月
1125,1131825798,388,1554633502,2021/4/15,2021/4/23,1470,,3,StatTrak,25,52,26,53,30,33,-79.92737622,40.43056167,Squirrel Hill South,5,14,42003141300,3,14,4,21-2月
1126,1607615396,389,842389384,2021/4/15,2021/4/23,5422,,4,StatTrak,25,68,34,97,39,42,-79.93164496,40.4335445,Squirrel Hill South,5,14,42003141300,3,14,4,21-2月
1127,1972575753,390,2036218181,2021/4/15,2021/4/23,709,,5,StatTrak,25,67,25,46,29,32,-79.92879377,40.43554114,Squirrel Hill South,5,14,42003141300,3,14,4,21-2月
1156,710660947,391,1065696916,2021/4/28,2021/5/6,3834,,1,StatTrak,25,75,25,47,30,33,-79.92831365,40.45769213,Shadyside,8,7,42003070500,2,7,4,11-3月
1157,869990233,392,116450044,2021/4/28,2021/5/6,7572,,2,StatTrak,25,81,23,24,27,29,-79.93530005,40.4533723,Shadyside,8,7,42003070300,2,7,4,22-3月
1158,566900803,393,1170781399,2021/4/28,2021/5/6,3738,,3,StatTrak,25,64,25,45,29,32,-79.94394699,40.45062781,Shadyside,8,7,42003070900,2,7,4,9-2月
1189,578171830,394,1979412300,2021/4/28,2021/5/6,8025,,4,StatTrak,25,62,26,59,31,35,-80.02505029,40.39493174,Brookline,4,19,42003191800,5,19,6,26-4月
1190,1417086478,395,290367959,2021/4/28,2021/5/6,8498,,5,StatTrak,25,74,30,89,34,37,-80.02114767,40.39911595,Brookline,4,19,42003191900,5,19,6,26-4月
1191,1513188293,396,1486881228,2021/4/28,2021/5/6,7903,,6,StatTrak,25,103,35,96,40,43,-80.01517188,40.40466808,Brookline,4,19,42003191700,5,19,6,26-4月
1222,1807120511,397,459231747,2021/5/11,2021/5/19,2421,,2,StatTrak,25,74,27,57,33,37,-79.89826109,40.4533888,Homewood South,9,13,42003130300,2,13,5,17-3月
1223,351053814,398,87221602,2021/5/11,2021/5/19,1670,,3,StatTrak,25,57,21,18,26,30,-79.89498603,40.46102413,Homewood North,9,13,42003130200,2,13,5,17-3月
1224,875500968,399,698383717,2021/5/11,2021/5/19,4184,,4,StatTrak,25,84,34,96,38,,-80.02979687,40.49442341,,,,42003429700,,,,
1225,603379701,400,1486294292,2021/5/11,2021/5/19,937,,5,StatTrak,25,57,26,55,31,,-80.00480112,40.48540553,Summer Hill,1,26,42003261200,1,26,1,15-1月
1226,504395374,401,1119323351,2021/5/11,2021/5/19,2523,,6,StatTrak,25,25,24,39,29,,-79.99150951,40.46208233,Spring Hill-City View,1,24,42003262000,1,24,1,24-1月
1255,1537413465,402,1787290229,2021/5/25,,,,1,StatTrak,25,,,,,,-79.89581215,40.45843232,Homewood North,9,13,42003130200,2,13,5,17-3月
1288,1167043215,403,1466393598,2021/5/21,,,,6,StatTrak,25,,,,,,-79.89716181,40.47021554,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-3月
1289,1085928260,404,946266285,2021/5/21,,,,4,StatTrak,25,,,,,,-79.87166582,40.45470922,East Hills,9,13,42003130600,2,13,5,19-3月
1290,1689187063,405,1747490015,2021/5/21,,,,3,StatTrak,25,,,,,,-79.86931821,40.45070309,East Hills,9,13,42003130600,2,13,5,19-3月
1291,1388421819,406,1886843630,2021/5/21,,,,1,StatTrak,25,,,,,,-79.99063981,40.38631266,Carrick,4,29,42003290400,3,29,3,23-4月
1292,1427370645,407,2052848618,2021/5/21,,,,5,StatTrak,25,,,,,,-79.89379431,40.46115952,Homewood North,9,13,42003130100,2,13,5,17-3月
1321,434083600,408,1452803107,2021/6/3,2021/6/11,2465,,6,StatTrak,25,67,27,61,33,38,-79.86962776,40.45418533,East Hills,9,13,42003130600,2,13,5,19-3月
1322,758271465,409,175878135,2021/6/3,2021/6/11,654,,5,StatTrak,25,58,23,31,28,31.65,-79.9083819,40.46278312,Larimer,9,12,42003120400,2,12,5,12-3月
1323,564617016,410,1853670524,2021/6/3,,2807,,4,StatTrak,25,76,28,69,33,36,-79.9129657,40.46380122,Larimer,9,12,42003120800,2,12,5,12-3月
1324,1821807873,411,71269012,2021/6/3,2021/6/11,623,,3,StatTrak,25,39,16,3,20,24,-79.92919551,40.45265715,Shadyside,8,7,42003070500,2,7,4,11-3月
1325,284761113,412,1486633590,2021/6/3,2021/6/11,2585,,2,StatTrak,25,57,23,28,27,30,-79.96551908,40.44081815,West Oakland,6,4,42003040200,3,4,4,10-2月
1326,95491588,413,1333913708,2021/6/3,2021/6/11,3621,,1,StatTrak,25,63,28,70,32,36,-79.99759863,40.42470702,Mount Washington,3,18,42003180700,5,18,3,5-4月
1354,1925644354,414,73977255,2021/6/29,2021/7/7,,,6,StatTrak,25,48,28,73,33,37,-79.87988603,40.45069498,East Hills,9,13,42003130600,2,13,5,17-3月
1355,442888756,415,1668923437,2021/6/15,2021/6/23,1817,,6,StatTrak,25,59,23,25,27,30,-79.9804392,40.42437344,South Side Slopes,3,17,42003170600,3,17,3,3-4月
1356,1051538241,416,22306407,2021/6/28,2021/7/7,,,2,StatTrak,25,42,21,23,27,31,-79.93547054,40.46395905,Bloomfield,9,8,42003080700,2,8,5,23-3月
1357,485111600,417,623157968,2021/6/28,2021/7/7,,,1,StatTrak,25,,,,,,-80.01344177,40.4325183,Mount Washington,2,19,42003190300,5,19,3,1-4月
1358,1473613946,418,304282221,2021/6/28,2021/7/7,,,3,StatTrak,25,56,23,33,29,34,-79.89124594,40.46468598,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-3月
1359,1378242439,419,530061422,2021/6/28,2021/7/7,,,4,StatTrak,25,63,29,72,36,40,-79.87917919,40.45205265,East Hills,9,13,42003130600,2,13,5,17-3月
1360,293756163,420,1730012022,2021/6/28,2021/7/7,,,5,StatTrak,25,36,20,6,23,26,-79.88106721,40.45120513,East Hills,9,13,42003130600,2,13,5,17-3月
1361,5216219,421,1382452398,2021/6/29,2021/7/7,5605,,7,StatTrak,25,75,29,77,33,36,-79.92671506,40.42595842,Greenfield,5,15,42003151700,3,15,4,15-2月
1362,1376631013,422,651815798,2021/6/29,2021/7/7,,,5,StatTrak,25,47,23,24,27,29,-79.92642663,40.43678189,Squirrel Hill South,5,14,42003141300,3,14,4,21-2月
1363,1671608614,423,1290715814,2021/6/15,2021/6/23,809,,1,StatTrak,25,38,17,2,21,23,-80.01019315,40.45780138,Central Northside,6,25,42003250300,1,25,1,21-1月
1364,1101807875,424,1231032838,2021/6/15,2021/6/23,,,1,StatTrak,25,51,26,53,29,32,-80.00797228,40.45910547,Central Northside,6,25,42003250900,1,25,1,10-1月
1365,1214039853,425,1941456903,2021/6/15,2021/6/23,,,3,StatTrak,25,72,29,79,33,37,-79.92075284,40.47040848,Highland Park,7,11,42003110200,2,11,5,9-3月
1366,257117947,426,129119643,2021/6/15,2021/6/23,,,5,StatTrak,15,62,21,13,25,28,-79.89558291,40.45338614,Homewood South,9,13,42003130300,2,13,5,17-3月
1367,464876196,427,325746791,2021/6/15,2021/6/23,,,4,StatTrak,15,57,21,17,26,29,-79.8940004,40.45287589,Homewood South,9,13,42003130300,2,13,5,17-3月
1387,618384995,428,,,,,,,,,,,,,,-80.01334332,40.43317131,Mount Washington,2,19,42003190300,5,19,3,1-4月
1388,1140544457,429,1023986428,2021/7/9,2021/7/19,910,,2,StatTrak,25,51,23,29,28,30,-79.94042785,40.46103362,Bloomfield,7,8,42003080600,2,8,5,23-3月
1389,742131013,430,1933384987,2021/7/9,2021/7/19,271,,3,StatTrak,25,39,20,10,25,27,-79.95300464,40.46517311,Bloomfield,7,9,42003090300,2,9,5,6-3月
1390,368912259,431,1965316306,2021/7/9,2021/7/19,3454,,4,StatTrak,25,51,23,31,28,32,-79.95589338,40.46623117,Central Lawrenceville,7,9,42003090200,2,9,2,3-3月
1391,1374032413,432,,,,,,,,,,,,,,-79.98468254,40.46164703,Troy Hill,1,24,42003240600,1,24,1,2-1月
1392,112611055,433,,,,,,,,,,,,,,-79.99026664,40.46542949,Spring Hill-City View,1,24,42003262000,1,24,1,11-1月
1393,1132416719,434,,,,,,,,,,,,,,-80.00907404,40.49719598,Summer Hill,1,26,42003261200,1,26,1,15-1月
1394,1037219067,435,,,,,,,,,,,,,,-80.03777058,40.48255664,Brighton Heights,1,27,42003270100,1,27,1,14-1月
1420,1329604877,436,1001258944,2021/7/21,,,,2,StatTrak,25,,,,,,-79.96037954,40.4550574,Upper Hill,6,5,42003050600,3,5,2,22-2月
1421,704127706,437,1832664152,2021/7/21,,,,3,StatTrak,25,,,,,,-79.96677427,40.45014681,Middle Hill,6,5,42003050100,3,5,2,5-2月
1422,1814538648,438,1741898762,2021/7/21,,,,4,StatTrak,25,,,,,,-79.98065059,40.44082605,Crawford-Roberts,6,3,42003030500,3,3,2,1-2月
