tract,pop_total,pop_age_under5,pop_age_5to9,pop_age_10to14,pop_age_15to19,pop_age_20to24,pop_age_25to29,pop_age_30to34,pop_age_35to39,pop_age_40to44,pop_age_45to49,pop_age_50to54,pop_age_55to59,pop_age_60to64,pop_age_65to69,pop_age_70to74,pop_age_75to79,pop_age_80to84,pop_age_85plus,edu_hsplus,edu_bachelorsplus,movedin_last_decade,unemployed,income_household_mean,race_white_mono,race_black_mono,race_asian_mono,ethnicity_latino,households_avg_size
42003413100,6963,5.4,4.9,8.7,5.8,5.1,7.6,4.1,8.2,5.4,9.5,10.5,7.8,5.5,2.8,4.3,2.1,1.2,1.0,98.4,61.3,43.5,5.7,121893,90.1,3.6,4.5,1.8,2.63
42003413201,3827,6.7,7.7,5.2,4.3,3.2,7.3,3.5,7.2,6.0,6.2,6.5,10.5,9.8,6.8,2.6,1.9,1.8,2.8,97.4,48.9,41.4,3.2,92954,97.1,0.6,2.1,0.0,2.43
42003413202,2606,4.1,5.7,8.5,5.6,3.1,2.1,3.8,6.7,8.1,9.0,10.8,7.4,6.7,5.3,5.7,2.6,3.3,1.6,96.0,50.2,48.3,5.7,111481,98.7,0.1,0.6,0.0,2.28
42003413300,4798,6.2,5.0,6.3,3.6,3.5,6.6,3.7,4.4,7.9,7.9,7.8,7.7,7.3,6.6,3.3,4.9,3.2,4.1,94.9,44.6,35.6,2.2,94481,93.3,1.7,4.5,1.4,2.47
42003413400,4571,5.2,9.1,5.4,3.3,5.1,3.6,5.6,5.4,6.5,5.2,8.2,9.1,11.4,5.6,2.3,2.1,2.8,3.9,97.0,59.9,34.9,3.2,105398,95.6,0.4,3.0,1.6,2.72
42003413500,5751,4.5,4.5,2.3,10.5,8.2,7.5,5.5,6.6,3.8,6.1,7.0,7.8,4.2,5.6,5.3,2.3,3.5,4.7,97.4,43.6,47.3,3.8,78624,90.8,2.6,5.8,0.3,2.05
42003414101,5534,4.9,6.0,8.3,7.3,4.0,4.3,3.8,6.0,7.4,9.6,9.6,8.5,7.1,5.7,3.6,1.6,1.2,1.0,95.9,46.8,43.4,4.3,106565,97.0,0.0,2.7,0.2,2.71
42003414102,7011,3.3,7.4,8.2,4.5,4.2,5.0,2.6,4.9,7.8,7.5,10.5,8.4,7.4,6.2,4.2,3.9,1.7,2.5,97.4,52.5,42.6,4.0,104959,93.2,1.2,4.4,1.9,2.45
42003414200,5757,3.5,6.3,9.3,4.8,5.7,3.3,4.1,3.1,7.4,10.3,8.8,9.9,8.0,5.0,1.3,3.1,2.5,3.9,95.8,40.9,38.9,7.5,105110,98.4,0.2,1.4,0.3,2.57
42003415001,4717,5.7,8.1,7.8,7.4,3.6,4.1,4.5,7.2,7.4,10.0,9.7,6.9,4.2,2.7,3.4,3.5,2.1,2.0,90.3,40.3,45.9,6.7,111442,93.8,0.4,2.6,1.2,2.79
42003415002,2511,4.2,6.4,5.3,4.5,5.0,3.3,4.5,3.3,6.3,6.9,12.5,13.1,5.8,5.4,3.2,4.3,2.5,3.6,95.3,56.7,36.7,8.7,121316,96.1,2.2,1.2,0.0,2.51
42003416000,1561,4.0,3.9,3.8,4.2,3.4,6.4,4.5,4.6,4.5,9.5,9.6,8.8,8.6,4.7,5.6,5.9,5.3,2.4,87.2,19.6,38.8,9.2,53467,99.2,0.0,0.0,0.0,2.01
42003417100,2162,4.9,6.1,6.7,2.4,6.9,5.2,4.7,9.4,4.3,6.6,10.5,7.9,6.9,3.4,4.1,3.3,4.1,2.5,90.8,22.8,41.5,4.7,62619,95.2,0.2,1.6,0.8,2.46
42003417200,1247,4.0,4.6,6.8,5.7,7.4,5.5,2.8,0.3,13.5,11.0,6.8,5.1,8.7,2.6,5.5,3.2,3.1,3.4,88.6,10.8,33.3,11.4,47675,96.8,1.0,0.0,1.6,1.91
42003418000,1642,4.7,3.4,4.6,4.5,3.3,5.1,5.7,4.0,6.1,9.5,6.6,9.3,8.1,5.8,4.3,6.6,4.0,4.4,95.7,28.5,40.9,2.4,66775,100.0,0.0,0.0,0.2,2.07
42003419000,2944,3.5,6.0,3.2,0.9,3.6,6.4,6.4,3.0,5.1,4.3,9.6,8.2,9.7,7.4,8.7,3.9,4.7,5.5,91.7,26.6,49.2,6.4,62786,93.8,1.5,1.6,0.1,1.93
42003420000,1407,6.5,4.5,4.2,4.3,3.2,12.0,6.5,6.3,4.9,5.9,4.1,9.4,8.3,5.7,2.9,4.3,3.9,3.1,89.1,22.9,47.8,5.1,46544,94.7,1.1,3.2,2.0,1.81
42003421100,4197,6.0,6.3,7.2,4.2,3.1,2.7,3.0,6.2,6.7,5.6,8.5,8.8,6.2,4.7,4.9,4.1,5.4,6.4,94.7,58.2,41.1,3.8,115786,88.4,1.4,5.3,0.2,2.40
42003421200,4207,5.0,5.0,6.3,6.2,4.5,4.3,4.1,5.8,5.0,10.6,12.2,7.5,5.8,5.6,4.0,3.2,3.0,1.8,96.1,59.7,38.8,3.1,130929,91.2,0.0,5.4,0.2,2.44
42003422000,5393,6.1,6.7,7.4,9.5,4.7,1.7,1.6,2.0,6.3,6.3,11.3,10.1,10.1,4.6,2.6,2.5,4.3,2.2,98.9,79.4,46.7,4.8,280063,90.2,0.4,6.5,1.7,2.86
42003423000,2797,7.5,6.8,4.4,5.2,6.7,6.2,8.7,7.2,7.0,6.6,7.0,6.1,5.1,6.0,1.9,3.0,2.0,2.5,95.2,57.4,63.0,4.2,79870,93.0,0.4,6.7,0.7,2.05
42003424000,3445,4.0,5.6,2.6,7.1,11.5,4.3,5.4,5.7,6.3,9.6,8.9,5.3,7.3,5.3,5.1,1.7,2.7,1.6,83.8,13.9,55.8,8.4,36231,84.1,9.5,2.1,0.6,2.12
42003425000,3471,7.5,5.1,4.5,4.5,5.5,11.8,10.2,8.0,4.7,6.4,7.6,7.3,5.4,1.6,2.9,2.4,1.8,2.7,88.6,19.9,55.8,6.3,48815,96.6,1.2,0.0,4.0,2.16
42003426300,5999,4.7,4.8,4.9,6.0,3.3,6.2,7.6,5.8,4.2,9.1,7.2,6.3,8.6,5.4,4.2,4.8,3.4,3.5,93.6,33.6,35.7,6.4,74883,99.6,0.0,0.0,0.3,2.45
42003426400,4607,5.0,4.9,4.5,4.9,4.6,6.9,5.5,6.5,6.1,5.3,8.9,8.4,8.1,3.6,4.2,5.3,2.9,4.4,91.0,28.7,38.8,2.8,64069,97.8,0.2,1.0,0.0,2.19
42003426700,2251,3.2,3.6,5.0,5.3,3.5,6.1,6.7,5.4,8.2,4.0,13.5,11.6,5.8,6.4,5.0,2.0,3.2,1.7,92.9,34.2,41.8,7.0,58864,95.2,1.1,1.0,1.7,2.02
42003426800,5360,6.3,5.2,4.4,6.6,5.3,4.0,5.0,4.9,6.6,8.7,9.2,6.3,6.7,7.5,6.1,3.6,0.5,2.8,96.1,38.3,30.0,7.3,87375,98.7,0.5,0.5,0.0,2.64
42003427000,3739,5.7,4.7,4.0,5.4,8.3,10.7,6.9,4.2,9.0,8.7,7.4,5.1,6.6,2.9,2.4,2.1,3.6,2.2,85.2,14.6,51.9,12.8,43918,93.9,2.4,0.0,1.0,2.12
42003427100,5757,5.4,3.5,7.2,6.5,4.5,5.1,6.6,5.6,6.9,7.6,11.0,6.8,6.5,3.6,3.1,5.0,2.9,2.1,94.8,43.8,36.7,4.9,87312,99.0,0.7,0.0,0.5,2.60
42003427200,4768,6.8,3.8,5.6,5.2,5.6,6.9,8.4,2.5,7.2,7.2,6.5,5.7,7.4,5.8,3.8,5.9,3.5,2.4,89.1,26.7,46.6,6.7,57293,96.2,2.2,0.6,2.8,2.21
42003428100,1341,2.9,4.2,3.4,6.9,7.9,8.4,2.9,7.7,6.3,5.7,6.5,9.9,7.5,3.5,4.9,3.9,2.3,5.2,93.4,15.1,31.2,8.5,61642,99.9,0.0,0.0,0.0,2.67
42003428200,2009,7.1,4.2,2.0,3.8,5.7,8.3,6.5,4.1,3.0,7.4,7.7,10.2,9.0,5.5,4.5,4.3,3.5,3.1,91.3,25.8,35.3,5.7,66199,91.5,6.5,0.0,0.0,2.26
42003429100,2494,4.6,5.1,4.2,4.4,6.9,7.3,6.9,10.7,5.3,8.1,5.1,5.7,7.2,4.6,4.7,4.1,2.7,2.3,92.4,32.1,44.0,1.9,78874,92.1,4.8,0.4,1.5,2.39
42003429201,4552,4.4,4.8,6.0,4.5,6.7,7.9,5.6,4.5,5.4,6.7,8.0,8.5,7.9,5.8,3.8,2.9,2.9,3.6,92.9,50.1,41.3,3.8,90049,91.8,1.2,5.2,1.3,2.41
42003429202,4359,8.3,4.1,5.5,5.1,4.7,6.7,7.2,4.2,3.7,9.0,7.4,9.7,7.8,4.1,3.6,3.8,3.1,2.0,95.6,45.9,38.4,4.0,85468,93.4,3.1,1.2,2.2,2.41
42003429300,5369,5.3,4.0,5.0,5.4,2.6,4.0,4.8,5.3,5.5,7.7,10.2,8.8,4.9,8.0,4.2,4.2,4.7,5.4,94.4,36.1,37.2,5.1,75425,99.5,0.0,0.2,0.9,2.07
42003429400,4399,5.4,4.5,5.9,4.4,6.1,5.6,7.3,6.8,6.2,7.8,7.7,6.7,7.8,6.3,3.3,3.0,3.8,1.4,95.8,40.8,37.1,6.2,80996,94.5,3.0,1.8,0.3,2.33
42003429500,4291,2.1,1.9,1.5,7.6,11.3,6.7,4.8,5.2,3.4,4.3,9.2,8.1,6.0,4.9,4.1,8.0,3.7,7.1,90.2,37.4,55.1,4.2,53528,93.6,1.8,3.9,1.2,1.77
42003429600,3262,6.3,3.6,4.5,1.9,5.4,12.0,12.4,5.8,3.6,5.1,8.6,8.7,6.0,5.2,2.7,2.0,3.6,2.4,91.1,34.3,40.4,7.1,66572,89.7,5.1,2.8,0.3,2.19
42003429700,2375,4.9,3.5,5.3,4.7,3.8,9.7,5.9,2.9,2.7,11.2,10.4,4.4,7.6,4.5,6.9,3.9,4.8,3.0,94.4,28.7,33.7,8.9,62236,96.5,2.5,0.0,0.0,2.19
42003430100,2004,6.6,4.5,8.3,6.8,6.9,7.6,11.8,5.1,5.3,7.8,9.8,4.7,5.3,3.4,0.7,1.9,1.6,1.6,95.2,28.3,46.5,6.0,55538,96.8,1.4,0.8,0.0,2.24
42003430200,4773,6.2,5.4,5.1,5.6,6.5,6.0,6.9,7.1,4.9,9.1,10.1,4.3,5.2,5.5,3.1,2.3,3.0,3.7,91.3,31.0,41.9,6.8,67180,97.7,2.0,0.1,0.5,2.29
42003431100,3292,5.6,5.5,3.7,6.3,5.9,13.2,5.9,8.5,5.3,8.4,6.8,6.2,6.6,4.8,1.7,1.5,2.6,1.7,91.7,31.1,56.9,6.0,51444,87.8,7.4,0.0,4.4,2.14
42003431400,1827,5.6,4.2,3.4,1.7,8.9,12.6,13.5,5.5,5.2,6.2,7.5,6.9,6.6,3.8,1.6,3.6,1.3,1.8,95.9,31.7,43.4,3.1,55769,88.9,5.3,0.0,0.0,1.93
42003431500,3243,5.1,3.4,2.2,10.5,6.4,8.9,5.1,5.9,10.7,3.9,7.0,9.4,7.9,5.3,1.1,2.0,2.7,2.5,92.9,20.5,53.5,14.3,49301,91.8,3.1,1.1,1.5,1.99
42003432300,2103,4.8,3.2,5.7,4.2,4.2,7.5,5.3,6.9,7.7,4.8,5.7,10.8,4.2,2.0,5.3,5.2,6.8,5.8,86.8,19.8,51.6,8.7,42703,84.6,11.9,0.0,0.0,1.90
42003432400,2616,2.3,2.9,7.0,4.8,9.2,9.3,7.9,5.7,4.9,6.3,9.2,7.8,5.7,2.3,2.9,4.7,3.7,3.6,95.3,21.5,51.0,4.9,40869,87.0,6.4,3.1,0.0,1.94
42003434000,1728,9.7,7.5,5.6,4.1,3.1,6.0,7.1,9.4,7.7,8.0,8.5,7.5,5.8,2.8,2.4,1.3,1.7,1.7,97.8,61.0,42.6,2.9,117784,95.8,1.7,0.4,0.0,2.51
42003435000,2392,5.3,5.7,4.8,8.3,6.9,5.6,6.6,8.5,4.7,9.0,8.1,7.6,5.8,6.7,0.7,1.8,1.0,2.8,90.7,33.0,47.8,5.7,59459,89.9,3.5,4.3,0.9,2.15
42003437000,4991,6.9,6.2,6.3,6.3,5.8,5.0,7.0,9.1,8.9,9.9,7.8,6.9,5.8,2.3,1.3,1.9,2.3,0.4,97.9,57.6,49.0,6.0,131246,93.9,2.1,1.5,0.9,2.59
42003439000,1443,2.1,5.2,7.8,7.8,4.8,4.0,4.0,5.1,3.6,8.9,13.5,7.8,6.8,6.2,4.3,3.0,2.6,2.4,94.6,45.6,37.5,5.4,140997,93.2,4.8,0.6,1.9,2.55
42003445500,3816,6.1,7.5,6.0,3.9,5.5,7.0,4.5,5.8,6.7,5.4,8.8,6.5,8.0,4.6,4.6,2.4,3.1,3.8,94.3,57.6,48.5,5.6,97456,86.6,8.0,3.3,3.4,2.08
42003446000,1687,6.7,7.7,10.9,7.1,2.1,0.8,2.3,5.0,6.2,11.1,10.3,7.2,6.8,4.2,3.9,3.2,2.1,2.4,99.4,81.2,42.5,4.1,210697,97.1,0.5,0.2,3.2,2.81
42003447000,1659,5.4,7.6,10.2,6.1,4.6,4.5,4.8,4.5,6.3,7.9,10.1,8.6,6.0,5.9,3.1,1.6,1.4,1.4,95.0,43.0,38.5,3.0,94408,91.6,1.7,3.9,0.7,2.83
42003448000,1199,6.1,4.1,4.6,5.2,4.0,10.5,5.7,6.0,5.3,4.1,9.6,5.8,8.7,4.1,2.4,4.5,6.3,3.1,92.5,26.1,46.8,7.9,53176,91.0,4.3,0.5,1.3,2.08
42003449000,2619,3.9,4.5,5.9,8.6,3.7,2.8,4.2,6.0,7.5,9.8,9.0,7.0,7.4,4.6,6.3,4.3,2.7,2.0,95.1,29.8,50.0,7.9,74050,91.8,3.7,2.0,0.6,2.37
42003450700,3180,2.4,5.8,6.4,6.0,11.0,9.1,3.6,7.9,6.9,6.7,5.8,7.7,6.1,2.8,3.4,3.3,2.1,2.9,88.8,28.6,42.7,5.9,56284,88.1,5.5,0.6,3.2,2.23
42003450800,2495,5.0,4.7,9.9,7.1,4.5,3.0,3.3,3.6,7.9,5.1,6.6,8.7,8.0,4.4,3.9,4.7,4.6,4.9,87.4,12.7,48.8,11.4,40882,62.8,25.5,0.0,3.2,2.10
42003451101,3859,2.6,8.6,5.2,5.0,7.4,4.0,4.3,6.9,8.2,9.7,10.0,9.6,4.9,5.4,2.0,1.0,3.0,2.1,97.2,49.8,54.5,7.0,99581,98.4,1.2,0.1,1.0,2.38
42003451102,5342,5.4,3.7,5.8,15.9,11.0,5.4,6.1,4.5,5.7,6.2,6.1,6.3,7.9,2.5,3.5,1.6,1.6,0.7,96.8,39.8,41.0,7.7,71367,82.9,8.7,3.4,1.8,2.23
42003451104,3578,5.7,10.0,6.8,8.2,4.3,1.7,4.4,7.7,9.9,6.6,10.6,9.2,6.3,3.7,0.9,1.2,1.2,1.4,97.3,40.7,47.0,3.3,87052,95.7,3.0,1.1,3.0,2.76
42003451105,4255,4.6,4.7,3.0,5.6,10.1,13.5,6.2,7.0,7.2,8.8,6.1,6.5,3.1,3.5,0.8,5.0,2.2,2.0,96.3,35.7,59.0,5.0,62854,89.2,5.6,2.9,1.2,1.90
42003451300,7197,7.9,6.2,6.3,3.1,4.1,4.5,4.8,7.7,8.4,7.6,7.8,7.6,6.5,3.9,4.4,3.0,2.7,3.6,97.7,49.0,46.8,5.9,113216,93.9,1.1,3.8,1.9,2.64
42003452000,5090,5.0,6.9,8.1,6.2,2.6,6.7,5.2,6.2,9.6,9.5,8.7,8.9,6.6,3.8,2.5,2.4,0.6,0.6,92.4,34.1,44.9,9.4,91720,95.6,0.9,0.6,0.2,2.46
42003453003,1995,9.6,3.0,5.6,5.2,4.6,8.0,7.5,3.7,9.0,4.8,3.5,5.1,8.2,7.4,3.1,3.7,4.3,3.8,93.9,27.8,45.3,4.7,93686,96.0,0.7,2.2,1.7,2.52
42003453004,7007,7.7,6.3,6.1,7.3,6.5,6.2,6.7,9.3,8.6,8.0,8.3,7.3,3.8,2.7,2.6,1.1,0.2,1.2,97.3,46.5,56.2,6.4,83193,93.9,0.7,2.4,3.3,2.32
42003455000,1366,4.1,4.5,4.2,5.8,5.5,5.7,5.0,4.7,5.0,9.8,8.3,7.6,8.6,8.9,5.1,3.4,2.5,1.5,90.4,17.0,27.5,6.1,65416,99.8,0.0,0.0,0.1,2.35
42003456001,3793,5.4,10.2,5.0,9.1,6.8,2.0,5.4,6.6,10.9,8.1,8.5,7.6,5.0,3.2,1.1,1.9,1.6,1.5,97.8,36.9,43.6,7.8,83516,94.8,0.7,3.6,0.6,2.87
42003456003,6148,7.9,9.8,5.6,6.4,2.1,4.2,4.1,12.1,9.1,8.3,6.8,5.6,3.6,4.8,2.3,4.6,1.2,1.6,97.2,52.6,57.9,4.5,124281,92.6,1.9,4.0,0.3,2.75
42003456004,4488,5.3,8.3,3.8,3.5,4.0,8.6,6.8,8.8,5.3,5.7,7.2,8.5,4.4,3.4,2.2,3.6,4.6,6.0,90.0,44.3,65.3,5.5,71145,86.1,2.1,10.3,0.9,2.14
42003457100,1446,3.9,4.1,4.9,3.7,5.0,7.9,9.2,5.7,5.3,5.6,5.0,9.0,9.7,3.0,7.5,2.4,6.2,2.0,92.1,11.2,41.0,2.0,46364,89.1,6.6,0.0,0.8,1.97
42003457200,3698,4.1,4.7,4.5,4.7,6.0,8.0,5.5,5.4,5.3,9.8,8.5,6.5,5.0,2.9,4.1,4.2,6.6,4.3,93.1,30.7,36.5,12.0,61728,97.2,0.4,1.1,0.3,2.06
42003458000,7067,4.2,5.0,5.3,5.0,5.7,5.3,6.9,5.0,8.5,5.9,8.5,7.5,8.7,4.4,3.8,4.8,4.0,1.6,97.7,35.9,52.7,4.4,96297,94.0,1.1,3.4,1.8,2.25
42003459101,1450,6.1,5.8,6.9,5.3,1.4,6.3,4.7,6.3,4.8,11.8,9.4,4.6,5.5,6.3,4.6,4.6,4.8,0.9,91.6,29.3,34.4,4.8,72233,98.2,1.1,0.0,0.2,2.25
42003459102,5658,3.7,7.6,6.2,5.9,4.8,7.9,4.9,5.4,8.0,7.8,9.1,7.8,8.6,4.2,2.4,3.3,0.8,1.6,94.1,45.6,43.9,6.4,93096,90.0,6.3,1.7,1.5,2.44
42003459201,6233,3.5,5.6,4.3,5.8,9.9,11.7,3.8,9.3,5.3,6.4,7.5,6.0,5.4,5.0,3.3,2.8,2.1,2.5,96.3,37.8,47.9,4.8,90912,82.9,1.9,10.7,2.5,2.20
42003459202,658,4.4,1.4,0.0,1.8,3.5,16.0,14.0,11.9,2.3,3.6,7.9,12.9,7.0,4.7,6.2,0.9,0.5,1.1,99.5,58.3,59.2,5.0,55417,97.3,1.8,0.0,2.1,1.41
42003460001,4280,3.3,5.5,3.8,3.5,2.8,6.8,7.7,4.6,4.1,7.7,8.0,9.9,6.7,6.2,5.4,4.2,5.2,4.6,94.5,25.8,42.7,5.8,64941,92.8,5.1,0.9,0.6,2.18
42003460002,3396,3.3,2.2,7.3,7.4,6.9,2.9,4.2,4.6,7.4,9.7,11.6,9.1,6.9,6.5,1.5,2.0,3.4,3.1,94.7,33.1,30.7,8.2,106315,98.7,0.7,0.0,0.1,2.63
42003461000,1068,5.7,2.4,3.2,4.3,4.7,3.7,7.7,5.4,5.3,9.8,12.2,7.8,8.1,5.4,3.6,2.7,5.1,2.9,89.8,11.6,46.7,13.4,44091,97.2,1.2,0.5,1.0,1.88
42003462100,2967,6.2,11.5,6.4,5.0,1.7,6.2,7.1,3.8,6.1,4.6,8.6,8.2,6.4,4.6,3.0,4.3,2.9,3.5,80.8,16.6,36.3,13.2,42265,72.7,18.1,1.1,0.4,2.32
42003462600,3400,11.1,5.4,3.4,2.0,7.0,6.7,8.1,4.1,5.9,7.7,6.5,10.0,5.1,3.9,1.2,5.9,2.8,3.1,88.6,15.5,51.1,17.5,43299,69.1,27.7,0.3,1.3,2.12
42003463900,2416,4.6,1.9,3.0,8.6,7.0,6.7,4.7,5.8,5.6,10.9,12.3,10.3,3.1,2.8,4.7,3.1,2.9,1.9,87.1,16.0,40.7,10.5,42442,81.4,14.5,0.0,0.0,1.99
42003464300,3331,6.6,9.4,3.5,5.5,4.1,4.7,5.2,7.8,5.5,7.3,11.3,7.4,7.4,4.7,2.2,3.0,2.7,1.7,95.9,24.9,43.4,5.2,66894,93.3,4.9,1.7,0.1,2.26
42003464400,3687,7.8,8.7,5.6,6.7,4.7,9.5,4.2,4.3,6.5,6.4,9.8,5.5,5.6,4.5,2.9,0.7,3.9,2.7,81.3,10.0,50.4,18.1,40919,55.4,37.2,0.0,0.9,2.08
42003465600,2397,5.4,4.8,3.4,6.1,7.6,8.7,10.5,8.7,3.5,2.5,9.8,6.4,7.0,4.0,5.0,1.3,3.2,2.1,95.6,19.9,56.0,3.3,66100,89.9,8.3,0.0,2.7,2.00
42003465800,3574,6.7,6.0,4.9,4.3,6.4,10.7,4.8,7.7,6.3,5.7,10.8,7.9,5.2,1.9,2.0,2.3,4.0,2.4,95.9,38.2,46.3,3.9,69278,95.7,1.8,0.0,0.0,2.28
42003468700,1675,8.4,5.2,3.9,1.6,10.3,4.8,6.8,5.8,4.2,5.7,14.6,7.8,6.1,4.7,3.8,1.9,1.9,2.7,94.8,24.2,37.9,6.3,60297,91.9,4.2,0.0,0.5,2.15
42003468800,2582,4.1,4.1,4.3,5.1,5.0,10.8,10.9,2.9,7.4,12.0,7.9,5.7,8.0,4.1,2.5,1.2,1.5,2.5,94.3,24.8,55.0,9.9,54752,85.3,6.7,0.5,2.2,2.08
42003468900,3708,7.9,2.2,5.5,3.8,8.3,5.9,10.9,4.7,5.4,5.5,4.0,10.0,8.3,4.6,4.3,1.7,4.3,2.8,92.9,25.3,48.6,9.6,67703,87.1,10.3,1.0,0.8,2.03
42003469000,4442,3.5,5.4,5.1,3.2,4.5,6.6,6.4,5.8,7.1,8.0,10.0,7.0,6.3,5.4,5.3,4.9,3.3,2.4,98.9,43.5,33.7,3.4,99522,93.2,1.7,5.1,0.0,2.27
42003470300,3838,3.6,5.5,5.1,5.1,2.7,6.5,5.2,5.2,3.4,8.2,7.8,5.8,5.2,7.3,5.2,5.7,6.5,5.8,93.1,40.4,41.9,5.2,70489,96.5,0.7,2.6,0.9,2.20
42003470400,3068,5.1,4.0,4.6,4.2,2.1,8.5,4.6,8.2,6.3,6.5,7.7,6.9,8.3,7.5,4.6,3.6,2.2,5.0,96.4,37.7,35.2,7.2,68127,97.8,1.1,0.0,2.1,2.24
42003470501,4075,3.9,4.6,2.7,2.2,6.7,19.6,10.2,7.3,10.1,4.9,6.5,3.1,4.2,3.2,2.6,1.9,1.3,4.8,97.4,64.8,56.0,10.7,83572,50.7,5.7,39.1,0.0,2.01
42003470502,2870,7.8,3.9,3.3,1.7,5.7,6.3,4.1,7.0,3.9,9.7,8.2,9.5,4.1,3.2,4.8,6.5,4.7,5.4,91.6,46.4,38.0,2.7,75925,92.4,1.8,1.8,0.6,2.19
42003470600,3150,5.7,6.9,3.3,5.9,7.9,4.9,6.9,5.0,9.2,6.1,6.1,7.4,6.9,2.3,3.7,4.3,3.4,4.0,82.4,11.0,42.7,13.8,48270,96.4,2.0,0.3,0.5,2.20
42003471000,1262,2.9,4.5,4.8,6.0,5.7,7.7,9.4,3.9,7.1,9.2,8.5,7.2,4.9,5.0,3.2,4.8,2.9,2.2,92.1,19.2,37.7,2.1,51812,98.9,0.3,0.0,3.1,2.07
42003472100,2462,6.7,2.1,4.5,6.6,7.4,11.0,10.0,5.9,6.9,8.2,7.0,6.9,5.6,2.5,4.6,1.8,1.9,0.4,95.4,35.5,54.1,5.2,55576,91.9,3.1,2.8,7.4,2.00
42003472200,2414,4.7,2.4,5.2,4.0,4.4,16.2,11.2,7.7,5.1,5.8,8.5,5.7,5.4,5.1,3.3,1.7,2.1,1.8,98.2,32.0,47.4,3.2,66927,98.3,0.1,0.0,4.1,2.26
42003472300,1812,5.7,1.8,2.5,6.8,10.5,13.7,8.7,7.1,5.2,4.0,9.7,4.5,5.8,1.8,4.4,6.2,1.6,0.0,89.7,37.5,45.7,6.5,48381,95.1,0.2,0.2,2.3,1.95
42003472400,1921,3.5,3.8,2.2,3.6,9.0,7.9,4.4,5.9,9.4,8.6,7.1,12.0,6.5,4.4,2.9,2.6,2.9,3.3,96.2,28.3,44.7,6.0,69471,95.7,0.5,2.5,1.4,2.22
42003473100,4346,7.8,8.3,6.7,3.5,1.4,6.6,6.0,8.0,9.3,8.1,4.2,8.6,5.5,3.9,3.8,2.8,2.6,2.8,96.9,64.4,42.3,2.4,88381,98.1,0.1,1.1,2.5,2.26
42003473200,3094,5.0,5.8,5.3,4.9,6.1,9.2,7.2,3.8,7.4,6.4,7.6,5.7,5.2,3.9,3.3,3.6,5.8,3.7,96.4,48.9,52.9,3.9,68728,89.9,0.1,8.6,3.5,2.03
42003473300,5625,7.9,6.0,6.9,4.8,4.7,5.3,6.5,5.3,7.2,6.9,5.6,9.0,6.8,3.0,4.3,2.6,1.9,5.2,96.8,54.4,42.8,5.3,82177,94.9,2.8,0.0,0.0,2.39
42003473401,3707,5.0,8.1,8.5,7.3,1.9,4.4,2.2,5.6,13.6,10.2,8.0,6.4,5.9,3.7,4.1,1.2,1.7,2.2,96.8,67.1,38.7,5.6,118086,90.0,0.5,6.4,0.7,2.46
