tract,pop_total,pop_age_under5,pop_age_5to9,pop_age_10to14,pop_age_15to19,pop_age_20to24,pop_age_25to29,pop_age_30to34,pop_age_35to39,pop_age_40to44,pop_age_45to49,pop_age_50to54,pop_age_55to59,pop_age_60to64,pop_age_65to69,pop_age_70to74,pop_age_75to79,pop_age_80to84,pop_age_85plus,edu_hsplus,edu_bachelorsplus,movedin_last_decade,unemployed,income_household_mean,race_white_mono,race_black_mono,race_asian_mono,ethnicity_latino,households_avg_size
42003050900,1024,11.6,3.1,4.3,8.2,9.3,5.7,2.4,8.7,0.5,4.0,12.1,7.0,6.9,4.4,5.5,2.2,1.4,2.6,86.8,8.3,61.8,32.2,12984,4.2,91.0,0.9,0.0,1.52
42003051000,1940,2.6,1.3,4.7,48.5,11.5,2.8,3.7,4.0,0.4,2.0,3.7,4.3,3.1,2.0,1.8,1.1,0.7,1.8,77.4,13.9,75.6,11.9,20928,49.1,46.4,2.5,2.3,1.79
42003051100,891,8.2,1.7,15.0,9.4,11.6,14.0,2.5,7.5,5.9,11.6,5.8,1.5,2.9,0.4,0.6,0.0,0.0,1.3,84.0,2.3,73.6,25.5,14792,8.9,90.1,0.0,0.0,1.88
42003060300,2376,4.5,1.9,5.1,4.6,10.6,15.7,11.5,5.0,7.6,5.5,7.7,9.0,1.1,2.9,1.8,1.1,2.5,1.9,88.2,32.0,49.8,7.3,36247,75.3,17.3,0.0,3.7,2.03
42003060500,1348,2.4,3.6,2.7,2.3,5.7,10.4,6.4,4.3,11.9,6.1,11.6,7.7,7.0,3.1,3.9,1.5,5.3,4.1,89.4,28.1,48.6,5.8,46458,87.5,6.0,0.0,2.4,1.89
42003070300,2087,1.8,0.1,3.3,4.0,21.5,15.4,8.6,4.4,4.6,4.2,5.6,6.1,3.4,4.4,4.5,4.2,1.4,2.5,95.0,75.0,60.4,2.8,120094,79.9,9.8,10.0,0.5,1.72
42003070500,2904,3.0,0.2,0.2,4.9,18.9,30.8,15.2,4.1,4.2,5.9,2.5,3.7,1.7,2.3,1.0,0.0,1.2,0.3,98.4,80.3,62.1,2.9,68495,85.5,2.2,10.0,2.4,1.64
42003070600,2151,5.0,1.0,1.7,0.8,18.3,22.9,13.5,8.2,4.8,5.2,1.8,2.8,4.6,2.4,1.7,2.8,2.1,0.6,99.7,82.0,63.2,5.9,69521,75.9,4.2,16.0,2.3,1.58
42003070800,1768,8.7,4.0,0.0,0.0,10.7,18.8,16.3,6.2,5.8,2.7,1.9,6.4,4.7,6.2,4.5,1.1,0.9,1.1,99.2,82.3,67.8,6.8,96134,67.6,8.0,21.8,5.2,1.67
42003070900,5171,5.8,2.5,0.4,4.7,20.8,21.2,11.0,8.8,3.6,2.7,2.9,3.2,2.7,1.5,1.9,2.0,1.5,2.8,96.8,80.1,57.1,8.8,79687,55.7,4.8,37.5,3.6,1.74
42003080200,1765,3.6,3.2,2.5,0.2,6.6,13.4,17.3,2.9,7.1,5.7,6.9,7.1,7.5,3.7,3.6,2.7,2.7,3.2,91.8,47.3,46.1,5.9,50375,93.3,5.7,0.7,4.4,1.93
42003080400,1439,3.1,0.0,0.6,0.6,36.8,21.2,4.7,5.7,6.7,5.4,2.3,2.3,2.9,1.6,1.9,2.9,0.6,0.6,93.4,53.2,64.3,5.9,40172,78.2,5.1,16.1,6.5,1.89
42003080600,2169,2.8,1.8,3.1,4.5,17.3,18.9,9.7,7.7,1.7,5.8,3.7,6.5,6.5,2.5,1.5,4.0,0.0,2.0,96.5,62.2,52.4,2.2,58197,85.3,5.6,7.2,1.9,1.88
42003080700,1607,2.0,1.7,0.9,0.9,17.3,23.1,16.1,6.3,6.2,3.4,3.0,9.1,2.8,1.8,0.7,0.4,2.7,1.6,93.9,64.2,63.2,9.5,37886,65.7,18.9,10.1,3.4,1.55
42003080900,1881,1.5,4.7,1.0,4.8,15.5,22.4,8.6,4.6,3.2,2.3,9.6,5.2,2.0,3.6,2.1,3.2,4.0,1.7,87.3,42.1,55.0,8.9,49553,77.6,11.1,6.2,3.2,1.79
42003090100,1748,5.4,3.3,4.2,4.1,5.0,12.8,11.0,4.9,4.4,5.7,14.6,7.0,3.9,3.5,3.7,1.9,0.8,3.6,88.6,28.0,50.1,13.0,50693,70.8,22.5,2.2,7.8,2.02
42003090200,2649,1.9,1.5,5.0,2.6,5.9,12.3,6.9,8.3,8.6,3.1,7.1,8.2,5.5,6.2,4.4,5.4,2.8,4.3,89.9,33.6,40.3,1.6,51080,91.5,6.2,1.0,4.0,1.91
42003090300,1804,2.4,3.4,6.9,1.3,11.5,13.2,6.4,4.3,5.8,8.5,4.9,4.4,5.3,6.0,6.5,2.6,3.4,3.0,88.2,17.8,48.1,5.7,35294,84.9,11.4,1.2,1.9,1.94
42003100500,2204,6.0,4.0,5.1,9.4,6.7,6.9,4.9,6.9,2.0,8.4,9.5,3.7,6.7,6.4,4.2,2.0,3.0,4.1,89.0,26.6,37.5,12.0,47237,31.4,64.2,0.0,0.5,2.31
42003101100,2487,3.9,2.1,3.5,11.0,6.1,12.0,6.0,9.4,4.1,6.4,6.0,10.2,5.9,4.1,4.9,1.2,0.7,2.5,90.0,18.4,50.0,10.5,41096,75.4,20.3,1.2,0.4,2.28
42003101400,3446,6.9,5.2,3.4,3.8,5.0,12.7,11.2,8.5,3.5,4.3,7.8,7.4,6.0,4.6,2.1,2.2,2.4,3.0,85.2,32.7,54.2,5.2,55225,79.4,18.4,0.9,1.7,2.22
42003101600,887,10.4,16.8,4.6,8.9,9.5,10.0,3.6,6.4,3.4,3.7,0.6,4.3,4.2,9.7,1.5,1.1,1.4,0.0,81.2,16.7,51.8,29.7,31587,4.4,94.5,0.0,0.0,2.66
42003101700,1402,5.1,5.8,7.1,6.3,4.1,8.2,5.6,2.4,10.0,9.8,6.9,2.6,8.6,2.6,5.8,4.6,2.8,1.6,84.0,9.7,52.0,3.9,41464,13.0,77.1,3.8,0.5,2.38
42003101800,2583,4.9,5.7,2.4,5.2,6.0,6.5,5.8,9.4,4.4,5.6,10.6,7.5,6.4,5.8,2.0,1.4,4.1,6.4,86.5,33.3,31.0,6.7,65866,77.9,19.0,2.6,0.5,2.32
42003110200,3524,5.4,4.9,1.0,4.1,11.8,12.3,10.4,3.7,6.7,7.2,8.7,7.7,5.4,4.7,2.4,1.6,0.8,1.2,97.2,56.7,58.8,4.9,65561,63.3,28.6,5.1,1.0,1.87
42003110600,2626,9.0,5.6,4.6,6.0,6.0,8.4,7.5,7.6,6.3,9.1,4.8,7.2,7.1,2.5,3.9,1.8,2.0,0.6,97.6,64.4,55.0,7.3,84823,77.6,18.2,1.2,2.5,2.45
42003111300,2650,2.5,6.9,7.2,6.7,9.0,16.0,10.6,3.9,0.9,6.4,6.4,4.5,5.4,3.2,3.3,2.2,2.5,2.4,84.0,25.7,57.3,11.9,38737,27.0,66.6,2.7,0.9,2.06
42003111400,1677,3.6,8.9,12.2,14.3,5.5,4.4,2.3,8.8,2.2,10.4,6.3,4.1,4.2,4.4,1.7,2.2,0.7,3.8,84.4,11.8,68.1,32.9,23340,6.8,83.1,0.0,2.9,2.42
42003111500,3131,9.5,3.4,4.4,2.0,9.5,7.6,6.6,7.8,4.5,8.0,4.1,6.5,7.3,2.4,4.2,6.3,2.8,2.9,85.2,32.1,56.3,10.8,35839,27.1,50.3,19.6,2.5,1.65
42003120300,1706,5.5,7.3,3.8,3.6,5.9,1.6,1.1,3.6,6.4,8.0,11.1,15.8,8.2,3.2,2.6,4.0,3.8,4.6,84.5,12.0,43.0,12.0,42792,4.3,95.4,0.0,0.0,2.14
42003120400,882,4.1,7.7,7.4,7.1,4.1,4.0,8.0,9.2,4.9,11.1,12.1,7.0,2.5,3.2,5.0,0.7,0.5,1.5,92.7,6.4,50.5,26.6,27668,4.5,82.5,5.2,3.1,2.20
42003120700,916,1.7,0.9,9.8,11.0,1.1,3.9,0.1,0.0,1.4,11.8,8.6,9.9,6.7,6.2,8.8,8.1,3.6,6.2,78.3,5.4,43.8,24.1,29505,9.6,89.3,0.0,10.5,2.03
42003120800,865,10.9,6.7,3.5,2.9,5.2,12.1,8.8,4.4,0.0,7.6,5.3,6.5,2.5,3.5,3.5,2.8,7.5,6.4,87.6,10.8,44.9,24.7,35997,20.2,75.7,0.0,1.0,2.44
42003130100,1943,11.0,15.3,8.9,4.1,6.7,8.5,8.4,5.4,2.7,6.3,2.7,4.2,2.5,1.9,0.9,2.1,5.0,3.4,91.4,15.4,45.2,25.3,25057,0.9,94.0,0.0,0.7,2.23
42003130200,1365,11.6,7.8,2.8,7.3,5.3,4.6,0.7,3.4,5.1,3.6,13.0,8.9,7.8,1.7,6.3,3.9,2.1,4.2,81.4,9.7,24.4,13.9,35440,1.9,97.1,0.0,0.0,2.42
42003130300,1078,7.9,7.1,0.0,4.4,12.6,4.9,3.4,0.0,7.6,5.3,2.3,5.8,4.7,8.9,8.6,7.6,7.5,1.3,83.0,18.1,43.1,21.9,25618,3.9,89.1,0.9,2.8,1.79
42003130400,1235,9.9,7.0,7.4,6.2,7.4,5.7,6.2,6.4,7.5,4.4,5.8,4.0,1.5,4.2,5.0,5.7,3.7,2.0,75.3,17.1,35.7,16.8,30898,0.2,94.1,2.3,0.0,2.49
42003130600,2942,5.4,7.9,10.3,8.6,8.1,7.1,3.0,5.4,7.6,2.6,6.5,7.4,5.4,3.5,4.0,1.5,3.6,2.1,87.6,13.5,51.3,26.2,31200,5.6,88.1,0.3,1.2,2.22
42003140100,5803,1.8,2.9,1.9,39.6,26.8,1.7,2.1,2.1,1.7,2.6,2.6,2.0,4.0,2.7,1.0,1.5,1.2,1.7,98.0,76.2,36.6,8.6,193415,75.9,3.4,14.6,3.0,2.50
42003140200,2740,2.6,4.2,4.5,9.4,19.0,18.3,4.9,2.6,6.9,5.0,3.2,7.1,1.8,5.1,0.8,0.4,0.3,3.9,98.1,88.7,56.3,7.2,134613,77.5,5.1,12.5,3.8,2.14
42003140300,3468,7.7,6.4,7.6,5.0,4.6,7.7,9.7,6.7,4.4,7.8,5.0,2.4,7.7,4.7,3.0,3.0,3.1,3.4,98.9,81.0,43.3,4.1,144820,87.1,5.1,5.0,4.3,2.49
42003140400,2364,7.2,3.9,6.6,4.9,5.6,4.4,6.4,9.3,6.4,4.1,6.1,11.2,9.0,4.9,2.9,4.2,1.5,1.5,97.1,77.1,37.4,1.3,154507,90.5,3.0,5.2,1.9,2.38
42003140500,1963,3.3,5.2,1.9,1.9,7.9,12.6,14.9,9.4,6.1,2.7,7.2,4.9,6.4,5.4,2.5,1.4,3.0,3.5,97.4,64.6,51.3,8.6,54656,48.7,49.6,0.7,0.0,1.86
42003140600,3041,5.6,3.2,4.0,6.3,7.4,9.2,6.0,7.1,6.3,5.6,10.0,7.7,7.6,6.3,1.1,3.0,1.6,1.8,95.9,68.5,43.3,4.3,95810,86.9,6.3,3.7,3.3,2.24
42003140800,4630,3.7,6.9,4.5,3.3,19.4,11.7,8.2,5.3,4.1,6.5,4.3,5.3,4.4,4.1,2.5,0.9,2.8,2.2,99.3,79.6,49.9,4.8,97285,80.7,0.9,15.7,2.2,2.30
42003141000,860,6.7,4.8,1.3,2.1,3.4,11.9,9.0,3.6,6.9,6.4,2.0,18.3,5.3,6.6,2.1,2.9,2.8,4.1,93.7,75.7,39.3,4.5,115824,91.3,2.0,5.7,2.1,2.04
42003141100,1320,7.2,2.7,5.8,3.6,4.8,4.4,9.8,7.3,0.7,7.2,7.9,11.7,7.3,3.1,5.3,4.2,3.4,3.4,89.3,44.1,34.5,10.3,64352,98.5,1.5,0.0,1.8,2.27
42003141300,5051,6.2,3.0,1.1,4.6,11.6,15.5,10.2,5.6,3.8,5.4,5.8,5.3,4.1,4.4,2.0,2.2,2.1,7.1,96.7,70.4,57.0,2.3,74436,88.4,1.4,8.5,3.4,2.07
42003141400,5112,6.0,2.5,4.4,3.9,5.2,11.2,8.2,4.6,7.1,5.1,6.3,7.4,6.4,4.2,3.7,3.0,3.7,7.3,96.7,65.0,54.2,4.2,92243,87.3,2.7,8.2,2.9,1.96
42003151600,2601,4.8,3.2,3.4,8.4,8.3,9.4,11.3,3.5,7.0,7.1,6.0,4.9,7.3,4.3,3.0,2.8,3.7,1.7,94.3,37.2,38.9,8.1,61578,86.4,9.7,1.0,3.0,2.27
42003151700,4836,4.2,3.1,5.7,5.8,6.6,15.2,8.8,3.3,5.4,5.0,8.4,5.4,7.4,5.0,3.5,2.2,2.9,2.0,95.2,50.2,51.8,5.1,64614,79.2,12.1,7.2,3.8,2.16
42003160800,2466,0.4,1.9,3.5,7.6,25.3,7.8,8.4,1.8,4.5,8.6,6.7,8.2,4.1,2.4,2.5,1.7,2.7,2.0,87.2,28.8,32.3,2.8,46934,80.3,4.5,3.0,2.1,2.24
42003160900,2739,1.1,2.9,0.4,0.8,16.0,20.3,13.5,8.0,4.6,3.9,3.9,2.7,5.8,3.7,2.8,1.4,5.8,2.4,91.2,49.5,70.7,7.0,69539,93.2,2.5,2.2,4.7,1.55
42003170200,3865,1.2,3.2,0.1,3.2,31.6,19.2,7.7,6.7,4.3,3.7,3.1,4.0,3.4,2.4,1.5,0.4,3.1,1.3,93.6,44.4,54.1,2.5,62612,91.7,2.0,2.7,7.4,2.12
42003170600,2152,2.0,0.5,2.9,4.2,28.0,13.5,4.0,7.0,3.3,10.0,8.4,2.2,4.0,1.2,3.3,3.4,0.0,2.1,89.6,45.6,52.1,3.3,88211,91.1,5.4,0.0,2.1,2.30
42003180300,2562,2.6,7.5,11.2,9.3,3.9,3.9,9.5,10.6,7.2,5.0,7.8,6.7,5.5,2.5,2.5,1.4,1.8,1.2,88.8,7.6,44.6,16.7,38848,66.0,29.9,0.0,0.0,2.36
42003180700,2522,4.1,8.1,6.2,6.7,12.1,11.5,13.1,3.2,3.2,6.9,8.2,3.5,3.2,2.1,4.8,0.8,1.3,1.0,92.2,30.5,45.4,5.8,59129,73.0,21.8,0.6,0.0,2.77
42003190300,2050,3.8,2.3,0.4,6.0,11.6,15.5,7.0,3.9,8.5,3.1,7.1,11.3,3.8,3.9,5.4,2.5,1.7,2.3,95.5,51.2,41.1,11.7,82257,93.8,4.1,0.0,9.3,1.81
42003191100,2484,3.1,2.1,3.9,4.1,12.6,11.7,5.3,5.2,6.5,7.7,6.3,9.0,6.4,5.1,2.3,2.9,2.9,3.1,94.3,38.4,51.8,5.0,79775,97.3,1.4,0.4,0.0,2.03
42003191400,2931,2.7,1.3,2.5,1.7,17.3,20.9,6.1,4.6,4.6,7.3,2.4,3.9,6.2,6.4,0.9,2.6,3.7,5.1,93.2,41.3,47.7,10.5,65532,92.0,6.7,0.6,0.0,1.90
42003191500,1839,3.8,4.1,1.5,3.6,12.2,19.4,5.7,1.6,4.6,10.0,6.6,6.6,2.6,7.2,3.5,3.5,2.7,0.9,84.6,20.8,53.9,7.4,36894,93.0,3.0,0.0,5.3,1.96
42003191600,4435,5.7,5.0,4.5,6.0,10.2,7.8,9.0,7.1,4.8,8.2,6.7,6.1,5.3,3.9,2.3,2.8,2.9,1.8,90.7,24.7,42.9,9.6,52756,75.9,13.3,1.3,6.2,2.28
42003191700,3381,7.2,6.7,4.9,3.4,6.7,10.0,8.9,3.7,6.1,8.3,5.6,7.2,7.4,3.0,4.0,3.0,2.1,1.7,95.2,25.7,44.0,5.4,55808,88.6,4.1,1.3,1.4,2.18
42003191800,5248,4.9,5.0,7.2,3.6,5.0,8.9,6.6,8.3,5.6,6.9,7.2,8.3,5.0,3.1,5.6,1.9,3.4,3.4,92.7,23.1,41.1,8.5,58602,95.0,2.4,0.6,0.0,2.21
42003191900,2123,7.7,7.3,0.3,2.6,11.1,7.9,9.9,7.1,4.6,4.3,7.6,9.8,4.4,4.9,1.4,3.1,3.0,3.0,92.1,26.9,43.9,9.7,52362,96.1,2.2,0.0,0.5,2.20
42003192000,3389,5.5,5.1,3.3,3.9,8.8,9.5,6.8,5.5,5.1,8.1,8.4,5.9,6.6,3.5,3.0,1.3,4.2,5.5,91.5,24.1,47.9,10.4,47584,87.3,9.2,0.2,4.7,2.07
42003202200,2405,9.6,5.3,5.0,6.3,5.2,5.4,4.9,6.1,3.6,6.0,9.0,10.7,6.4,5.1,2.2,4.1,1.5,3.5,89.9,16.7,34.8,9.0,45631,62.2,24.5,9.7,3.0,2.10
42003202300,4341,4.6,4.2,1.2,4.7,6.8,13.4,10.0,3.6,6.0,5.4,7.0,6.4,5.8,4.4,3.6,2.9,4.5,5.6,96.3,36.1,49.5,4.0,70657,87.4,2.1,5.6,3.2,2.11
42003210700,2042,6.5,6.0,8.0,5.8,7.7,6.6,6.2,7.5,6.3,3.4,6.4,9.2,9.3,3.5,3.0,0.5,2.1,2.1,89.0,19.5,44.2,16.1,48577,20.0,76.1,0.4,3.9,2.21
42003220600,1465,3.3,2.0,2.3,2.4,3.9,13.9,11.3,8.1,3.2,7.2,8.1,6.6,9.4,5.7,3.3,4.0,1.7,3.9,90.0,49.6,60.7,14.9,89237,62.0,35.6,1.7,4.5,1.53
42003240600,2612,5.9,3.1,8.2,3.7,5.7,6.5,13.6,5.2,3.8,7.6,12.6,6.6,2.7,2.9,3.0,1.7,2.8,4.3,92.1,22.2,54.1,6.1,59755,84.9,11.3,0.9,0.0,2.04
42003241200,934,12.2,1.7,1.4,8.6,1.1,10.6,5.9,9.2,2.9,7.9,10.6,13.8,3.1,4.7,2.1,2.2,1.3,0.6,76.9,12.0,36.1,13.2,48698,67.1,27.2,0.0,5.6,2.12
42003250300,1416,3.6,4.4,9.0,10.0,9.2,13.7,2.3,10.8,1.3,2.7,4.2,8.1,11.0,2.2,3.3,3.8,0.1,0.4,93.0,43.9,58.2,16.6,73224,48.5,46.6,0.0,5.6,3.03
42003250700,1044,13.8,13.0,11.9,9.6,5.0,2.9,5.4,6.7,3.4,5.3,8.8,3.1,5.5,2.6,0.8,0.0,0.4,2.1,86.3,11.1,56.5,12.2,29071,14.8,79.5,2.5,0.0,3.19
42003250900,1257,8.4,6.1,5.6,1.1,1.1,6.8,7.2,2.5,7.8,7.2,17.4,11.5,3.1,5.2,5.1,2.4,1.2,0.4,84.3,8.1,58.3,26.4,31443,38.6,59.8,0.0,4.9,1.95
42003260200,2059,7.4,6.6,9.4,4.7,4.5,10.8,11.4,4.7,2.9,8.7,4.6,8.4,3.4,2.7,1.4,2.5,4.8,1.2,89.9,28.5,45.6,8.4,51148,58.5,39.5,1.4,0.0,2.28
42003260700,2027,3.8,7.8,7.4,2.6,11.5,10.0,9.6,6.2,4.0,9.4,7.2,4.1,5.8,2.4,2.2,1.5,1.3,3.0,93.5,32.9,55.4,12.7,66374,33.8,63.3,0.0,3.7,2.81
42003260900,1674,25.0,17.0,9.4,9.1,8.4,7.1,6.7,3.5,0.0,1.9,3.2,0.0,1.7,2.7,0.7,0.5,0.5,2.9,70.9,1.0,53.6,43.1,20309,3.0,91.9,0.0,2.6,3.39
42003261200,1121,5.8,7.1,3.3,1.1,3.5,7.7,8.7,7.4,7.9,11.9,5.4,12.0,3.7,4.5,2.6,1.4,3.7,2.3,91.3,22.2,37.5,9.2,64750,88.8,11.2,0.0,0.7,2.15
42003261400,2106,6.3,5.0,6.7,9.6,3.9,10.0,5.6,3.3,8.6,7.6,8.2,4.4,4.7,4.6,3.5,2.9,2.6,2.7,85.7,22.2,58.7,13.9,29889,31.8,65.5,0.3,2.1,2.12
42003261500,1899,7.1,11.2,2.4,10.7,3.5,12.2,1.9,5.4,7.1,2.5,9.6,9.2,7.5,2.3,1.8,3.8,1.4,0.5,93.2,16.7,50.1,12.8,40241,39.5,53.6,0.0,1.4,2.28
42003262000,2483,11.2,12.5,3.1,1.0,5.4,6.8,3.5,4.1,4.6,8.1,6.0,9.5,3.1,5.1,3.9,3.1,4.1,4.9,82.1,14.6,42.7,11.5,33977,66.0,30.4,0.5,3.2,2.15
42003270100,2948,4.5,4.7,8.6,9.1,3.9,9.4,4.3,7.8,4.8,10.3,12.3,4.5,3.8,2.8,2.8,1.8,2.5,1.9,93.6,32.2,53.4,8.6,64506,72.7,25.7,0.0,1.4,2.46
42003270300,2416,9.0,4.7,7.9,5.5,12.2,5.9,6.5,3.7,6.8,4.7,7.2,5.3,5.8,2.9,4.6,1.0,1.6,4.7,84.6,15.9,51.8,7.8,42268,58.4,37.7,1.6,0.0,2.27
42003270400,1398,2.1,4.1,5.7,4.3,8.2,11.9,8.4,5.2,5.4,6.1,15.2,9.9,3.2,3.7,0.9,1.5,2.6,1.5,84.4,7.4,43.3,3.1,45238,50.7,44.2,0.0,4.1,2.11
42003270800,2932,3.4,5.9,5.8,4.9,2.3,7.5,8.0,6.1,5.3,8.5,7.6,9.8,6.2,2.2,5.4,3.1,3.3,4.7,94.7,39.0,52.8,8.9,65634,78.4,20.1,0.4,1.0,2.19
42003271500,3479,8.0,6.5,11.2,6.6,6.2,7.5,5.6,2.2,4.3,7.9,8.7,5.2,7.0,2.4,2.4,3.9,2.8,1.6,78.9,7.4,50.7,12.0,37507,50.6,43.0,0.0,4.4,2.40
42003281400,2047,6.8,5.7,7.4,4.7,11.5,8.1,2.3,4.7,5.8,7.7,6.9,4.8,7.8,2.1,1.1,2.7,6.9,2.9,81.3,12.5,51.4,12.2,41177,62.1,35.1,0.0,0.0,2.26
42003281500,1516,6.9,6.5,5.5,2.9,3.6,10.6,10.4,7.5,1.0,7.8,9.6,8.6,2.8,5.5,4.9,4.4,1.3,0.0,91.8,23.9,39.3,8.3,55229,86.1,11.6,0.0,1.5,2.33
42003290100,2082,4.1,5.5,7.5,2.8,5.1,7.1,7.3,4.4,7.7,8.0,10.0,5.7,7.4,5.5,3.9,3.2,2.6,2.3,87.2,15.1,40.9,9.5,46905,88.7,7.2,3.9,1.3,2.18
42003290200,3705,4.8,5.8,5.3,5.7,6.5,7.9,7.6,4.1,5.7,8.2,6.8,8.7,5.4,3.4,3.4,2.4,1.9,6.4,81.0,14.2,53.2,15.1,41496,82.3,7.3,3.1,0.6,2.14
42003290400,3954,7.5,4.2,3.3,4.0,7.7,11.2,3.7,7.1,5.5,4.4,9.9,7.4,8.2,3.9,3.7,2.6,3.2,2.7,84.5,21.1,41.8,10.2,56396,87.6,6.1,0.3,3.4,2.37
42003300100,4333,10.6,6.4,9.6,9.1,5.4,7.8,8.5,5.1,7.2,6.5,5.4,5.0,4.1,1.4,4.6,2.3,0.3,0.7,85.5,9.1,40.9,10.3,39693,35.4,56.1,4.6,3.0,2.98
42003310200,3335,4.5,4.4,5.4,5.3,7.3,4.6,3.9,5.9,8.8,7.2,11.6,3.2,9.0,5.8,2.6,3.4,2.4,4.8,89.6,11.0,26.9,4.9,55449,95.4,1.0,0.8,1.8,2.31
42003310300,1042,1.6,8.3,6.1,11.6,2.8,3.3,4.9,5.3,8.4,6.3,9.7,5.7,5.3,7.7,5.0,3.0,4.3,0.8,92.0,30.3,39.6,6.0,86134,90.3,6.6,0.3,0.4,2.77
42003320400,2177,5.2,4.2,4.5,4.9,9.6,3.1,9.4,3.2,7.3,8.7,9.1,9.6,5.0,3.2,3.6,3.9,2.3,3.3,92.6,12.8,39.2,9.0,56648,97.6,0.6,0.4,0.0,2.29
42003320600,2294,6.8,5.8,3.3,4.2,4.1,10.5,7.1,9.4,4.5,5.8,11.3,9.0,4.8,7.7,1.0,1.5,1.7,1.5,92.6,25.3,40.2,8.0,63229,85.0,7.5,0.0,1.4,2.24
42003320700,1751,6.7,5.3,5.6,5.5,5.3,8.0,6.2,3.1,10.5,10.9,5.8,4.5,4.3,4.7,3.0,4.5,3.9,2.1,91.6,14.5,27.1,6.9,57804,97.4,1.4,0.0,2.5,2.36
42003401100,4668,2.5,6.0,6.3,5.9,6.1,9.5,4.7,3.5,7.5,8.9,6.8,7.5,6.4,4.4,2.7,4.8,3.9,2.8,94.7,17.2,38.4,6.2,54428,94.9,0.8,0.4,0.7,2.36
42003401200,3307,3.3,7.3,5.7,7.0,7.4,5.4,5.5,6.5,7.9,6.4,8.8,6.4,7.1,2.1,3.7,4.1,3.1,2.2,89.1,12.2,52.4,19.3,39767,81.9,16.1,0.6,0.0,2.59
42003401300,2493,3.8,5.5,4.8,5.7,6.1,5.2,3.5,4.7,8.6,6.4,6.5,7.1,5.2,4.9,4.9,6.5,3.7,6.9,97.5,35.9,39.3,7.0,62956,95.0,2.0,0.0,1.6,2.32
42003402000,3267,4.9,3.6,9.9,6.8,5.0,5.4,8.1,5.3,6.7,6.5,8.3,7.1,4.7,3.9,4.0,2.4,4.2,3.2,90.7,17.6,47.5,5.1,51514,94.0,2.2,1.0,0.0,2.35
42003403500,4525,8.6,7.7,6.6,4.9,4.4,9.9,7.8,5.1,6.9,8.5,4.0,7.3,6.2,3.9,1.1,1.7,3.0,2.3,87.8,16.8,47.5,9.9,48445,91.4,6.9,0.0,0.0,2.50
42003404000,1398,8.5,4.2,4.7,3.3,4.7,9.4,7.4,6.2,6.6,7.1,8.9,9.6,4.7,2.6,2.1,1.8,3.3,4.9,92.5,26.3,47.1,6.3,52753,93.7,2.4,0.0,0.6,2.20
42003405000,1110,5.7,5.0,3.8,4.7,2.3,5.7,5.3,6.5,6.6,8.9,8.2,13.0,4.8,3.4,5.2,4.3,5.3,1.4,88.0,18.1,35.1,7.4,63786,96.8,0.0,0.6,0.3,2.27
42003406000,2483,5.0,3.8,7.7,7.2,3.5,5.5,1.4,4.9,8.9,9.4,11.0,9.0,6.6,4.0,3.3,3.9,2.4,2.4,92.7,17.8,23.9,8.7,72038,96.3,0.1,1.3,1.4,2.58
42003407001,4889,4.9,7.4,5.6,5.7,2.4,5.3,5.0,8.0,7.1,7.2,9.4,7.8,7.3,3.5,4.7,5.1,2.6,0.9,87.7,18.8,55.7,7.0,66552,98.5,0.2,0.5,1.6,2.28
42003407002,6858,4.8,7.6,4.3,5.8,5.3,3.9,6.0,5.8,8.1,7.7,9.4,9.5,5.8,3.3,1.8,3.8,3.7,3.4,92.4,34.1,36.4,7.2,77561,96.6,1.5,0.3,0.0,2.56
42003408001,4856,4.1,5.7,6.7,6.6,4.7,3.9,1.8,6.5,7.8,8.8,9.5,7.8,4.6,4.3,3.7,3.7,3.9,5.9,95.2,42.4,43.5,4.8,112653,98.0,0.7,0.9,1.0,2.73
42003408002,6224,6.2,9.4,9.0,5.8,5.2,3.7,5.3,6.4,8.8,10.0,9.4,6.1,2.7,5.1,3.2,1.1,1.2,1.6,98.2,51.1,51.8,3.5,100172,92.8,1.3,4.0,2.3,2.77
42003409000,11403,5.0,9.3,12.0,8.2,3.6,2.9,5.0,4.9,9.5,10.7,10.0,7.2,4.4,2.5,1.2,1.9,0.6,1.1,96.8,68.6,55.4,3.5,189653,92.8,2.4,3.5,2.0,3.06
42003410000,1220,7.3,4.3,6.3,5.2,3.0,5.4,3.0,4.4,6.6,8.0,12.4,7.0,7.5,8.3,3.3,5.1,2.9,0.2,99.2,67.4,36.0,2.2,140184,97.9,0.0,1.8,0.2,2.66
42003411000,6971,4.5,9.2,11.0,7.5,2.7,2.3,3.2,7.5,9.4,12.7,9.7,7.2,3.6,2.4,2.2,2.5,1.9,0.5,97.8,67.1,48.8,4.6,180651,85.6,2.3,10.7,1.3,3.15
42003412001,8176,6.5,8.8,9.3,7.9,2.1,4.2,4.9,7.8,8.3,8.9,9.1,7.8,5.4,4.0,2.2,1.6,0.7,0.6,97.8,70.7,48.5,4.5,146805,84.8,1.3,9.3,0.3,2.89
42003412002,5286,2.8,9.9,8.5,7.9,5.0,3.0,4.4,5.4,6.8,9.4,9.8,10.6,5.3,4.2,2.8,1.9,1.5,0.7,99.4,62.3,37.7,4.3,160508,95.5,0.7,3.8,1.0,3.04
