tract,pop_age_under5,pop_age_5to9,pop_age_10to14,pop_age_15to19,pop_age_20to24,pop_age_25to29,pop_age_30to34,pop_age_35to39,pop_age_40to44,pop_age_45to49,pop_age_50to54,pop_age_55to59,pop_age_60to64,pop_age_65to69,pop_age_70to74,pop_age_75to79,pop_age_80to84,pop_age_85plus
42003478100,6.0,4.0,4.6,5.5,7.8,14.6,6.3,7.3,8.1,3.7,3.9,6.1,8.5,6.3,3.3,1.8,0.6,1.5
42003478200,9.9,6.1,5.0,5.5,5.9,6.0,9.4,8.0,2.3,8.1,2.6,5.5,8.5,6.1,2.8,3.7,2.5,1.9
42003479000,9.1,3.5,7.9,4.2,3.3,6.4,10.0,4.9,5.3,8.7,4.7,8.5,5.4,4.8,4.8,4.9,1.6,1.9
42003480101,7.1,8.8,2.9,4.0,5.1,12.6,10.0,5.3,7.6,5.2,4.6,4.0,6.3,4.5,3.6,2.4,2.5,3.6
42003480102,5.2,5.1,2.7,5.8,4.1,6.1,8.2,5.7,4.0,5.6,7.1,4.7,8.1,14.0,4.5,3.7,1.7,3.6
42003480200,2.8,5.1,5.9,6.7,1.8,4.4,7.3,10.9,6.7,4.5,6.1,5.2,8.5,7.0,6.2,2.5,5.1,3.2
42003480300,5.9,6.7,7.3,5.4,4.2,4.5,7.8,9.1,6.5,8.2,7.8,4.6,4.8,7.1,4.0,2.4,0.7,3.0
42003480400,2.7,4.7,6.1,5.5,2.8,4.6,7.8,4.7,9.4,6.3,8.9,7.5,10.4,3.3,4.6,4.7,2.9,3.2
42003481000,3.2,4.5,12.3,10.0,5.5,5.9,6.0,8.5,8.0,6.7,6.7,3.7,7.3,4.8,3.7,1.5,1.0,1.0
42003482500,5.8,4.8,2.8,6.7,3.5,8.6,9.0,5.5,6.3,6.5,6.4,7.0,5.7,4.0,4.5,4.3,3.8,4.6
42003483800,13.8,8.8,4.3,3.1,7.5,10.7,7.4,2.7,4.4,3.1,3.6,5.2,5.1,6.0,1.9,2.9,1.9,7.7
42003484300,11.4,4.2,4.7,7.1,8.4,3.3,9.8,3.4,5.1,7.3,6.7,9.0,4.2,5.3,3.3,3.4,1.3,2.2
42003484500,7.5,2.7,4.2,2.9,3.9,5.7,3.1,7.4,5.6,3.8,5.5,16.0,9.0,5.2,4.9,8.1,1.1,3.4
42003484600,3.6,2.0,4.1,6.2,4.6,7.7,6.2,3.9,2.0,4.1,6.0,9.5,10.7,2.8,5.9,5.8,3.0,11.7
42003485000,3.7,5.8,3.6,5.4,6.5,9.7,11.1,3.7,4.6,5.4,8.5,7.3,12.0,5.0,1.8,1.4,3.5,1.2
42003486700,14.3,1.9,7.6,10.0,19.9,7.0,0.2,6.3,1.7,2.8,3.1,10.6,3.8,1.7,2.9,2.4,0.7,2.9
42003486800,7.6,10.8,7.6,10.4,1.4,5.3,11.8,3.3,5.7,5.2,5.7,7.4,5.2,4.9,1.2,2.9,1.8,1.7
42003486900,14.1,5.1,8.5,8.4,5.5,0.4,4.4,6.7,6.5,3.6,8.0,6.0,11.5,4.4,3.4,0.7,1.6,1.1
42003487000,3.7,2.7,2.9,7.2,6.6,4.8,4.4,4.1,5.0,12.6,5.5,6.6,9.1,4.7,6.0,4.8,1.8,7.5
42003488100,3.6,7.7,5.0,4.6,3.6,6.1,3.8,9.1,5.9,5.3,5.5,9.4,10.5,6.1,5.5,3.7,2.2,2.5
42003488200,8.7,10.2,8.8,5.8,4.1,3.6,9.6,6.3,6.9,4.6,4.7,5.6,5.5,3.7,1.9,3.7,2.7,3.6
42003488300,2.6,2.7,3.5,5.9,6.5,4.1,5.7,3.8,1.9,6.2,10.3,13.8,7.8,8.0,5.6,6.6,3.8,1.1
42003488400,4.6,4.2,5.8,8.6,2.7,4.6,8.1,3.8,5.9,5.7,7.9,8.7,10.6,7.6,2.9,1.9,3.6,2.7
42003488500,6.4,7.3,5.9,2.1,6.7,7.9,7.1,2.4,5.7,8.2,2.1,15.5,5.3,4.0,4.0,2.2,6.1,1.2
42003488600,4.1,2.5,11.9,6.1,3.6,8.3,3.7,3.8,3.5,5.6,11.3,6.0,10.9,7.0,4.7,2.7,1.8,2.5
42003489001,4.9,8.5,3.0,6.2,5.0,7.1,3.7,5.5,6.3,6.2,10.7,5.4,4.2,5.8,3.6,4.9,2.7,6.4
42003489002,4.3,4.4,4.0,3.6,3.8,5.0,9.1,6.0,4.0,5.7,3.6,8.1,13.3,9.2,7.8,3.8,1.4,2.8
42003490002,3.8,5.4,3.9,3.9,6.0,6.2,6.8,4.1,8.8,10.1,6.5,6.5,6.9,9.3,2.6,5.7,1.3,1.9
42003490003,7.0,5.9,6.0,3.4,3.7,8.5,4.4,8.1,5.5,5.9,8.0,8.2,6.7,5.6,6.7,3.8,2.1,0.5
42003490004,5.3,6.2,9.1,7.6,3.8,2.8,7.9,7.5,3.9,6.5,9.1,7.7,7.0,5.8,4.8,3.3,0.8,1.0
42003491101,4.8,5.3,7.8,5.9,4.6,4.8,5.1,5.5,6.4,5.3,6.2,7.7,8.5,8.7,4.1,2.6,4.0,2.9
42003491200,1.6,1.6,3.0,6.2,5.0,8.4,5.2,6.5,5.2,9.4,7.6,7.1,6.4,5.6,7.6,4.0,3.3,6.5
42003492700,8.3,4.0,10.7,3.0,6.7,7.4,11.3,3.4,1.7,5.1,3.5,12.7,7.3,4.0,3.5,2.5,1.1,3.8
42003492800,5.5,7.8,7.5,6.6,3.6,4.5,2.1,8.8,5.9,3.5,3.2,6.1,11.0,7.7,5.3,2.0,2.1,6.9
42003492900,6.5,3.9,1.5,8.0,8.5,11.8,8.3,4.4,3.8,6.1,3.0,6.0,8.9,4.5,3.4,1.4,4.2,6.0
42003494000,4.8,5.4,4.3,4.8,11.4,5.1,8.8,7.3,3.2,1.6,6.3,11.6,9.0,5.1,5.7,1.5,1.7,2.4
42003495000,3.5,2.2,2.8,7.3,3.1,4.0,9.8,4.0,2.6,9.8,6.3,12.9,9.0,6.7,4.3,5.2,3.7,2.8
42003496101,6.3,3.7,5.1,6.5,2.1,4.2,4.4,7.9,5.1,8.5,5.8,6.1,8.9,8.6,3.6,7.9,1.4,4.0
42003496102,4.0,4.0,5.1,3.8,5.7,4.8,5.3,2.6,7.2,5.2,6.0,5.9,14.3,6.9,4.7,4.4,2.9,7.1
42003496200,2.7,4.2,5.7,6.5,5.1,4.3,7.2,3.2,5.9,7.2,7.0,10.3,11.3,8.8,3.1,1.5,3.5,2.6
42003497000,7.0,2.7,1.7,4.8,5.6,9.1,4.9,2.7,5.0,8.1,6.5,12.3,8.9,7.3,8.0,1.5,1.4,2.4
42003498000,4.0,2.6,5.1,7.0,3.4,4.5,3.9,8.2,4.7,13.3,7.3,6.3,8.3,6.8,6.1,4.1,2.4,1.7
42003499300,7.1,5.2,4.5,3.2,4.2,9.9,3.8,9.2,4.9,7.7,6.7,9.9,5.1,7.5,4.3,2.8,1.7,2.4
42003499400,7.3,5.1,4.9,2.9,7.7,10.6,5.3,7.7,4.2,6.6,5.5,12.9,6.3,4.5,3.6,1.7,1.3,2.1
42003500300,6.7,3.5,5.4,3.8,2.5,14.4,7.3,6.8,2.4,6.7,7.3,6.6,6.3,4.1,5.6,3.4,5.1,2.3
42003501000,3.2,1.4,7.2,7.9,4.8,4.5,6.0,11.2,7.2,4.8,9.0,6.2,6.6,6.5,3.0,3.9,4.2,2.6
42003503002,3.3,4.9,4.1,7.3,2.6,5.3,7.0,6.0,4.8,1.2,8.0,5.3,12.2,6.6,4.6,2.6,6.9,7.5
42003504100,5.3,9.8,7.7,3.8,5.1,5.5,5.1,7.2,5.1,4.5,6.6,7.4,8.7,6.8,3.9,2.3,2.0,3.2
42003507000,1.2,7.3,2.8,4.2,2.4,4.0,2.1,3.7,3.9,12.3,7.8,8.4,15.1,10.1,3.8,4.2,2.5,4.2
42003508000,4.6,7.3,8.5,5.4,4.3,4.9,9.0,8.0,4.6,4.5,4.0,10.9,9.0,5.1,3.3,2.2,1.7,2.6
42003509400,6.9,3.0,8.3,7.1,7.6,4.2,4.0,4.2,6.4,5.9,2.8,8.2,8.0,11.2,4.7,1.6,2.4,3.4
42003510000,8.2,8.8,12.3,3.0,4.8,15.3,8.9,6.0,0.8,3.8,2.9,4.2,8.4,5.3,1.7,3.0,1.9,0.8
42003512000,2.5,1.5,9.2,4.0,8.7,8.7,4.1,5.3,6.8,7.7,1.9,4.8,8.3,7.7,9.7,4.8,2.3,2.0
42003513000,5.7,6.0,5.4,7.2,6.3,5.3,5.7,1.4,8.0,4.8,7.2,5.3,11.6,9.1,3.8,2.3,3.6,1.3
42003513800,2.0,4.7,10.0,10.0,4.4,10.8,3.7,5.0,1.8,7.1,8.0,4.6,10.2,4.8,3.3,2.7,2.7,4.1
42003514000,9.6,4.1,8.4,5.6,7.8,4.8,8.4,12.9,3.1,10.7,6.3,4.4,5.1,2.2,1.5,1.3,1.3,2.4
42003515100,4.3,4.3,5.8,4.2,5.1,12.9,4.9,6.6,5.8,4.1,8.1,6.4,9.0,3.6,8.4,5.5,1.1,0.0
42003515200,3.9,4.0,2.7,2.7,5.6,21.1,8.2,7.3,8.0,3.5,2.9,8.2,4.6,6.9,2.0,4.0,3.0,1.5
42003515300,3.1,1.8,2.9,8.2,4.9,4.7,7.7,7.3,4.2,5.6,3.7,8.1,7.0,15.9,4.7,4.8,2.7,2.5
42003515401,5.7,6.0,4.4,6.7,4.5,9.8,4.2,14.3,4.5,2.1,9.6,4.5,10.3,3.8,6.1,2.1,0.3,1.1
42003516100,4.7,2.9,2.2,2.3,3.6,16.1,15.1,7.9,4.7,6.6,6.3,5.8,6.1,7.4,4.1,2.0,0.7,1.5
42003516200,7.5,6.7,3.3,2.8,5.0,7.9,11.1,10.4,6.1,9.2,6.1,6.5,5.6,3.9,5.2,0.6,0.7,1.4
42003517000,10.4,5.8,3.8,1.8,3.9,5.5,8.7,4.4,3.4,6.9,7.1,8.8,8.9,8.1,4.6,2.0,0.9,4.8
42003518001,2.1,3.2,4.1,2.6,1.4,6.2,8.0,5.1,7.1,4.9,4.1,8.6,13.5,11.8,3.9,2.7,4.8,6.2
42003519000,11.2,5.3,4.0,2.3,0.2,4.4,8.9,7.2,3.6,7.7,4.5,7.1,8.1,10.3,4.1,4.0,4.4,2.6
42003520001,2.7,2.9,7.3,4.7,4.5,7.5,6.5,8.3,2.3,3.3,7.4,6.4,7.5,5.8,4.4,5.7,7.7,5.1
42003520002,7.3,3.4,5.8,2.3,8.7,5.3,11.1,4.1,6.8,4.9,6.5,6.2,7.0,7.2,7.2,4.1,0.8,1.3
42003521100,5.6,6.1,4.1,4.9,5.3,7.2,8.3,3.5,4.3,4.3,5.7,8.0,10.3,9.0,5.2,3.4,2.8,2.1
42003521200,2.8,5.3,5.1,4.2,4.2,7.0,7.8,6.5,9.3,8.0,8.3,5.0,6.6,5.7,5.7,2.7,1.3,4.4
42003521301,3.5,6.7,3.9,6.4,6.5,7.8,1.9,7.8,4.2,6.1,5.7,8.4,7.0,5.5,7.2,2.5,2.2,6.8
42003521302,7.3,4.5,4.5,2.8,5.7,5.5,11.6,5.5,7.3,7.8,4.7,7.2,6.1,5.7,3.5,3.4,2.5,4.4
42003521401,7.2,1.0,4.1,1.7,8.9,3.6,8.4,4.1,4.2,6.7,10.8,7.9,7.7,6.3,6.2,5.6,1.3,4.3
42003521402,3.5,6.1,8.7,4.1,2.1,4.2,6.8,5.7,8.3,5.1,7.3,7.6,8.3,11.3,5.5,2.1,1.2,2.1
42003521500,2.7,2.8,5.0,9.2,6.9,5.4,5.4,3.7,6.0,5.4,6.1,7.9,8.0,7.0,5.9,5.0,3.7,3.7
42003522000,8.1,8.2,4.4,2.7,3.0,5.6,8.5,6.4,6.4,6.8,5.8,8.8,9.6,8.1,0.9,2.1,2.0,2.9
42003523100,6.4,6.0,3.3,10.2,7.1,7.9,5.0,4.9,5.3,1.6,9.9,9.1,5.0,7.7,3.8,3.0,2.2,1.6
42003523200,10.5,4.7,6.4,3.6,6.4,11.2,8.8,2.7,3.4,4.6,7.3,8.4,5.5,8.1,3.7,2.8,0.0,1.7
42003523300,3.3,4.6,5.1,8.9,7.5,4.1,2.3,4.5,6.1,13.5,9.0,3.9,10.9,5.7,2.7,3.3,2.2,2.4
42003523400,3.0,8.5,7.7,6.5,3.0,5.8,14.1,7.1,3.6,6.7,4.0,7.0,6.6,6.0,4.1,2.8,2.1,1.4
42003523501,2.4,6.3,10.2,5.5,1.9,10.1,5.3,4.7,7.6,5.8,9.2,3.8,8.3,8.5,4.1,2.3,2.2,1.8
42003523502,5.2,3.5,3.2,1.2,5.5,10.5,3.6,2.2,8.5,5.1,6.8,13.7,6.2,4.4,11.9,0.1,3.4,4.9
42003523600,4.0,12.0,4.3,6.3,3.4,6.1,3.8,7.1,2.8,9.0,3.7,5.1,9.4,8.1,4.9,2.9,3.1,4.0
42003523701,8.5,4.5,4.2,4.8,4.2,4.2,10.2,8.0,2.8,3.5,4.6,8.4,10.1,6.8,5.0,5.7,2.9,1.6
42003523702,6.7,1.0,3.3,6.2,6.4,10.1,5.4,6.8,7.7,4.9,6.3,7.8,6.9,6.8,4.8,3.0,1.7,4.2
42003523800,5.7,4.0,6.2,3.0,2.2,8.2,6.4,6.4,4.8,5.5,6.1,6.9,6.5,6.1,4.5,6.8,2.8,7.8
42003524000,4.9,9.0,5.0,5.1,4.6,7.1,9.9,5.4,6.2,7.0,4.5,7.8,5.8,7.2,3.6,3.2,1.9,1.7
42003525100,4.0,5.9,4.3,3.6,2.5,3.1,9.0,5.2,13.0,8.4,4.4,6.0,7.0,7.7,6.8,4.0,0.4,4.6
42003525200,5.0,4.8,4.1,0.6,2.7,9.6,2.7,12.0,6.5,5.2,5.0,6.1,9.8,6.3,4.2,5.5,2.9,6.9
42003525300,4.7,7.2,4.3,7.1,2.5,7.3,5.9,7.3,4.0,7.2,9.6,7.0,5.4,5.8,4.4,3.6,2.9,3.8
42003526101,3.2,6.3,6.9,10.2,4.5,2.6,4.6,5.0,7.7,10.7,4.7,8.0,7.7,6.9,2.0,1.3,1.7,5.9
42003526102,3.8,7.7,3.7,4.9,6.3,8.5,5.4,4.8,6.3,4.2,3.9,9.6,11.0,5.3,3.8,3.6,4.2,3.1
42003526201,6.4,7.0,5.5,3.0,2.1,4.0,5.3,9.2,4.4,6.4,5.6,10.6,10.6,5.8,5.3,3.0,1.7,4.1
42003526202,5.3,8.2,8.7,4.4,2.6,6.5,7.5,6.0,4.6,4.8,9.4,9.4,6.9,2.1,5.2,1.8,2.9,3.8
42003526301,3.6,4.4,5.3,4.9,3.2,4.4,3.9,4.7,8.8,7.3,6.8,6.5,5.2,12.3,7.3,7.0,2.0,2.5
42003526302,4.8,6.4,4.9,7.1,4.2,7.0,5.4,7.9,7.4,5.7,4.0,6.1,9.3,6.8,3.4,5.9,2.1,1.5
42003550900,7.5,4.1,5.5,5.7,5.6,6.8,6.9,2.0,3.2,7.7,6.5,9.5,9.4,7.2,5.2,2.9,0.8,3.4
42003551200,1.9,3.5,10.8,7.9,1.9,5.2,2.3,9.6,5.7,7.4,7.4,13.8,6.2,6.9,2.2,2.0,2.5,2.8
42003551300,2.9,3.8,10.4,5.2,4.3,7.7,2.6,4.5,4.6,8.7,11.3,6.4,5.2,8.3,6.4,2.9,2.3,2.5
42003551900,5.5,8.8,5.7,2.6,5.5,1.5,11.9,1.4,6.8,4.9,11.3,8.8,7.5,7.9,3.3,1.9,1.1,3.6
42003552000,7.7,1.7,2.6,6.5,7.5,5.7,8.4,7.5,3.1,5.1,5.8,8.0,10.6,3.2,5.7,0.0,1.8,9.4
42003552100,3.0,13.2,3.9,8.0,2.9,3.2,7.9,1.2,3.7,2.9,7.5,6.5,2.8,3.4,10.1,3.6,5.5,10.8
42003552200,9.3,2.8,3.5,0.8,6.2,8.1,4.4,6.8,4.1,3.6,8.3,4.8,11.6,4.5,8.2,2.4,3.2,7.4
42003552300,10.3,6.9,8.2,2.9,5.1,7.9,7.6,3.0,7.3,8.1,7.3,6.7,2.1,4.0,3.2,4.9,1.8,2.5
42003552400,6.4,9.5,6.0,9.0,4.1,5.3,9.4,5.0,5.1,6.0,4.1,6.9,6.3,4.7,3.5,2.2,2.0,4.5
42003560400,5.9,0.7,1.5,1.1,14.2,15.7,12.4,7.9,4.7,8.8,4.4,8.3,2.6,2.2,4.1,2.1,1.9,1.4
42003560500,4.7,1.0,2.2,0.7,5.1,13.4,26.1,9.1,8.0,6.0,6.2,3.7,3.7,4.0,2.9,1.3,0.0,1.8
42003561400,1.5,2.8,6.2,4.1,3.0,2.8,7.9,6.0,3.0,3.2,4.5,12.0,11.4,11.9,8.3,7.0,3.0,1.4
42003561500,0.7,8.1,3.6,5.5,5.8,7.3,7.0,1.2,5.0,5.1,5.4,3.7,12.0,7.9,5.0,9.4,4.3,3.3
42003561900,16.8,5.4,3.0,8.5,7.0,7.1,3.5,2.3,0.1,6.5,3.0,3.5,7.6,11.6,3.9,1.2,1.3,7.7
42003562000,1.4,0.0,0.0,3.3,36.1,23.4,6.8,1.1,0.6,0.9,2.2,3.7,6.1,1.8,3.3,2.3,1.9,5.2
42003562300,4.3,3.6,1.8,2.4,8.3,3.6,10.3,1.8,2.1,5.3,8.7,10.1,7.1,10.0,6.3,4.2,3.5,6.6
42003562400,6.0,6.2,16.5,3.6,4.6,5.0,10.3,6.2,5.1,4.3,8.6,4.4,5.7,3.6,2.5,4.7,2.4,0.3
42003562500,7.3,7.5,9.0,5.6,9.7,8.0,7.1,4.9,3.7,6.7,4.1,6.3,6.1,4.8,4.5,2.9,1.2,0.7
42003562600,6.1,8.5,7.4,5.5,4.2,4.3,7.9,6.5,9.0,4.6,11.8,6.6,6.9,4.3,1.4,1.3,1.1,2.6
42003562700,4.8,1.2,1.2,1.8,18.4,27.4,12.6,3.6,3.8,4.7,3.4,2.5,2.4,3.8,3.7,1.8,1.5,1.3
42003562800,5.4,5.5,0.8,2.8,3.9,7.3,10.5,5.8,7.8,3.2,9.3,8.0,5.8,9.9,3.8,5.4,2.0,2.9
42003562901,13.3,13.3,1.5,2.7,5.9,10.5,8.6,5.4,8.4,8.2,3.3,0.8,2.8,6.3,1.6,3.1,3.1,1.1
42003563000,7.5,4.8,0.7,3.9,10.5,12.4,9.9,8.2,6.4,5.4,2.8,8.7,4.8,3.9,3.1,2.9,2.3,2.0
42003563100,8.0,6.2,3.9,4.1,3.4,6.4,9.8,10.9,6.4,4.7,9.4,6.0,7.3,3.8,4.8,2.2,1.5,1.0
42003563201,0.0,0.0,0.0,0.0,3.8,36.5,14.6,3.1,3.1,0.0,7.3,0.0,24.7,0.0,0.0,0.0,0.0,6.9
42003563202,4.1,0.6,0.6,0.8,5.9,11.3,10.7,10.5,7.4,2.9,8.3,15.0,7.2,6.2,2.8,3.3,1.4,1.0
42003563300,3.3,5.1,9.0,6.1,1.6,2.0,1.5,3.2,6.6,6.5,7.7,11.5,10.6,8.0,8.4,5.1,1.6,2.4
42003563800,4.4,4.4,4.7,3.3,2.6,2.6,3.6,4.1,3.5,5.8,5.0,6.7,6.7,7.2,6.3,5.6,8.4,15.1
42003563900,6.2,5.3,4.2,2.9,8.1,6.5,10.9,6.9,4.7,7.6,3.0,8.2,9.0,5.2,5.1,3.5,0.3,2.4
42003564000,10.5,7.4,5.7,5.2,4.7,5.3,6.0,9.5,8.3,6.7,5.6,7.8,5.6,5.4,1.4,1.6,2.2,1.1
42003564100,4.5,5.6,6.7,5.4,1.5,2.3,4.4,5.5,6.4,3.8,5.6,8.0,8.6,8.4,5.9,3.4,3.7,10.3
42003564200,2.0,4.2,4.7,5.2,1.9,8.0,6.5,3.3,2.5,2.9,6.6,9.6,10.8,12.2,6.2,7.6,1.2,4.5
42003564400,2.8,3.7,5.1,6.2,3.2,4.8,7.2,5.4,4.4,8.2,8.9,6.9,6.1,8.9,7.5,3.8,2.5,4.5
42003564500,7.6,3.7,5.1,8.6,6.3,3.6,7.8,6.8,7.9,4.7,9.0,7.3,5.5,5.7,3.7,2.8,2.0,1.8
42003564700,8.5,5.1,9.4,3.3,8.5,11.9,8.1,5.1,4.1,7.3,5.0,6.5,6.3,4.0,2.5,0.8,1.1,2.4
42003564800,4.2,8.9,11.6,5.7,8.4,2.1,6.8,4.8,0.4,3.3,5.5,5.4,8.7,6.9,3.8,9.2,3.2,1.1
42003565100,6.0,6.2,3.7,2.3,3.3,12.7,14.6,6.4,5.9,5.0,6.2,5.3,8.8,3.9,3.5,3.8,0.4,1.9
42003565200,4.6,5.6,4.3,2.4,9.1,12.5,15.6,5.7,3.6,3.9,8.3,7.5,4.4,6.1,2.1,2.3,1.1,0.7
42003565300,10.7,3.3,7.2,2.9,0.4,2.5,16.3,2.9,9.2,5.7,5.8,5.9,12.1,5.4,3.6,3.3,0.8,1.9
42003980000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42003980100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42003980300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42003980400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42003980500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,21.7,17.4,39.1,0.0,0.0,0.0
42003980600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.1,42.9,0.0,0.0,0.0,0.0,0.0
42003980700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42003980800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42003980900,0.0,0.0,0.0,0.0,8.1,24.7,18.6,19.6,6.6,12.5,5.5,1.7,0.3,1.2,1.1,0.0,0.0,0.0
42003981000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42003981100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42003981200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42003981800,0.0,0.5,0.7,27.9,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.4,13.1,7.1,9.2,23.5
42003982200,0.0,0.0,0.0,77.2,22.1,0.3,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0
