PARID,Address,Lat,Lon
0751C00055000000,1954 AMATO DR NORTH VERSAILLES PA 15137,40.3641442,-79.7748758
0514E00060000000,100 BEAR RUN DR PITTSBURGH PA 15237,40.5489976,-80.0806338
0514A00312000000,100 BEAR RUN DR PITTSBURGH PA 15237,40.5489976,-80.0806338
1658E00005000000,501 CHRISTOPHER WREN DR WEXFORD PA 15090,40.6328995,-80.064335
0534A00050000000,1333 HUNTER RD VERONA PA 15147,40.50926323,-79.81182728
0351P00379000000,100 15TH ST PITTSBURGH PA 15229,40.449153,-79.9898772
0355K00258000000,1616 MOUNT ROYAL BLVD GLENSHAW PA 15116,40.5325303,-79.9680105
1106J00080000000,200 ELLIOTT RD MONROEVILLE PA 15146,40.4367457,-79.73067531
0050P00163000000,261 S WINEBIDDLE ST PITTSBURGH PA 15224,40.46320162,-79.94299178
1512M00280000000,40 MCKRELL RD RUSSELLTON PA 15076,40.621774,-79.835324
0011D00300000000,3061 TERRACE ST PITTSBURGH PA 15213,40.44012596,-79.96809675
0011C00210000000,111 HYMAN PL PITTSBURGH PA 15213,40.441154,-79.9701933
0022S00172000000,840 W NORTH AVE PITTSBURGH PA 15233,40.45380821,-80.01606622
0355P00108000000,1415 MOUNT ROYAL BLVD GLENSHAW PA 15116,40.5325303,-79.9680105
0011D00207000000,400 OAK HILL DR PITTSBURGH PA 15213,40.441764,-79.969863
0027H00174000000,135 N CRAIG ST PITTSBURGH PA 15213,40.4481145,-79.950088
0028L00371000000,3430 BATES ST PITTSBURGH PA 15213,40.43602558,-79.95594766
0011M00066000000,0 BEELEN ST PITTSBURGH PA 15213,40.4377824,-79.9716883
0857L00100000000,860 MACBETH DR MONROEVILLE PA 15146,40.42629335,-79.75657048
0160A00140000000,841 CALIFORNIA AVE PITTSBURGH PA 15202,40.45943959,-80.01853905
0130C00050000000,529 E WATERFRONT DR HOMESTEAD PA 15120,40.41383745,-79.90606696
0457L00062000000,1800 PATRICIA LN NORTH VERSAILLES PA 15137,40.388982,-79.818933
0051P00300000000,1 BAYARD RD PITTSBURGH PA 15213,40.452913,-79.942468
0159G00015000000,707 OHIO RIVER BLVD PITTSBURGH PA 15202,40.4830892,-80.0488752
0744B00055000000,1000 BELMONT BLVD MONROEVILLE PA 15146,40.4325614,-79.7790456
0567C00164000000,5388 MAIN ST BETHEL PARK PA 15102,40.32458585,-80.03755843
