"Column Name","Label"
"DP04_0086PM","Percent Margin of Error!!VALUE!!$500,000 to $999,999"
"DP04_0087E","Estimate!!VALUE!!$1,000,000 or more"
"DP04_0087M","Margin of Error!!VALUE!!$1,000,000 or more"
"DP04_0087PE","Percent!!VALUE!!$1,000,000 or more"
"DP04_0087PM","Percent Margin of Error!!VALUE!!$1,000,000 or more"
"DP04_0088E","Estimate!!VALUE!!Median (dollars)"
"DP04_0088M","Margin of Error!!VALUE!!Median (dollars)"
"DP04_0088PE","Percent!!VALUE!!Median (dollars)"
"DP04_0088PM","Percent Margin of Error!!VALUE!!Median (dollars)"
"DP04_0089E","Estimate!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0089M","Margin of Error!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0089PE","Percent!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0089PM","Percent Margin of Error!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0090E","Estimate!!MORTGAGE STATUS!!Housing units with a mortgage"
"DP04_0090M","Margin of Error!!MORTGAGE STATUS!!Housing units with a mortgage"
"DP04_0090PE","Percent!!MORTGAGE STATUS!!Housing units with a mortgage"
"DP04_0090PM","Percent Margin of Error!!MORTGAGE STATUS!!Housing units with a mortgage"
"DP04_0091E","Estimate!!MORTGAGE STATUS!!Housing units without a mortgage"
"DP04_0091M","Margin of Error!!MORTGAGE STATUS!!Housing units without a mortgage"
"DP04_0091PE","Percent!!MORTGAGE STATUS!!Housing units without a mortgage"
"DP04_0091PM","Percent Margin of Error!!MORTGAGE STATUS!!Housing units without a mortgage"
"DP04_0092E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0092M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0092PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0092PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0093E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $300"
"DP04_0093M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $300"
"DP04_0093PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $300"
"DP04_0093PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $300"
"DP04_0094E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $499"
"DP04_0094M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $499"
"DP04_0094PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $499"
"DP04_0094PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $499"
"DP04_0095E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$500 to $699"
"DP04_0095M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$500 to $699"
"DP04_0095PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$500 to $699"
"DP04_0095PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$500 to $699"
"DP04_0096E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$700 to $999"
"DP04_0096M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$700 to $999"
"DP04_0096PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$700 to $999"
"DP04_0096PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$700 to $999"
"DP04_0097E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,000 to $1,499"
"DP04_0097M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,000 to $1,499"
"DP04_0097PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,000 to $1,499"
"DP04_0097PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,000 to $1,499"
"DP04_0098E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,500 to $1,999"
"DP04_0098M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,500 to $1,999"
"DP04_0098PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,500 to $1,999"
"DP04_0098PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,500 to $1,999"
"DP04_0099E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$2,000 or more"
"DP04_0099M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$2,000 or more"
"DP04_0099PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$2,000 or more"
"DP04_0099PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$2,000 or more"
"DP04_0100E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)"
"DP04_0100M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)"
"DP04_0100PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)"
"DP04_0100PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)"
"DP04_0101E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage"
"DP04_0101M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage"
"DP04_0101PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage"
"DP04_0101PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage"
"DP04_0102E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $100"
"DP04_0102M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $100"
"DP04_0102PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $100"
"DP04_0102PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $100"
"DP04_0103E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$100 to $199"
"DP04_0103M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$100 to $199"
"DP04_0103PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$100 to $199"
"DP04_0103PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$100 to $199"
"DP04_0104E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$200 to $299"
"DP04_0104M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$200 to $299"
"DP04_0104PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$200 to $299"
"DP04_0104PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$200 to $299"
"DP04_0105E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $399"
"DP04_0105M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $399"
"DP04_0105PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $399"
"DP04_0105PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $399"
"DP04_0106E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$400 or more"
"DP04_0106M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$400 or more"
"DP04_0106PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$400 or more"
"DP04_0106PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$400 or more"
"DP04_0107E","Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)"
"DP04_0107M","Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)"
"DP04_0107PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)"
"DP04_0107PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars)"
"DP04_0108E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0108M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0108PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0108PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0109E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 20.0 percent"
"DP04_0109M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 20.0 percent"
"DP04_0109PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 20.0 percent"
"DP04_0109PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 20.0 percent"
"DP04_0110E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent"
"DP04_0110M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent"
"DP04_0110PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent"
"DP04_0110PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent"
"DP04_0111E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent"
"DP04_0111M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent"
"DP04_0111PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent"
"DP04_0111PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent"
"DP04_0112E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent"
"DP04_0112M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent"
"DP04_0112PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent"
"DP04_0112PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent"
"DP04_0113E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more"
"DP04_0113M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more"
"DP04_0113PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more"
"DP04_0113PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more"
"DP04_0114E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed"
"DP04_0114M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed"
"DP04_0114PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed"
"DP04_0114PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed"
"DP04_0115E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0115M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0115PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0115PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)"
"DP04_0116E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 10.0 percent"
"DP04_0116M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 10.0 percent"
"DP04_0116PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 10.0 percent"
"DP04_0116PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 10.0 percent"
"DP04_0117E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!10.0 to 14.9 percent"
"DP04_0117M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!10.0 to 14.9 percent"
"DP04_0117PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!10.0 to 14.9 percent"
"DP04_0117PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!10.0 to 14.9 percent"
"DP04_0118E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!15.0 to 19.9 percent"
"DP04_0118M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!15.0 to 19.9 percent"
"DP04_0118PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!15.0 to 19.9 percent"
"DP04_0118PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!15.0 to 19.9 percent"
"DP04_0119E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent"
"DP04_0119M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent"
"DP04_0119PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent"
"DP04_0119PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent"
"DP04_0120E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent"
"DP04_0120M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent"
"DP04_0120PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent"
"DP04_0120PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent"
"DP04_0121E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent"
"DP04_0121M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent"
"DP04_0121PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent"
"DP04_0121PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent"
"DP04_0122E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more"
"DP04_0122M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more"
"DP04_0122PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more"
"DP04_0122PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more"
"DP04_0123E","Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed"
"DP04_0123M","Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed"
"DP04_0123PE","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed"
"DP04_0123PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed"
"DP04_0124E","Estimate!!GROSS RENT!!Occupied units paying rent"
"DP04_0124M","Margin of Error!!GROSS RENT!!Occupied units paying rent"
"DP04_0124PE","Percent!!GROSS RENT!!Occupied units paying rent"
"DP04_0124PM","Percent Margin of Error!!GROSS RENT!!Occupied units paying rent"
"DP04_0125E","Estimate!!GROSS RENT!!Less than $200"
"DP04_0125M","Margin of Error!!GROSS RENT!!Less than $200"
"DP04_0125PE","Percent!!GROSS RENT!!Less than $200"
"DP04_0125PM","Percent Margin of Error!!GROSS RENT!!Less than $200"
"DP04_0126E","Estimate!!GROSS RENT!!$200 to $299"
"DP04_0126M","Margin of Error!!GROSS RENT!!$200 to $299"
"DP04_0126PE","Percent!!GROSS RENT!!$200 to $299"
"DP04_0126PM","Percent Margin of Error!!GROSS RENT!!$200 to $299"
"DP04_0127E","Estimate!!GROSS RENT!!$300 to $499"
"DP04_0127M","Margin of Error!!GROSS RENT!!$300 to $499"
"DP04_0127PE","Percent!!GROSS RENT!!$300 to $499"
"DP04_0127PM","Percent Margin of Error!!GROSS RENT!!$300 to $499"
"DP04_0128E","Estimate!!GROSS RENT!!$500 to $749"
"DP04_0128M","Margin of Error!!GROSS RENT!!$500 to $749"
"DP04_0128PE","Percent!!GROSS RENT!!$500 to $749"
"DP04_0128PM","Percent Margin of Error!!GROSS RENT!!$500 to $749"
"DP04_0129E","Estimate!!GROSS RENT!!$750 to $999"
"DP04_0129M","Margin of Error!!GROSS RENT!!$750 to $999"
"DP04_0129PE","Percent!!GROSS RENT!!$750 to $999"
"DP04_0129PM","Percent Margin of Error!!GROSS RENT!!$750 to $999"
"DP04_0130E","Estimate!!GROSS RENT!!$1,000 to $1,499"
"DP04_0130M","Margin of Error!!GROSS RENT!!$1,000 to $1,499"
"DP04_0130PE","Percent!!GROSS RENT!!$1,000 to $1,499"
"DP04_0130PM","Percent Margin of Error!!GROSS RENT!!$1,000 to $1,499"
"DP04_0131E","Estimate!!GROSS RENT!!$1,500 or more"
"DP04_0131M","Margin of Error!!GROSS RENT!!$1,500 or more"
"DP04_0131PE","Percent!!GROSS RENT!!$1,500 or more"
"DP04_0131PM","Percent Margin of Error!!GROSS RENT!!$1,500 or more"
"DP04_0132E","Estimate!!GROSS RENT!!Median (dollars)"
"DP04_0132M","Margin of Error!!GROSS RENT!!Median (dollars)"
"DP04_0132PE","Percent!!GROSS RENT!!Median (dollars)"
"DP04_0132PM","Percent Margin of Error!!GROSS RENT!!Median (dollars)"
"DP04_0133E","Estimate!!GROSS RENT!!No rent paid"
"DP04_0133M","Margin of Error!!GROSS RENT!!No rent paid"
"DP04_0133PE","Percent!!GROSS RENT!!No rent paid"
"DP04_0133PM","Percent Margin of Error!!GROSS RENT!!No rent paid"
"DP04_0134E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)"
"DP04_0134M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)"
"DP04_0134PE","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)"
"DP04_0134PM","Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)"
"DP04_0135E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Less than 15.0 percent"
"DP04_0135M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Less than 15.0 percent"
"DP04_0135PE","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Less than 15.0 percent"
"DP04_0135PM","Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Less than 15.0 percent"
"DP04_0136E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!15.0 to 19.9 percent"
"DP04_0136M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!15.0 to 19.9 percent"
"DP04_0136PE","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!15.0 to 19.9 percent"
"DP04_0136PM","Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!15.0 to 19.9 percent"
"DP04_0137E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!20.0 to 24.9 percent"
"DP04_0137M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!20.0 to 24.9 percent"
"DP04_0137PE","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!20.0 to 24.9 percent"
"DP04_0137PM","Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!20.0 to 24.9 percent"
"DP04_0138E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!25.0 to 29.9 percent"
"DP04_0138M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!25.0 to 29.9 percent"
"DP04_0138PE","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!25.0 to 29.9 percent"
"DP04_0138PM","Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!25.0 to 29.9 percent"
"DP04_0139E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!30.0 to 34.9 percent"
"DP04_0139M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!30.0 to 34.9 percent"
"DP04_0139PE","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!30.0 to 34.9 percent"
"DP04_0139PM","Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!30.0 to 34.9 percent"
"DP04_0140E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!35.0 percent or more"
"DP04_0140M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!35.0 percent or more"
"DP04_0140PE","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!35.0 percent or more"
"DP04_0140PM","Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!35.0 percent or more"
"DP04_0141E","Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
"DP04_0141M","Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
"DP04_0141PE","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
"DP04_0141PM","Percent Margin of Error!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed"
