_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
265,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2017-02-01,201702,SAT.,1571.25,4
266,67,067,67 - MONROEVILLE,East Liberty,Bus,2017-02-01,201702,SAT.,897.75,4
267,68,068,,,Bus,2017-02-01,201702,SAT.,383.25,4
268,69,069,69 - TRAFFORD,East Liberty,Bus,2017-02-01,201702,SAT.,373.5,4
269,71A,071A,71A - NEGLEY,East Liberty,Bus,2017-02-01,201702,SAT.,2935.75,4
270,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-02-01,201702,SAT.,2524.75,4
271,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-02-01,201702,SAT.,3369.75,4
272,71D,071D,71D - HAMILTON,East Liberty,Bus,2017-02-01,201702,SAT.,2257.25,4
273,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-02-01,201702,SAT.,457.5,4
274,75,075,75 - ELLSWORTH,East Liberty,Bus,2017-02-01,201702,SAT.,1974.5,4
275,77,077,77 - PENN HILLS,East Liberty,Bus,2017-02-01,201702,SAT.,1057.25,4
276,79,079,79 - EAST HILLS,East Liberty,Bus,2017-02-01,201702,SAT.,662.5,4
277,81,081,81 - OAK HILL,West Mifflin,Bus,2017-02-01,201702,SAT.,874,4
278,82,082,82 - LINCOLN,East Liberty,Bus,2017-02-01,201702,SAT.,2662.75,4
279,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-02-01,201702,SAT.,1320.75,4
280,86,086,86 - LIBERTY,East Liberty,Bus,2017-02-01,201702,SAT.,2665.25,4
281,87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-02-01,201702,SAT.,584,4
282,88,088,88 - PENN,East Liberty,Bus,2017-02-01,201702,SAT.,1806,4
283,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-02-01,201702,SAT.,126.75,4
284,91,091,91 - BUTLER STREET,Ross,Bus,2017-02-01,201702,SAT.,1937.25,4
285,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-02-01,201702,SAT.,1063.5,4
286,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-02-01,201702,SAT.,4455.5,4
287,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-02-01,201702,SAT.,799,4
288,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-02-01,201702,SAT.,426.25,4
289,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-02-01,201702,SAT.,621.75,4
290,1,001,1 - FREEPORT ROAD,Ross,Bus,2017-02-01,201702,SUN.,883.75,4
291,6,006,6 - SPRING HILL,Ross,Bus,2017-02-01,201702,SUN.,506.5,4
292,8,008,8 - PERRYSVILLE,Ross,Bus,2017-02-01,201702,SUN.,1013,4
293,11,011,11 - FINEVIEW,Ross,Bus,2017-02-01,201702,SUN.,139.25,4
294,12,012,12 - MCKNIGHT,Ross,Bus,2017-02-01,201702,SUN.,724,4
295,13,013,13 - BELLEVUE,Ross,Bus,2017-02-01,201702,SUN.,838,4
296,14,014,14 - OHIO VALLEY,Ross,Bus,2017-02-01,201702,SUN.,345.25,4
297,15,015,15 - CHARLES,Ross,Bus,2017-02-01,201702,SUN.,468,4
298,16,016,16 - BRIGHTON,Ross,Bus,2017-02-01,201702,SUN.,1478.5,4
299,17,017,17 - SHADELAND,Ross,Bus,2017-02-01,201702,SUN.,408.5,4
300,21,021,21 - CORAOPOLIS,Collier,Bus,2017-02-01,201702,SUN.,336.25,4
301,24,024,24 - WEST PARK,Collier,Bus,2017-02-01,201702,SUN.,886.5,4
302,26,026,26 - CHARTIERS,Collier,Bus,2017-02-01,201702,SUN.,322.5,4
303,27,027,27 - FAIRYWOOD,Collier,Bus,2017-02-01,201702,SUN.,474.25,4
304,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-02-01,201702,SUN.,1119.25,4
305,31,031,31 - BRIDGEVILLE,Collier,Bus,2017-02-01,201702,SUN.,592.25,4
306,38,038,38 - GREEN TREE,Collier,Bus,2017-02-01,201702,SUN.,144,4
307,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2017-02-01,201702,SUN.,173.25,4
308,41,041,41 - BOWER HILL,Collier,Bus,2017-02-01,201702,SUN.,310.25,4
309,43,043,43 - BAILEY,Collier,Bus,2017-02-01,201702,SUN.,251,4
310,44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-02-01,201702,SUN.,221.75,4
311,48,048,48 - ARLINGTON,Collier,Bus,2017-02-01,201702,SUN.,1141.25,4
312,51,051,51 - CARRICK,West Mifflin,Bus,2017-02-01,201702,SUN.,3147,4
313,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-02-01,201702,SUN.,1156.5,4
314,55,055,55 - GLASSPORT,West Mifflin,Bus,2017-02-01,201702,SUN.,464,4
315,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-02-01,201702,SUN.,504.25,4
316,57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-02-01,201702,SUN.,647.5,4
317,58,058,58 - GREENFIELD,East Liberty,Bus,2017-02-01,201702,SUN.,184.75,4
318,59,059,59 - MON VALLEY,West Mifflin,Bus,2017-02-01,201702,SUN.,1228.75,4
319,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-02-01,201702,SUN.,2313.5,4
320,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-02-01,201702,SUN.,1929.75,4
321,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-02-01,201702,SUN.,3218.25,4
322,61D,061D,61D - MURRAY,West Mifflin,Bus,2017-02-01,201702,SUN.,2585.25,4
323,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2017-02-01,201702,SUN.,958.75,4
324,67,067,67 - MONROEVILLE,East Liberty,Bus,2017-02-01,201702,SUN.,605.75,4
325,68,068,,,Bus,2017-02-01,201702,SUN.,242,4
326,69,069,69 - TRAFFORD,East Liberty,Bus,2017-02-01,201702,SUN.,244.25,4
327,71A,071A,71A - NEGLEY,East Liberty,Bus,2017-02-01,201702,SUN.,1986.25,4
328,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-02-01,201702,SUN.,1340.75,4
329,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-02-01,201702,SUN.,1970.25,4
330,71D,071D,71D - HAMILTON,East Liberty,Bus,2017-02-01,201702,SUN.,1522,4
331,75,075,75 - ELLSWORTH,East Liberty,Bus,2017-02-01,201702,SUN.,1258.75,4
332,77,077,77 - PENN HILLS,East Liberty,Bus,2017-02-01,201702,SUN.,687,4
333,79,079,79 - EAST HILLS,East Liberty,Bus,2017-02-01,201702,SUN.,356.75,4
334,81,081,81 - OAK HILL,West Mifflin,Bus,2017-02-01,201702,SUN.,559.5,4
335,82,082,82 - LINCOLN,East Liberty,Bus,2017-02-01,201702,SUN.,1772.75,4
336,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-02-01,201702,SUN.,826.25,4
337,86,086,86 - LIBERTY,East Liberty,Bus,2017-02-01,201702,SUN.,1720.5,4
338,87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-02-01,201702,SUN.,253.75,4
339,88,088,88 - PENN,East Liberty,Bus,2017-02-01,201702,SUN.,1247.25,4
340,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-02-01,201702,SUN.,130.5,4
341,91,091,91 - BUTLER STREET,Ross,Bus,2017-02-01,201702,SUN.,1174.25,4
342,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-02-01,201702,SUN.,588.5,4
343,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-02-01,201702,SUN.,3180.5,4
344,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-02-01,201702,SUN.,593,4
345,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-02-01,201702,SUN.,362.75,4
346,1,001,1 - FREEPORT ROAD,Ross,Bus,2017-02-01,201702,WEEKDAY,1638,20
347,2,002,2 - MOUNT ROYAL,Ross,Bus,2017-02-01,201702,WEEKDAY,1037.75,20
348,4,004,4 - TROY HILL,Ross,Bus,2017-02-01,201702,WEEKDAY,702.2,20
349,6,006,6 - SPRING HILL,Ross,Bus,2017-02-01,201702,WEEKDAY,1241.1,20
350,7,007,7 - SPRING GARDEN,Ross,Bus,2017-02-01,201702,WEEKDAY,135.8,20
351,8,008,8 - PERRYSVILLE,Ross,Bus,2017-02-01,201702,WEEKDAY,3379.6,20
352,11,011,11 - FINEVIEW,Ross,Bus,2017-02-01,201702,WEEKDAY,534.25,20
353,12,012,12 - MCKNIGHT,Ross,Bus,2017-02-01,201702,WEEKDAY,935.2,20
354,13,013,13 - BELLEVUE,Ross,Bus,2017-02-01,201702,WEEKDAY,2153.25,20
355,14,014,14 - OHIO VALLEY,Ross,Bus,2017-02-01,201702,WEEKDAY,1232.9,20
356,15,015,15 - CHARLES,Ross,Bus,2017-02-01,201702,WEEKDAY,1097.45,20
357,16,016,16 - BRIGHTON,Ross,Bus,2017-02-01,201702,WEEKDAY,3971.35,20
358,17,017,17 - SHADELAND,Ross,Bus,2017-02-01,201702,WEEKDAY,1203.9,20
359,18,018,18 - MANCHESTER,Ross,Bus,2017-02-01,201702,WEEKDAY,103.9,20
360,19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2017-02-01,201702,WEEKDAY,658.05,20
361,20,020,20 - KENNEDY,Collier,Bus,2017-02-01,201702,WEEKDAY,589.95,20
362,21,021,21 - CORAOPOLIS,Collier,Bus,2017-02-01,201702,WEEKDAY,1260.65,20
363,22,022,22 - MCCOY,Collier,Bus,2017-02-01,201702,WEEKDAY,801.25,20
364,24,024,24 - WEST PARK,Collier,Bus,2017-02-01,201702,WEEKDAY,1647.65,20
365,26,026,26 - CHARTIERS,Collier,Bus,2017-02-01,201702,WEEKDAY,1028.25,20
366,27,027,27 - FAIRYWOOD,Collier,Bus,2017-02-01,201702,WEEKDAY,1179.8,20
367,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1691.9,20
368,29,029,29 - ROBINSON,Collier,Bus,2017-02-01,201702,WEEKDAY,871.75,20
369,31,031,31 - BRIDGEVILLE,Collier,Bus,2017-02-01,201702,WEEKDAY,1605.75,20
370,36,036,36 - BANKSVILLE,Collier,Bus,2017-02-01,201702,WEEKDAY,574.6,20
371,38,038,38 - GREEN TREE,Collier,Bus,2017-02-01,201702,WEEKDAY,2493.85,20
372,39,039,39 - BROOKLINE,Collier,Bus,2017-02-01,201702,WEEKDAY,1547.2,20
373,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2017-02-01,201702,WEEKDAY,601.65,20
374,41,041,41 - BOWER HILL,Collier,Bus,2017-02-01,201702,WEEKDAY,1784.75,20
375,43,043,43 - BAILEY,Collier,Bus,2017-02-01,201702,WEEKDAY,735.55,20
376,44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-02-01,201702,WEEKDAY,1059.95,20
377,48,048,48 - ARLINGTON,Collier,Bus,2017-02-01,201702,WEEKDAY,3111.35,20
378,51,051,51 - CARRICK,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,7996.8,20
379,51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,740.1,20
380,52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,433.1,20
381,53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1373.35,20
382,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-02-01,201702,WEEKDAY,4074,20
383,55,055,55 - GLASSPORT,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,901.4,20
384,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1714.9,20
385,57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1272.75,20
386,58,058,58 - GREENFIELD,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1228.5,20
387,59,059,59 - MON VALLEY,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1949.65,20
388,60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,514.75,20
389,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,5078.95,20
390,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,4687.7,20
391,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,6589.4,20
392,61D,061D,61D - MURRAY,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,5781.8,20
393,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1602.4,20
394,65,065,65 - SQUIRREL HILL,East Liberty,Bus,2017-02-01,201702,WEEKDAY,428.45,20
395,67,067,67 - MONROEVILLE,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2269.3,20
396,68,068,,,Bus,2017-02-01,201702,WEEKDAY,283.35,20
397,69,069,69 - TRAFFORD,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1810.8,20
398,71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,91.65,20
399,71A,071A,71A - NEGLEY,East Liberty,Bus,2017-02-01,201702,WEEKDAY,6214.45,20
400,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-02-01,201702,WEEKDAY,5171.45,20
401,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-02-01,201702,WEEKDAY,6082.5,20
402,71D,071D,71D - HAMILTON,East Liberty,Bus,2017-02-01,201702,WEEKDAY,4987.15,20
403,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1002.6,20
404,75,075,75 - ELLSWORTH,East Liberty,Bus,2017-02-01,201702,WEEKDAY,3259.45,20
405,77,077,77 - PENN HILLS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2325.05,20
406,78,078,,,Bus,2017-02-01,201702,WEEKDAY,123.3,20
407,79,079,79 - EAST HILLS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1013.55,20
408,81,081,81 - OAK HILL,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1704.55,20
409,82,082,82 - LINCOLN,East Liberty,Bus,2017-02-01,201702,WEEKDAY,4010.45,20
410,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,2367.5,20
411,86,086,86 - LIBERTY,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2908.15,20
412,87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2857,20
413,88,088,88 - PENN,East Liberty,Bus,2017-02-01,201702,WEEKDAY,3192,20
414,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,399.8,20
415,91,091,91 - BUTLER STREET,Ross,Bus,2017-02-01,201702,WEEKDAY,4416.85,20
416,93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1794.15,20
417,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-02-01,201702,WEEKDAY,3854.55,20
418,G3,G3,G3 - MOON FLYER,Collier,Bus,2017-02-01,201702,WEEKDAY,963.95,20
419,G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2017-02-01,201702,WEEKDAY,643.15,20
420,O1,O1,O1 - ROSS FLYER,Ross,Bus,2017-02-01,201702,WEEKDAY,1241.95,20
421,O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2017-02-01,201702,WEEKDAY,1440.45,20
422,O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2017-02-01,201702,WEEKDAY,119.1,20
423,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,10030.1,20
424,P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,717.2,20
425,P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1187.6,20
426,P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2017-02-01,201702,WEEKDAY,273.25,20
427,P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1002.75,20
428,P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,389.4,20
429,P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1538.25,20
430,P3,P3,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2992.6,20
431,P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,454.2,20
432,P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,891,20
433,P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,263.1,20
434,P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,746.5,20
435,P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,672.6,20
436,P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1084.9,20
437,P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,990.7,20
438,Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,766.4,20
439,Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,308.25,20
440,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1762.5,20
441,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1052.45,20
442,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1290.55,20
443,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-02-01,201702,SAT.,1749,4
444,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-02-01,201702,SAT.,1116,4
445,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2017-02-01,201702,SAT.,5488.25,4
446,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-02-01,201702,SUN.,851,4
447,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-02-01,201702,SUN.,650,4
448,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2017-02-01,201702,SUN.,3068,4
449,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-02-01,201702,WEEKDAY,6478,20
450,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-02-01,201702,WEEKDAY,8963,20
451,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2017-02-01,201702,WEEKDAY,10363.7,20
452,MI,000,MONONGAHELA INCLINE,Incline,Incline,2017-02-01,201702,SAT.,2475.5,4
453,MI,000,MONONGAHELA INCLINE,Incline,Incline,2017-02-01,201702,SUN.,1434,4
454,MI,000,MONONGAHELA INCLINE,Incline,Incline,2017-02-01,201702,WEEKDAY,960.5,20
455,1,001,1 - FREEPORT ROAD,Ross,Bus,2017-03-01,201703,SAT.,1178.25,4
456,4,004,4 - TROY HILL,Ross,Bus,2017-03-01,201703,SAT.,226.5,4
457,6,006,6 - SPRING HILL,Ross,Bus,2017-03-01,201703,SAT.,511,4
458,8,008,8 - PERRYSVILLE,Ross,Bus,2017-03-01,201703,SAT.,1601,4
459,11,011,11 - FINEVIEW,Ross,Bus,2017-03-01,201703,SAT.,215,4
460,12,012,12 - MCKNIGHT,Ross,Bus,2017-03-01,201703,SAT.,1038,4
461,13,013,13 - BELLEVUE,Ross,Bus,2017-03-01,201703,SAT.,1344.5,4
462,14,014,14 - OHIO VALLEY,Ross,Bus,2017-03-01,201703,SAT.,531.5,4
463,15,015,15 - CHARLES,Ross,Bus,2017-03-01,201703,SAT.,617.75,4
464,16,016,16 - BRIGHTON,Ross,Bus,2017-03-01,201703,SAT.,1888.25,4
465,17,017,17 - SHADELAND,Ross,Bus,2017-03-01,201703,SAT.,429,4
466,21,021,21 - CORAOPOLIS,Collier,Bus,2017-03-01,201703,SAT.,523,4
467,22,022,22 - MCCOY,Collier,Bus,2017-03-01,201703,SAT.,405.5,4
468,24,024,24 - WEST PARK,Collier,Bus,2017-03-01,201703,SAT.,1112.75,4
469,26,026,26 - CHARTIERS,Collier,Bus,2017-03-01,201703,SAT.,519,4
470,27,027,27 - FAIRYWOOD,Collier,Bus,2017-03-01,201703,SAT.,525.25,4
471,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-03-01,201703,SAT.,1395.75,4
472,31,031,31 - BRIDGEVILLE,Collier,Bus,2017-03-01,201703,SAT.,747.75,4
473,38,038,38 - GREEN TREE,Collier,Bus,2017-03-01,201703,SAT.,298.75,4
474,39,039,39 - BROOKLINE,Collier,Bus,2017-03-01,201703,SAT.,199,4
475,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2017-03-01,201703,SAT.,199,4
476,41,041,41 - BOWER HILL,Collier,Bus,2017-03-01,201703,SAT.,462,4
477,43,043,43 - BAILEY,Collier,Bus,2017-03-01,201703,SAT.,306.5,4
478,44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-03-01,201703,SAT.,281.75,4
479,48,048,48 - ARLINGTON,Collier,Bus,2017-03-01,201703,SAT.,1810.5,4
480,51,051,51 - CARRICK,West Mifflin,Bus,2017-03-01,201703,SAT.,4623,4
481,53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-03-01,201703,SAT.,274,4
482,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-03-01,201703,SAT.,2053.75,4
483,55,055,55 - GLASSPORT,West Mifflin,Bus,2017-03-01,201703,SAT.,619.5,4
484,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-03-01,201703,SAT.,573,4
485,57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-03-01,201703,SAT.,791.25,4
486,58,058,58 - GREENFIELD,East Liberty,Bus,2017-03-01,201703,SAT.,366.25,4
487,59,059,59 - MON VALLEY,West Mifflin,Bus,2017-03-01,201703,SAT.,1706,4
488,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-03-01,201703,SAT.,2920,4
489,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-03-01,201703,SAT.,2528,4
490,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-03-01,201703,SAT.,3654.5,4
491,61D,061D,61D - MURRAY,West Mifflin,Bus,2017-03-01,201703,SAT.,3161.5,4
492,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2017-03-01,201703,SAT.,1420.5,4
493,67,067,67 - MONROEVILLE,East Liberty,Bus,2017-03-01,201703,SAT.,827.5,4
494,68,068,,,Bus,2017-03-01,201703,SAT.,406.5,4
495,69,069,69 - TRAFFORD,East Liberty,Bus,2017-03-01,201703,SAT.,297.25,4
496,71A,071A,71A - NEGLEY,East Liberty,Bus,2017-03-01,201703,SAT.,2437.25,4
497,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-03-01,201703,SAT.,1979.25,4
498,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-03-01,201703,SAT.,2685.25,4
499,71D,071D,71D - HAMILTON,East Liberty,Bus,2017-03-01,201703,SAT.,1752.75,4
500,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-03-01,201703,SAT.,453.5,4
501,75,075,75 - ELLSWORTH,East Liberty,Bus,2017-03-01,201703,SAT.,1438,4
502,77,077,77 - PENN HILLS,East Liberty,Bus,2017-03-01,201703,SAT.,865,4
503,79,079,79 - EAST HILLS,East Liberty,Bus,2017-03-01,201703,SAT.,574,4
504,81,081,81 - OAK HILL,West Mifflin,Bus,2017-03-01,201703,SAT.,735.5,4
505,82,082,82 - LINCOLN,East Liberty,Bus,2017-03-01,201703,SAT.,2228.25,4
506,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-03-01,201703,SAT.,1300,4
507,86,086,86 - LIBERTY,East Liberty,Bus,2017-03-01,201703,SAT.,2344,4
508,87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-03-01,201703,SAT.,505.75,4
509,88,088,88 - PENN,East Liberty,Bus,2017-03-01,201703,SAT.,1474.75,4
510,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-03-01,201703,SAT.,190.5,4
511,91,091,91 - BUTLER STREET,Ross,Bus,2017-03-01,201703,SAT.,1870.25,4
512,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-03-01,201703,SAT.,944.5,4
513,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-03-01,201703,SAT.,3965,4
514,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-03-01,201703,SAT.,744.5,4
515,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-03-01,201703,SAT.,434,4
516,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-03-01,201703,SAT.,549.5,4
517,1,001,1 - FREEPORT ROAD,Ross,Bus,2017-03-01,201703,SUN.,819.5,4
518,6,006,6 - SPRING HILL,Ross,Bus,2017-03-01,201703,SUN.,407.5,4
519,8,008,8 - PERRYSVILLE,Ross,Bus,2017-03-01,201703,SUN.,987.25,4
520,11,011,11 - FINEVIEW,Ross,Bus,2017-03-01,201703,SUN.,104.5,4
521,12,012,12 - MCKNIGHT,Ross,Bus,2017-03-01,201703,SUN.,650.25,4
522,13,013,13 - BELLEVUE,Ross,Bus,2017-03-01,201703,SUN.,747.25,4
523,14,014,14 - OHIO VALLEY,Ross,Bus,2017-03-01,201703,SUN.,312.5,4
524,15,015,15 - CHARLES,Ross,Bus,2017-03-01,201703,SUN.,426,4
525,16,016,16 - BRIGHTON,Ross,Bus,2017-03-01,201703,SUN.,1238.25,4
526,17,017,17 - SHADELAND,Ross,Bus,2017-03-01,201703,SUN.,328.75,4
527,21,021,21 - CORAOPOLIS,Collier,Bus,2017-03-01,201703,SUN.,267.25,4
528,24,024,24 - WEST PARK,Collier,Bus,2017-03-01,201703,SUN.,889,4
529,26,026,26 - CHARTIERS,Collier,Bus,2017-03-01,201703,SUN.,296.5,4
530,27,027,27 - FAIRYWOOD,Collier,Bus,2017-03-01,201703,SUN.,410,4
531,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-03-01,201703,SUN.,1258.5,4
532,31,031,31 - BRIDGEVILLE,Collier,Bus,2017-03-01,201703,SUN.,565.5,4
533,38,038,38 - GREEN TREE,Collier,Bus,2017-03-01,201703,SUN.,158,4
