STOP_ID,ROUTE,STOP_ROUTE,STOP_NAME,CLEVER_ID,LATITUDE,LONGITUDE,ALL_ROUTES,SHELTER,STOP_TYPE,CURRENT_STOP,FY19_AVG_ON,FY19_AVG_OFF,FY19_AVG_TOTAL,FY19_RANK,1806_ON,1806_OFF,1809_ON,1809_OFF,1811_ON,1811_OFF,1903_ON,1903_OFF,1906_ON,1906_OFF
P03090,P1,P03090_P1,SMITHFIELD ST AT SIXTH AVE,7280,40.44155,-79.997761,"39, 40, 44, 87, P1, P2, P68, P71",Envision Downtown,Bus,Yes,3408,1737,5145,1,3338.2,1706.2,3534.3,1800.3,3117.1,1541.7,3434.1,1809.6,3615.6,1829.3
P02325,P1,P02325_P1,LIBERTY AVE AT 10TH ST,7279,40.443739,-79.995153,"39, 40, 44, 87, P1, P2, P68, P71",Envision Downtown,Bus,Yes,877,2257,3134,2,893.6,2300.3,994.7,2429.7,882.7,2234.2,892.4,2269.3,719.5,2050.9
P03360,38,P03360_38,STANWIX ST AT FORBES AVE,44,40.440989,-80.003966,"36, 38",No Shelter,Bus,Yes,1245,828,2073,3,1313.4,904.9,1287.7,880.8,1235.1,764.1,1218.2,805.9,1169.9,783.6
P00930,16,P00930_16,7TH ST AT PENN AVE,20182,40.443298,-80.000402,"13, 16, 17",No Shelter,Bus,Yes,732,1140,1872,4,765.6,1158.2,779.1,1222.1,714.9,1105.7,718.7,1133.2,680.3,1081.8
P02550,91,P02550_91,LIBERTY AVE AT WOOD ST,46,40.442401,-79.999575,"28X, 77, 86, 88, 91",No Shelter,Bus,Yes,1310,431,1741,5,1313.9,451.5,1398.9,462.8,1306.7,433.3,1288.4,419.4,1243.1,389.5
E17302,P1,E17302_P1,EAST BUSWAY AT EAST LIBERTY,8161,40.459374,-79.923171,"P1, P17, P2, P3, P68, P71",PAAC,Busway,Yes,788,649,1437,6,771.6,680.3,842.8,693.9,732.5,619.8,834.3,666.0,758.1,583.2
TP7010,P1,TP7010_P1,LAYOVER-EAST BUSWAY SWISSVAL,19872,40.415074,-79.879265,"P1, P3, P71",No Shelter,Bus,Yes,729,685,1414,7,756.7,718.8,784.9,757.3,707.7,681.4,707.1,672.9,690.4,593.6
E17298,P1,E17298_P1,EAST BUSWAY AT WILKINSBURG S,16104,40.446128,-79.888401,"P1, P2, P3",PAAC,Busway,Yes,115,1202,1317,8,123.8,1239.9,118.3,1284.5,104.9,1150.4,118.7,1180.7,107.4,1152.1
P03690,51,P03690_51,WOOD ST AT SIXTH AVE,4832,40.441825,-79.999527,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",No Shelter,Bus,Yes,561,752,1313,9,570.5,787.0,592.2,796.2,545.9,722.2,560.4,731.5,535.5,723.4
P02550,88,P02550_88,LIBERTY AVE AT WOOD ST,46,40.442401,-79.999575,"28X, 77, 86, 88, 91",No Shelter,Bus,Yes,901,397,1298,10,955.6,411.0,926.9,405.7,861.5,385.1,893.7,386.6,868.4,399.0
E17303,P1,E17303_P1,EAST BUSWAY AT EAST LIBERTY,8165,40.459399,-79.92286,"P1, P2, P3",No Shelter,Busway,Yes,405,830,1235,11,422.1,824.7,429.4,871.9,375.7,779.4,410.0,872.9,389.0,799.7
E17297,P1,E17297_P1,EAST BUSWAY AT WILKINSBURG S,15880,40.446426,-79.888392,"P1, P2, P3",PAAC,Busway,Yes,1036,189,1225,12,1089.1,199.3,1112.5,218.3,957.2,165.8,1055.5,194.0,966.0,166.8
P02860,8,P02860_8,PENN AVE AT 7TH ST,2932,40.443302,-80.000182,"29, 31, 8, G31",No Shelter,Bus,Yes,658,533,1191,13,634.7,529.9,679.4,560.4,660.9,537.9,684.0,522.6,631.4,515.0
P01250,38,P01250_38,BLVD OF ALLIES AT POST GAZET,4572,40.439846,-80.006099,"20, 21, 22, 24, 36, 38",City of Pittsburgh,Bus,Yes,203,875,1078,14,213.2,870.7,210.2,933.9,170.6,818.5,221.7,830.5,198.2,923.8
P03695,51,P03695_51,WOOD ST BTW FORBES AVE & FIF,4831,40.440352,-80.000557,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",No Shelter,Bus,Yes,389,684,1073,15,402.0,707.3,430.3,745.6,366.3,645.3,377.5,661.2,367.3,660.3
P02290,16,P02290_16,LIBERTY AVE AT 6TH ST,1410,40.441999,-80.001761,"13, 15, 16, 17, 7",City of Pittsburgh,Bus,Yes,727,299,1026,16,694.6,293.1,790.6,322.3,714.8,303.0,736.0,292.9,698.7,284.5
P00930,13,P00930_13,7TH ST AT PENN AVE,20182,40.443298,-80.000402,"13, 16, 17",No Shelter,Bus,Yes,402,583,985,17,418.9,587.0,420.8,616.7,399.5,547.5,404.6,598.7,368.2,563.7
P03090,87,P03090_87,SMITHFIELD ST AT SIXTH AVE,7280,40.44155,-79.997761,"39, 40, 44, 87, P1, P2, P68, P71",Envision Downtown,Bus,Yes,602,377,979,18,562.6,367.8,593.7,380.2,553.5,365.5,633.1,401.6,667.7,370.4
P02120,P1,P02120_P1,GRANT ST AT US STEEL STOP A,1510,40.441163,-79.995491,"87, P1, P2, P68, P71",No Shelter,Bus,Yes,684,204,888,19,888.4,257.9,872.2,253.8,789.9,242.8,823.8,253.3,48.0,10.0
W08025,28X,W08025_28X,PGH INTERNL AIRPORT LOWER LE,4405,40.496315,-80.255608,28X,No Shelter,Bus,Yes,416,450,866,20,460.6,430.6,402.8,469.6,386.3,481.2,414.2,427.9,416.3,438.5
P02550,86,P02550_86,LIBERTY AVE AT WOOD ST,46,40.442401,-79.999575,"28X, 77, 86, 88, 91",No Shelter,Bus,Yes,588,250,838,21,609.6,259.0,620.8,262.7,553.1,237.6,580.4,245.7,576.1,243.3
P00740,51,P00740_51,SIXTH AVE AT SMITHFIELD ST,4833,40.441514,-79.998137,"41, 43, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",City of Pittsburgh,Bus,Yes,501,296,797,22,514.2,294.6,552.1,310.8,497.1,298.5,485.4,291.8,457.0,281.9
P03315,24,P03315_24,STANWIX ST AT FOURTH AVE,2261,40.440363,-80.004417,"20, 21, 22, 24",No Shelter,Bus,Yes,238,534,772,23,264.7,591.6,262.7,572.6,211.7,471.5,228.3,514.5,224.7,521.3
P02325,P2,P02325_P2,LIBERTY AVE AT 10TH ST,7279,40.443739,-79.995153,"39, 40, 44, 87, P1, P2, P68, P71",Envision Downtown,Bus,Yes,65,690,755,24,56.1,673.6,63.5,749.6,66.4,678.9,66.0,709.7,70.6,637.7
W70047,G3,W70047_G3,UNIVERSITY BLVD PARK AND RID,15634,40.503765,-80.225307,"21, G3",PAAC,Bus,Yes,374,375,749,25,376.3,357.3,382.9,390.4,376.4,392.3,395.4,355.2,337.7,380.3
P01040,8,P01040_8,9TH ST AT PENN AVE,179,40.443783,-79.998506,"12, 2, 4, 7, 8, P13",City of Pittsburgh,Bus,Yes,275,461,736,26,286.2,451.1,299.5,510.5,275.0,441.1,270.5,471.5,241.5,433.1
P02910,91,P02910_91,PENN AVE AT GARRISON PL NS,2834,40.444086,-79.997329,"29, 31, 86, 88, 91, G31",No Shelter,Bus,Yes,70,658,728,27,77.8,626.8,95.3,692.3,53.9,631.9,64.7,671.9,56.2,667.0
N09505,O12,N09505_O12,MCCANDLESS PARK AND RIDE,318,40.586508,-80.030404,"12, O12",PAAC,Bus,Yes,363,354,717,28,373.1,330.9,378.7,372.6,346.3,341.1,367.4,362.7,349.6,360.7
P03090,P2,P03090_P2,SMITHFIELD ST AT SIXTH AVE,7280,40.44155,-79.997761,"39, 40, 44, 87, P1, P2, P68, P71",Envision Downtown,Bus,Yes,324,389,713,29,309.8,342.7,323.3,364.1,317.2,344.0,336.7,411.8,331.0,483.5
P03440,27,P03440_27,STANWIX ST AT PENN AVE,1502,40.442275,-80.004199,"19L, 26, 27, O1, O12",No Shelter,Bus,Yes,325,383,708,30,329.5,392.4,349.2,391.5,305.4,357.3,329.8,389.8,312.5,383.3
P03315,21,P03315_21,STANWIX ST AT FOURTH AVE,2261,40.440363,-80.004417,"20, 21, 22, 24",No Shelter,Bus,Yes,233,447,680,31,256.8,480.3,250.0,449.7,209.3,411.4,223.4,432.7,223.7,459.6
E17305,P1,E17305_P1,EAST BUSWAY AT NEGLEY STATIO,20501,40.456656,-79.93241,"P1, P2, P3",PAAC,Busway,Yes,179,494,673,32,187.9,467.3,189.4,501.3,165.6,453.4,181.5,513.4,169.4,532.8
E17304,P1,E17304_P1,EAST BUSWAY AT NEGLEY STATIO,8162,40.456634,-79.932696,"P1, P17, P2, P3, P68, P71",PAAC,Busway,Yes,423,239,662,33,421.9,236.9,447.7,248.0,404.6,234.5,436.4,256.1,404.8,217.5
P02430,G2,P02430_G2,LIBERTY AVE AT GATEWAY #4,20295,40.441177,-80.005077,"28X, 29, 31, G2, G3, G31, P10",City of Pittsburgh,Bus,Yes,38,610,648,34,39.6,619.3,40.3,658.7,34.4,539.0,38.5,624.2,35.0,610.9
W26140,G2,W26140_G2,WEST BUSWAY AT CARNEGIE STAT,15276,40.405884,-80.0902,G2,PAAC,Busway,Yes,607,22,629,35,584.5,49.3,636.6,34.0,556.5,6.0,617.9,10.1,638.1,12.3
P03440,26,P03440_26,STANWIX ST AT PENN AVE,1502,40.442275,-80.004199,"19L, 26, 27, O1, O12",No Shelter,Bus,Yes,275,339,614,36,275.1,338.9,295.7,359.4,274.7,338.6,280.8,340.8,249.2,316.7
P02325,87,P02325_87,LIBERTY AVE AT 10TH ST,7279,40.443739,-79.995153,"39, 40, 44, 87, P1, P2, P68, P71",Envision Downtown,Bus,Yes,123,472,595,37,106.6,507.3,118.8,556.1,109.4,501.1,138.1,465.4,142.8,330.0
P00930,17,P00930_17,7TH ST AT PENN AVE,20182,40.443298,-80.000402,"13, 16, 17",No Shelter,Bus,Yes,228,355,583,38,221.7,336.1,261.8,391.1,230.0,366.3,223.7,367.1,201.8,313.5
P01620,P1,P01620_P1,EAST BUSWAY AT PENN STATION,1407,40.443918,-79.992138,"1, 11, 15, 19L, 39, 40, 44, 6, P1, P10, P12, P16, P17, P2, P67, P68, P69, P7, P71, P76, P78",No Shelter,Busway,Yes,49,531,580,39,41.1,491.3,51.1,512.7,40.5,449.5,54.2,547.3,58.9,654.3
E19610,61D,E19610_61D,FORBES AVE AT MOREWOOD AVE F,4407,40.444672,-79.943553,"28X, 58, 61A, 61B, 61C, 61D, 67, 69",City of Pittsburgh,Bus,Yes,118,455,573,40,87.7,367.6,167.5,662.5,125.3,454.8,134.8,488.8,74.1,303.1
E01870,71A,E01870_71A,FIFTH AVE OPP ATWOOD ST,36,40.441802,-79.958488,"28X, 54, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75",PAAC,Bus,Yes,159,390,549,41,141.9,364.6,165.4,478.5,147.9,392.6,171.8,376.5,169.3,337.3
P02290,13,P02290_13,LIBERTY AVE AT 6TH ST,1410,40.441999,-80.001761,"13, 15, 16, 17, 7",City of Pittsburgh,Bus,Yes,390,158,548,42,367.8,152.5,413.7,182.4,362.3,156.0,400.4,158.6,403.5,141.2
P02470,82,P02470_82,LIBERTY AVE AT MARKET ST,45,40.441713,-80.002122,"28X, 29, 31, 77, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P69, P7, P76, P78",Other,Bus,Yes,289,248,537,43,293.0,255.0,295.7,270.6,218.7,230.0,319.4,247.5,318.2,237.1
W26185,G2,W26185_G2,WEST BUSWAY AT SHERADEN STAT,18579,40.452876,-80.053764,G2,No Shelter,Busway,Yes,64,464,528,44,61.9,457.9,63.9,491.7,56.6,424.0,72.4,488.5,66.5,460.2
P02310,12,P02310_12,LIBERTY AVE AT 7TH ST,180,40.442523,-79.999806,"1, 11, 12, 2, 4, 6, O5, P13",No Shelter,Bus,Yes,348,174,522,45,336.9,173.5,339.1,159.8,369.2,200.1,350.4,173.7,346.8,163.9
W26145,G2,W26145_G2,WEST BUSWAY AT CARNEGIE STAT,15275,40.405963,-80.090369,G2,PAAC,Busway,Yes,5,501,506,46,4.6,483.6,2.6,490.8,3.9,510.1,5.2,488.8,9.3,530.4
S33262,61C,S33262_61C,MCKEESPORT TRANSPORTATION CE,17791,40.352264,-79.860522,"61C, P7",No Shelter,Bus,Yes,227,271,498,47,237.1,290.2,222.3,282.2,213.6,263.3,234.5,278.2,229.9,240.7
E19910,61D,E19910_61D,FORBES AVE OPP MOREWOOD AVE,7117,40.444537,-79.942539,"61A, 61B, 61C, 61D, 67, 69",City of Pittsburgh,Bus,Yes,380,117,497,48,271.9,73.8,537.8,167.1,413.2,125.2,405.5,135.5,272.5,81.2
P00750,61C,P00750_61C,SIXTH AVE AT WOOD ST,3159,40.442105,-79.999332,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,182,313,495,49,183.8,334.4,191.4,335.2,175.9,296.3,185.2,306.4,173.5,293.3
P03690,48,P03690_48,WOOD ST AT SIXTH AVE,4832,40.441825,-79.999527,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",No Shelter,Bus,Yes,203,281,484,50,190.6,274.4,220.0,291.6,209.9,290.5,209.9,280.7,186.8,266.5
P02270,G2,P02270_G2,LIBERTY AVE AT FIFTH AVE,11186,40.441745,-80.002637,"28X, G2, G3, P10",No Shelter,Bus,Yes,472,11,483,51,441.7,13.6,479.3,11.9,431.6,10.9,485.9,11.8,521.2,8.7
E17299,P1,E17299_P1,EAST BUSWAY AT HOMEWOOD STAT,8154,40.452978,-79.899254,"P1, P2, P3, P68, P71",PAAC,Busway,Yes,346,137,483,52,342.7,147.0,370.9,151.1,318.4,122.8,361.2,132.3,335.0,133.9
P03145,51,P03145_51,SMITHFIELD ST AT FORBES AVE,4838,40.439537,-79.999106,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",No Shelter,Bus,Yes,441,39,480,53,461.3,40.7,462.8,43.3,426.9,38.0,422.2,37.4,431.8,35.9
E01870,71C,E01870_71C,FIFTH AVE OPP ATWOOD ST,36,40.441802,-79.958488,"28X, 54, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75",PAAC,Bus,Yes,142,336,478,54,120.4,312.1,141.3,410.1,131.9,334.0,154.2,323.6,160.0,298.3
N04610,14,N04610_14,ALLEGHENY AVE AT REEDSDALE S,20381,40.447784,-80.017846,"14, 18",No Shelter,Bus,Yes,7,471,478,55,5.2,464.5,5.3,475.0,5.4,431.4,7.7,473.4,9.3,508.5
P03660,51,P03660_51,WOOD ST AT THIRD AVE FS,4829,40.439008,-80.001404,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",City of Pittsburgh,Bus,Yes,140,335,475,56,148.1,353.2,169.8,381.4,133.7,301.2,129.3,326.1,118.4,310.8
E17291,P1,E17291_P1,EAST BUSWAY AT ROSLYN STATIO,15879,40.419173,-79.886408,"P1, P3",PAAC,Busway,Yes,440,28,468,57,468.8,30.1,476.8,30.8,410.7,23.1,433.3,25.8,408.6,28.4
P02280,G2,P02280_G2,LIBERTY AVE AT SIXTH AVE,8778,40.442235,-80.000239,"29, 31, 81, 82, 83, G2, G3, G31, P17, P69, P7, P76",No Shelter,Bus,Yes,47,417,464,58,48.3,425.3,52.0,440.3,48.2,402.0,45.9,416.5,42.5,399.7
P01620,P12,P01620_P12,EAST BUSWAY AT PENN STATION,1407,40.443918,-79.992138,"1, 11, 15, 19L, 39, 40, 44, 6, P1, P10, P12, P16, P17, P2, P67, P68, P69, P7, P71, P76, P78",No Shelter,Busway,Yes,34,429,463,59,33.3,485.3,34.0,472.0,35.4,396.6,35.6,497.5,29.2,294.8
P02470,G2,P02470_G2,LIBERTY AVE AT MARKET ST,45,40.441713,-80.002122,"28X, 29, 31, 77, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P69, P7, P76, P78",Other,Bus,Yes,65,396,461,60,69.8,406.2,75.7,419.2,66.0,372.2,62.3,391.3,51.8,393.5
W26180,G2,W26180_G2,WEST BUSWAY AT SHERADEN STAT,15281,40.452714,-80.053772,"28X, G2, G3, G31",PAAC,Busway,Yes,424,29,453,61,441.5,30.0,446.6,28.3,382.6,26.0,428.7,29.6,420.7,29.7
N43030,O1,N43030_O1,PERRY HWY AT LOWER PARK AND,568,40.508631,-80.029499,"8, O1",Lamar,Bus,Yes,337,114,451,62,234.0,6.2,313.9,11.2,299.8,17.7,355.2,178.9,483.7,358.4
E01870,71B,E01870_71B,FIFTH AVE OPP ATWOOD ST,36,40.441802,-79.958488,"28X, 54, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75",PAAC,Bus,Yes,147,303,450,63,120.6,264.9,157.0,394.6,142.2,294.4,159.8,292.0,157.1,270.1
P02470,O12,P02470_O12,LIBERTY AVE AT MARKET ST,45,40.441713,-80.002122,"28X, 29, 31, 77, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P69, P7, P76, P78",Other,Bus,Yes,239,208,447,64,236.8,223.0,253.6,218.0,214.4,197.9,242.3,209.3,248.2,194.1
W08033,38,W08033_38,GREENTREE RD AT ARLA DR FS,19592,40.403563,-80.058249,38,No Shelter,Bus,Yes,9,437,446,65,8.9,459.9,7.7,448.1,6.4,397.6,8.4,435.4,12.5,445.9
S16190,51,S16190_51,E CARSON ST AT S 18TH ST,4853,40.428667,-79.980653,"48, 51",No Shelter,Bus,Yes,173,272,445,66,184.1,273.8,181.7,282.0,168.8,253.3,177.1,279.9,154.9,272.8
P02320,G2,P02320_G2,LIBERTY AVE AT TITO WAY,15266,40.442748,-79.998895,"15, 28X, 7, G2, G3, P10, P12, P16, P67",No Shelter,Bus,Yes,437,4,441,67,410.6,4.1,468.3,4.6,393.4,3.4,435.7,4.0,476.4,4.6
P03315,22,P03315_22,STANWIX ST AT FOURTH AVE,2261,40.440363,-80.004417,"20, 21, 22, 24",No Shelter,Bus,Yes,153,282,435,68,142.6,267.2,152.0,294.1,149.7,267.3,160.3,285.7,161.0,297.8
E19610,61C,E19610_61C,FORBES AVE AT MOREWOOD AVE F,4407,40.444672,-79.943553,"28X, 58, 61A, 61B, 61C, 61D, 67, 69",City of Pittsburgh,Bus,Yes,101,332,433,69,80.3,288.0,152.6,487.1,105.7,327.8,111.0,330.5,53.8,227.0
W08036,38,W08036_38,GREENTREE RD AT CHATHAM PARK,5822,40.403301,-80.058301,38,No Shelter,Bus,Yes,412,18,430,70,438.7,19.2,410.6,17.3,373.7,17.2,409.7,20.0,429.1,17.8
P02470,83,P02470_83,LIBERTY AVE AT MARKET ST,45,40.441713,-80.002122,"28X, 29, 31, 77, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P69, P7, P76, P78",Other,Bus,Yes,251,176,427,71,243.2,183.3,257.8,175.7,176.8,165.1,280.6,170.9,294.1,183.3
P01040,12,P01040_12,9TH ST AT PENN AVE,179,40.443783,-79.998506,"12, 2, 4, 7, 8, P13",City of Pittsburgh,Bus,Yes,134,293,427,72,145.8,300.3,127.4,295.4,137.1,276.6,128.7,302.9,130.5,288.2
P00710,61C,P00710_61C,SIXTH AVE AT SMITHFIELD ST,3158,40.441437,-79.997587,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",No Shelter,Bus,Yes,103,322,425,73,96.6,330.0,109.7,338.1,95.5,283.5,104.6,332.2,106.7,323.8
E17297,P3,E17297_P3,EAST BUSWAY AT WILKINSBURG S,15880,40.446426,-79.888392,"P1, P2, P3",PAAC,Busway,Yes,394,30,424,74,357.3,30.4,416.4,28.9,377.8,25.8,406.1,31.5,414.3,32.5
E13795,71A,E13795_71A,CENTRE AVE AT NEGLEY AVE,8205,40.457023,-79.934549,"64, 71A, 71C, 82, 86",City of Pittsburgh,Bus,Yes,156,266,422,75,167.8,254.6,159.7,320.3,148.4,271.5,152.7,261.6,150.1,219.8
E19660,61A,E19660_61A,FORBES AVE AT MURRAY AVE,7126,40.437959,-79.923192,"61A, 61B, 61C, 61D",No Shelter,Bus,Yes,157,263,420,76,151.4,242.6,159.3,321.0,155.8,262.5,165.7,287.2,150.8,201.0
TP7010,P3,TP7010_P3,LAYOVER-EAST BUSWAY SWISSVAL,19872,40.415074,-79.879265,"P1, P3, P71",No Shelter,Bus,Yes,207,210,417,77,185.8,190.7,205.8,211.2,200.8,212.0,211.3,213.2,232.7,224.4
P03695,48,P03695_48,WOOD ST BTW FORBES AVE & FIF,4831,40.440352,-80.000557,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",No Shelter,Bus,Yes,145,271,416,78,142.4,288.7,149.1,287.4,138.9,254.0,150.2,269.7,142.4,256.1
E17292,P1,E17292_P1,EAST BUSWAY AT ROSLYN STATIO,16106,40.418917,-79.886273,"P1, P3",PAAC,Busway,Yes,10,403,413,79,9.3,432.4,10.9,447.0,7.9,391.6,11.0,393.8,8.9,352.3
P70024,24,P70024_24,STANWIX ST AT PENN AVE FS,19514,40.442344,-80.004088,"19L, 20, 21, 22, 24, 36, 38",No Shelter,Bus,Yes,312,99,411,80,342.8,116.6,333.5,101.0,281.4,96.1,291.9,92.5,312.7,86.4
E01870,71D,E01870_71D,FIFTH AVE OPP ATWOOD ST,36,40.441802,-79.958488,"28X, 54, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75",PAAC,Bus,Yes,143,264,407,81,126.3,232.2,143.9,318.8,133.6,259.4,151.6,261.9,159.4,246.2
P03440,O12,P03440_O12,STANWIX ST AT PENN AVE,1502,40.442275,-80.004199,"19L, 26, 27, O1, O12",No Shelter,Bus,Yes,110,296,406,82,114.9,301.0,114.8,308.8,104.8,281.9,111.2,298.2,106.1,292.2
E17257,P1,E17257_P1,EAST BUSWAY AT HAMNETT STATI,15878,40.437518,-79.885844,"P1, P3",PAAC,Busway,Yes,378,25,403,83,385.4,28.7,406.4,27.9,345.3,22.3,393.9,25.1,358.7,22.9
N26810,O1,N26810_O1,HOV PARK AND RIDE LOT DRVWY,15716,40.507442,-80.030045,O1,PAAC,Bus,Yes,50,353,403,84,63.3,394.8,55.9,511.4,62.6,487.3,66.6,363.3,0.0,7.3
P02290,17,P02290_17,LIBERTY AVE AT 6TH ST,1410,40.441999,-80.001761,"13, 15, 16, 17, 7",City of Pittsburgh,Bus,Yes,280,112,392,85,274.2,105.4,306.7,128.1,285.9,120.8,293.6,107.9,240.0,95.6
E17301,P1,E17301_P1,EAST BUSWAY AT HOMEWOOD STAT,8160,40.452813,-79.898947,"P1, P2, P3",PAAC,Busway,Yes,86,305,391,86,87.7,315.6,103.5,323.4,80.7,273.9,85.2,304.3,75.0,309.7
E01180,P3,E01180_P3,FIFTH AVE AT DESOTO ST,5128,40.442326,-79.957877,"58, 81, 83, 93, P3",No Shelter,Bus,Yes,4,387,391,87,3.8,364.4,6.6,420.5,4.3,377.0,2.0,385.9,1.5,385.7
P03360,36,P03360_36,STANWIX ST AT FORBES AVE,44,40.440989,-80.003966,"36, 38",No Shelter,Bus,Yes,223,166,389,88,239.1,167.2,237.9,181.0,225.4,158.0,229.7,173.4,182.6,148.2
E01870,61D,E01870_61D,FIFTH AVE OPP ATWOOD ST,36,40.441802,-79.958488,"28X, 54, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75",PAAC,Bus,Yes,130,256,386,89,110.6,216.1,134.7,306.7,121.6,259.9,146.3,274.7,138.7,221.5
P00375,56,P00375_56,FOURTH AVE AT PPG ENTRANCE,10147,40.440105,-80.003633,"52L, 53L, 56, 57, 58",No Shelter,Bus,Yes,272,113,385,90,275.4,107.9,288.4,112.2,246.1,109.9,261.4,111.9,290.8,123.8
E19660,61B,E19660_61B,FORBES AVE AT MURRAY AVE,7126,40.437959,-79.923192,"61A, 61B, 61C, 61D",No Shelter,Bus,Yes,109,275,384,91,107.5,257.5,107.2,331.8,104.5,272.1,110.4,287.4,113.0,225.6
P00860,O12,P00860_O12,SEVENTH AVE AT WILLIAM PENN,20698,40.442538,-79.996158,"28X, 77, 81, 82, 83, O1, O12",No Shelter,Bus,Yes,236,144,380,92,230.9,148.2,247.2,156.0,230.7,141.2,241.7,143.0,231.8,132.1
P00590,61C,P00590_61C,FIFTH AVE AT WOOD ST,20690,40.440785,-80.000814,"19L, 61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,304,72,376,93,334.8,76.4,299.1,74.2,266.0,66.9,297.0,70.6,320.9,70.2
E01870,61C,E01870_61C,FIFTH AVE OPP ATWOOD ST,36,40.441802,-79.958488,"28X, 54, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75",PAAC,Bus,Yes,117,258,375,94,108.6,242.1,123.7,304.7,101.3,250.7,127.1,271.3,126.2,220.0
W26155,G2,W26155_G2,WEST BUSWAY AT CRAFTON STATI,18721,40.435851,-80.067704,G2,PAAC,Busway,Yes,24,348,372,95,25.7,345.8,22.2,371.9,19.7,324.1,25.4,359.2,24.7,340.5
W08093,38,W08093_38,GREENTREE RD AT PARKWAY CENT,5460,40.424613,-80.042699,38,PAAC,Bus,Yes,297,74,371,96,324.9,74.3,333.7,93.0,277.6,67.2,275.2,63.4,272.6,72.9
N71216,14,N71216_14,ALLEGHENY STATION BAY 1,19883,40.447541,-80.019428,14,PAAC,Bus,Yes,354,16,370,97,313.6,14.0,343.3,13.1,326.3,17.7,348.8,16.6,437.6,20.5
P02310,2,P02310_2,LIBERTY AVE AT 7TH ST,180,40.442523,-79.999806,"1, 11, 12, 2, 4, 6, O5, P13",No Shelter,Bus,Yes,213,156,369,98,213.0,143.1,221.5,161.6,204.3,155.7,221.2,168.2,206.3,153.3
E19660,61D,E19660_61D,FORBES AVE AT MURRAY AVE,7126,40.437959,-79.923192,"61A, 61B, 61C, 61D",No Shelter,Bus,Yes,81,288,369,99,78.7,261.4,87.1,341.0,80.8,280.7,83.5,314.0,72.4,243.5
P00590,71A,P00590_71A,FIFTH AVE AT WOOD ST,20690,40.440785,-80.000814,"19L, 61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,293,74,367,100,304.3,71.6,315.9,84.4,275.3,71.6,274.4,72.5,292.8,71.4
E17288,P1,E17288_P1,EAST BUSWAY AT HAMNETT STATI,16105,40.437444,-79.885869,"P1, P3",PAAC,Busway,Yes,10,357,367,101,12.0,362.8,10.1,386.1,9.3,334.9,11.7,356.4,9.3,342.6
P00940,6,P00940_6,7TH ST AT PENN AVE FS,12626,40.442942,-80.000236,"1, 11, 15, 6",No Shelter,Bus,Yes,6,359,365,102,10.9,346.9,5.7,393.2,4.3,364.5,3.3,354.9,3.3,337.0
E19610,61B,E19610_61B,FORBES AVE AT MOREWOOD AVE F,4407,40.444672,-79.943553,"28X, 58, 61A, 61B, 61C, 61D, 67, 69",City of Pittsburgh,Bus,Yes,113,251,364,103,86.0,201.9,161.0,357.3,118.7,252.8,129.4,265.3,68.0,177.4
P02280,82,P02280_82,LIBERTY AVE AT SIXTH AVE,8778,40.442235,-80.000239,"29, 31, 81, 82, 83, G2, G3, G31, P17, P69, P7, P76",No Shelter,Bus,Yes,269,88,357,104,275.8,83.7,292.2,96.8,300.2,90.6,241.3,89.1,237.0,77.6
P70027,71A,P70027_71A,LIBERTY AVE AT 6TH ST NS,22256,40.442147,-80.001231,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",No Shelter,Bus,Yes,143,214,357,105,135.7,211.9,155.7,218.5,138.4,191.8,142.1,204.0,145.1,244.1
