STOP_ID,ROUTE,STOP_ROUTE,STOP_NAME,CLEVER_ID,LATITUDE,LONGITUDE,ALL_ROUTES,SHELTER,STOP_TYPE,CURRENT_STOP,FY19_AVG_ON,FY19_AVG_OFF,FY19_AVG_TOTAL,FY19_RANK,1806_ON,1806_OFF,1809_ON,1809_OFF,1811_ON,1811_OFF,1903_ON,1903_OFF,1906_ON,1906_OFF
S24015,Y46,S24015_Y46,HWY RT 51 AT PETERS CREEK RD,11207,40.292323,-79.915259,Y46,No Shelter,Bus,,2,1,3,8403,2.3,1.5,2.3,2.1,2.0,1.4,1.8,1.8,1.2,0.0
E70442,P16,E70442_P16,UNIVERSAL RD OPP WEBSTER DR,20030,40.463926,-79.818356,P16,No Shelter,Bus,,3,0,3,8404,2.3,0.0,3.1,0.0,3.9,0.0,3.8,0.0,2.1,0.0
E70154,59,E70154_59,WOODSTOCK AVE AT BELMAR PL,7164,40.415247,-79.875834,"59, 61A",No Shelter,Bus,,2,1,3,8405,2.2,1.3,1.5,1.4,2.3,1.2,1.9,1.4,3.0,1.8
E39950,P68,E39950_P68,MONROEVILLE BLVD OPP BRINTON,8070,40.424853,-79.790234,"68, P68",No Shelter,Bus,,2,1,3,8406,2.2,1.0,2.5,1.3,1.8,0.7,2.7,1.1,2.0,1.0
N20200,13,N20200_13,FOREST AVE OPP #550,1313,40.500878,-80.054412,13,No Shelter,Bus,,2,1,3,8407,2.2,1.2,1.8,1.4,1.8,1.1,1.3,1.1,1.9,2.6
S70323,55,S70323_55,ST CLAIR AVE OPP 8TH ST,20638,40.293917,-79.891285,55,No Shelter,Bus,,1,2,3,8408,2.2,1.9,1.3,2.2,1.0,1.5,1.3,0.9,0.6,2.2
E27220,59,E27220_59,HARRIET ST AT 5TH AVE,7213,40.414574,-79.883212,"59, 61B, 71, P7",No Shelter,Bus,,2,1,3,8409,2.2,1.6,1.7,0.8,1.3,0.8,1.6,0.6,1.0,1.2
X15590,40,X15590_40,RUTLEDGE ST AT REPUBLIC ST,6656,40.44026,-80.025344,40,No Shelter,Bus,,3,0,3,8410,2.2,0.1,2.9,0.2,2.8,0.1,4.2,0.1,3.9,0.3
S70366,55,S70366_55,MONONGAHELA AVE AT 2ND ST,20595,40.332637,-79.891886,55,No Shelter,Bus,,2,1,3,8411,2.2,1.5,3.0,1.4,2.9,1.5,1.8,1.7,2.1,1.1
S26980,48,S26980_48,JOSEPHINE ST AT #3203,4804,40.419911,-79.964252,48,No Shelter,Bus,,3,0,3,8412,2.2,0.2,2.9,0.3,2.6,0.1,3.2,0.0,3.3,0.0
E04410,P69,E04410_P69,ARDMORE BLVD OPP BEVINGTON R,7789,40.42689,-79.862655,"69, P69, P76",No Shelter,Bus,,3,0,3,8413,2.2,0.1,2.6,0.0,2.8,0.1,3.0,0.0,3.6,0.1
W70160,20,W70160_20,HERBST RD OPP AGNES ST,22419,40.486431,-80.113924,20,No Shelter,Bus,,2,1,3,8414,2.2,1.0,2.4,1.2,2.6,1.4,1.7,1.2,1.3,0.8
E48510,74,E48510_74,REYNOLDS ST AT MURTLAND ST,8474,40.44799,-79.907475,74,No Shelter,Bus,,3,0,3,8415,2.2,0.2,3.6,0.4,3.2,0.6,4.1,0.2,1.0,0.0
W10680,26,W10680_26,JEFFERS ST AT #1331,4092,40.452849,-80.065446,"26, 27",No Shelter,Bus,,2,1,3,8416,2.2,1.2,2.5,1.3,1.6,1.2,1.5,0.7,1.2,1.2
N16742,P13,N16742_P13,DUNCAN AVE OPP ROYAL MANOR C,705,40.566469,-80.003751,"2, P13",No Shelter,Bus,,3,0,3,8417,2.1,0.0,3.9,0.0,1.7,0.0,2.8,0.0,4.2,0.0
E17295,71,E17295_71,EAST BUSWAY AT WILKINSBURG S,16111,40.446386,-79.888546,"68, 69, 71, 71C, 71D, 79, 86, P12, P16, P67, P68, P69, P7, P71, P76, P78",No Shelter,Busway,,3,0,3,8418,2.1,0.0,1.7,0.1,2.4,0.1,3.6,0.4,5.9,1.0
E46540,68,E46540_68,PENN AVE AT THOMPSON ST,17383,40.405224,-79.826728,"59, 68, 69, P68, P69",No Shelter,Bus,,2,1,3,8419,2.1,0.8,1.6,0.8,1.0,0.6,,,,
E02030,81,E02030_81,FIFTH AVE OPP #2358,2644,40.437175,-79.970989,"54, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75, 81, 83",No Shelter,Bus,,2,1,3,8420,2.1,1.7,1.2,1.4,1.3,0.9,2.7,0.9,3.8,0.5
N44560,1,N44560_1,PITTSBURGH ST AT DUQUESNE CT,12675,40.541096,-79.792717,"1, P10",No Shelter,Bus,,2,1,3,8421,2.1,1.0,2.3,0.5,1.4,0.4,2.4,0.5,3.7,0.2
S33650,59,S33650_59,MELLON ST AT HIGHLAND AVE FS,18888,40.362905,-79.858945,"52L, 59",No Shelter,Bus,,1,2,3,8422,2.1,2.4,1.4,2.5,0.8,1.9,0.3,1.4,0.3,1.0
E10610,69,E10610_69,BROADWAY BLVD AT QUARRY RD,7758,40.396741,-79.793687,"69, P69",No Shelter,Bus,,1,2,3,8423,2.1,2.0,0.7,2.2,1.0,1.7,0.8,1.8,1.0,0.0
E21130,P16,E21130_P16,FRANKSTOWN RD AT LIME HOLLOW,14386,40.468445,-79.8247,"77, P16",No Shelter,Bus,,3,0,3,8424,2.1,0.1,3.1,0.0,2.5,0.0,2.9,0.1,3.2,0.0
S25660,57,S25660_57,IRVINE ST AT TULLYMET ST,12081,40.414524,-79.945858,56,No Shelter,Bus,,2,1,3,8425,2.1,0.4,2.1,0.5,1.9,0.7,,,,
S70365,55,S70365_55,MONONGAHELA AVE OPP 1ST ST,20594,40.334457,-79.89116,55,No Shelter,Bus,,2,1,3,8426,2.1,1.1,1.5,1.5,1.4,1.1,1.6,1.5,1.4,1.4
W25910,G2,W25910_G2,W CARSON ST AT WEST END BRID,2312,40.444664,-80.028505,"20, 21, 22, 24, 28X, G2, G3, G31",No Shelter,Bus,,2,1,3,8427,2.1,1.0,3.1,0.8,1.5,0.5,0.9,1.4,1.0,0.3
S35905,Y45,S35905_Y45,BLOSSOM DR AT NORMA DR,18856,40.344051,-80.001875,Y45,No Shelter,Bus,,3,0,3,8428,2.1,0.1,3.4,0.0,4.6,0.0,3.3,0.0,3.0,0.0
S42275,41,S42275_41,SOUTH BUSWAY AT DAWN AVE SHE,6299,40.413398,-80.01094,41,PAAC,Busway,,2,1,3,8429,2.1,1.5,2.1,1.0,2.1,0.6,2.4,0.4,2.2,0.4
E36260,P76,E36260_P76,LINCOLN HWY AT JACKS RUN RD,19476,40.368216,-79.780111,P76,No Shelter,Bus,,3,0,3,8430,2.0,0.1,3.2,0.1,2.6,0.3,2.9,0.2,2.7,0.0
E04180,P69,E04180_P69,ARDMORE BLVD AT BRADDOCK RD,7787,40.424665,-79.859114,"69, P69, P76",No Shelter,Bus,,3,0,3,8431,2.0,0.1,2.3,0.1,3.0,0.1,3.1,0.2,3.0,0.5
S28300,59,S28300_59,LEBANON CHURCH RD OPP POLK A,10932,40.354066,-79.91214,"56, 59",No Shelter,Bus,,1,2,3,8432,2.0,1.6,1.4,1.7,1.2,1.7,1.0,1.7,1.0,1.0
E49390,79,E49390_79,ROSS AVE AT CENTER ST,7703,40.441923,-79.882645,"61A, 67, 69, 79, P12, P67, P69, P78",No Shelter,Bus,,2,1,3,8433,2.0,1.2,2.7,2.0,2.0,1.2,1.6,1.0,2.8,0.9
E43030,74,E43030_74,OBERLIN ST OPP LEMINGTON AVE,8441,40.466924,-79.890045,74,No Shelter,Bus,,1,2,3,8434,2.0,2.5,1.1,2.6,0.6,1.5,1.1,2.2,0.7,2.1
S35233,55,S35233_55,MOUNTAINVIEW DR AT CENTURY D,15876,40.346734,-79.95148,"55, 59",No Shelter,Bus,,2,1,3,8435,2.0,2.0,1.7,1.5,1.6,0.7,2.0,0.6,2.2,0.0
N45090,4,N45090_4,PITTVIEW AVE AT WICKLINES LN,2731,40.467122,-79.98322,4,No Shelter,Bus,No,3,0,3,8436,2.0,0.2,3.4,0.1,,,,,,
S46940,60,S46940_60,WALNUT ST AT 30TH AVE FS,10260,40.33191,-79.845092,60,No Shelter,Bus,,2,1,3,8437,2.0,1.1,2.3,1.1,2.8,0.8,2.4,1.1,1.6,1.4
E43740,67,E43740_67,OLD WILLIAM PENN HWY AT GOOD,13506,40.443669,-79.757434,"67, P12",No Shelter,Bus,,3,0,3,8438,2.0,0.1,2.6,0.2,2.9,0.2,4.0,0.3,2.8,0.7
N35900,2,N35900_2,MT ROYAL BLVD AT HOFFMAN ST,19527,40.52243,-79.960036,"2, P13",No Shelter,Bus,,2,1,3,8439,2.0,1.0,2.1,1.7,2.6,0.9,1.7,0.7,1.8,1.5
E52390,69,E52390_69,SOUTH AVE AT ELVIA WAY FS,18509,40.439015,-79.876291,"68, 69, P68, P69",No Shelter,Bus,,2,1,3,8440,2.0,0.3,2.9,0.8,0.9,0.1,1.5,1.4,1.9,0.8
N70015,7,N70015_7,EAST OHIO ST AT NASH ST FS,2090,40.453824,-79.99801,"1, 2, 4, 54, 6, 7",City of Pittsburgh,Bus,,3,0,3,8441,2.0,0.0,1.2,0.1,1.3,0.4,2.6,0.1,6.0,0.2
S01810,60,S01810_60,5TH AVE AT PIRL ST,9899,40.352972,-79.844033,"56, 60",No Shelter,Bus,,2,1,3,8442,2.0,0.9,1.6,1.3,1.8,1.0,1.5,1.1,0.9,1.1
E06140,53L,E06140_53L,BEECHWOOD BLVD AT #3825,8520,40.428256,-79.930922,"52L, 53L",No Shelter,Bus,,1,2,3,8443,2.0,2.1,0.3,2.5,0.5,1.3,0.3,1.3,0.0,0.8
S70437,44,S70437_44,CUSTER AVE AT JOSEPH ST,21547,40.394444,-79.970156,44,No Shelter,Bus,,2,1,3,8444,2.0,1.2,1.5,1.3,1.4,1.2,2.3,1.9,1.1,0.8
N35700,2,N35700_2,MT ROYAL BLVD AT DEHAVEN AVE,3332,40.55122,-79.971619,"2, P13",No Shelter,Bus,,2,1,3,8445,2.0,0.5,2.3,0.7,1.1,0.7,1.6,0.8,2.1,1.0
E70767,59,E70767_59,4TH AVE AT HAWKINS AVE,20431,40.413091,-79.880476,"59, 71, P7",Gateway,Bus,,1,2,3,8446,2.0,2.9,1.9,3.1,1.1,2.0,1.3,1.8,0.9,1.9
S40565,59,S40565_59,RICHLAND AVE AT 4TH ST FS,11006,40.349742,-79.893086,"56, 59",No Shelter,Bus,,2,1,3,8447,2.0,1.8,1.8,1.0,1.3,1.0,2.1,1.5,2.1,1.9
W09620,20,W09620_20,HWY RT 51 AT EDGETOWN APTS,2400,40.500042,-80.112095,20,No Shelter,Bus,,2,1,3,8448,2.0,1.0,1.4,1.0,1.3,1.4,1.7,1.5,1.5,1.9
E70739,74,E70739_74,STRANAHAN ST AT OAKDENE ST,8431,40.461884,-79.890722,74,No Shelter,Bus,,2,1,3,8449,1.9,1.2,1.9,0.7,1.6,0.8,2.8,1.4,1.6,1.3
S23530,Y46,S23530_Y46,HWY RT 51 AT BEALL DR,9421,40.355461,-79.979436,"51, Y46",No Shelter,Bus,,3,0,3,8450,1.9,0.2,4.1,0.2,3.8,0.2,3.3,0.4,0.6,0.0
E53150,87,E53150_87,STANTON AVE OPP STEPS FS,9270,40.477657,-79.94762,87,No Shelter,Bus,,2,1,3,8451,1.9,1.4,1.3,1.0,1.2,0.7,1.8,1.0,2.8,1.5
E36268,P76,E36268_P76,LINCOLN HWY AT ISAAC ST,11141,40.377305,-79.801196,P76,No Shelter,Bus,,3,0,3,8452,1.9,0.0,3.4,0.0,3.3,0.0,2.7,0.0,1.9,0.0
E56400,P10,E56400_P10,WASHINGTON BLVD AT SHETLAND,14571,40.460139,-79.907129,P10,No Shelter,Bus,,2,1,3,8453,1.9,0.1,1.7,0.0,0.9,0.2,1.1,0.6,2.2,2.0
W10620,21,W10620_21,ISLAND AVE OPP FRANKLIN INTE,19609,40.483325,-80.071215,21,No Shelter,Bus,,2,1,3,8454,1.9,0.7,2.8,0.5,2.7,0.3,2.4,0.5,2.5,0.5
W05921,29,W05921_29,CRENNELL AVE AT W CRAFTON AV,19635,40.436699,-80.068984,29,No Shelter,Bus,,2,1,3,8455,1.9,0.5,1.8,0.6,2.2,0.5,1.8,0.5,1.2,0.6
W22220,29,W22220_29,STEUBENVILLE PIKE AT FARMCRE,5057,40.441857,-80.203049,29,No Shelter,Bus,,3,0,3,8456,1.9,0.2,2.6,0.3,2.9,0.2,2.8,0.2,2.9,0.0
E70455,74,E70455_74,UPLAND ST OPP STERRETT ST ST,20068,40.46142,-79.892032,74,No Shelter,Bus,,1,2,3,8457,1.9,1.6,0.7,1.0,1.1,1.5,0.8,1.9,0.4,1.8
N19540,P13,N19540_P13,FERGUSON RD AT LINWOOD DR #1,3380,40.558057,-79.984943,"2, P13",No Shelter,Bus,,3,0,3,8458,1.9,0.0,3.1,0.0,2.1,0.0,2.6,0.1,3.0,0.1
E01400,71B,E01400_71B,FIFTH AVE AT #2410,2557,40.436766,-79.970267,"54, 71A, 71B, 71C, 71D, 75",No Shelter,Bus,,1,2,3,8459,1.8,1.6,1.1,2.0,1.3,2.1,0.9,2.1,0.7,0.9
X02300,38,X02300_38,BOWER HILL RD AT RALSTON PL,6412,40.386437,-80.047689,"38, 41",No Shelter,Bus,,3,0,3,8460,1.8,0.1,3.7,0.0,3.5,0.1,2.6,0.1,1.6,0.3
N35810,P13,N35810_P13,MT ROYAL BLVD AT GENESSEE AV,3354,40.517382,-79.959079,"2, P13",No Shelter,Bus,,3,0,3,8461,1.8,0.0,4.0,0.0,2.1,0.0,3.5,0.0,3.5,0.0
W04070,26,W04070_26,CHARTIERS AVE AT UNIVERSAL S,4095,40.45363,-80.060584,26,No Shelter,Bus,,2,1,3,8462,1.8,2.2,1.4,1.7,2.8,1.1,2.7,1.1,1.1,0.9
S12460,44,S12460_44,CLIMAX ST AT CURTIN AVE,6988,40.419892,-79.998964,44,No Shelter,Bus,,3,0,3,8463,1.8,0.3,2.3,0.2,3.0,0.4,4.1,1.0,3.7,0.1
W21100,20,W21100_20,STANHOPE ST AT W CARSON ST,2249,40.464134,-80.053778,"20, 21, 24",No Shelter,Bus,,2,1,3,8464,1.8,0.7,1.7,0.5,1.2,0.5,1.8,1.1,2.8,0.1
W04620,24,W04620_24,CLEVER RD AT PATRICIA PARK D,3671,40.469353,-80.101549,24,No Shelter,Bus,,2,1,3,8465,1.8,1.5,2.2,0.5,2.4,1.1,2.4,1.4,1.9,1.3
E57470,74,E57470_74,WILKINS AVE AT BEECHWOOD BLV,7642,40.444403,-79.91752,"67, 69, 74",No Shelter,Bus,,2,1,3,8466,1.8,0.8,3.9,1.2,2.9,0.9,2.0,1.3,1.1,1.1
N71328,19,N71328_019,CHURCH AVE AT ROSTREVOR PL,22595,40.510266,-80.087152,19L,No Shelter,Bus,,3,0,3,8467,1.8,0.0,4.0,0.0,3.8,0.0,3.1,0.0,4.7,0.0
E57790,74,E57790_74,WILKINS AVE OPP WORTH ST,7639,40.446756,-79.912652,"67, 69, 74",No Shelter,Bus,,3,0,3,8468,1.8,0.1,3.4,0.1,4.0,0.6,4.1,0.2,3.5,0.3
E09180,P68,E09180_P68,BRADDOCK AVE AT KEYSTONE COM,7574,40.402119,-79.831867,"59, 68, 69, P68, P69",No Shelter,Bus,,1,2,3,8469,1.8,1.8,0.9,2.1,0.2,1.8,0.2,1.0,0.1,0.8
E58665,67,E58665_67,WM PENN HWY AT OLD GATE RD,15092,40.445771,-79.855098,"67, P12, P16, P67",No Shelter,Bus,,2,1,3,8470,1.8,0.6,1.3,1.1,2.4,0.5,2.2,1.2,1.1,1.6
S24070,Y46,S24070_Y46,HWY RT 51 AT #2859,9695,40.377659,-79.987182,"Y46, Y49",No Shelter,Bus,,2,1,3,8471,1.8,0.5,2.0,0.3,1.3,0.2,2.1,0.4,2.1,1.2
E32760,57,E32760_57,JOHNSTON AVE OPP BROADVIEW D,20887,40.407169,-79.926529,"57, 93",No Shelter,Bus,,1,2,3,8472,1.7,2.6,1.4,2.4,1.0,1.4,0.8,1.3,1.8,2.2
S02990,52L,S02990_52L,8TH AVE OPP GRANT ST,10902,40.40932,-79.898685,"52L, 59, 61C",No Shelter,Bus,,2,1,3,8473,1.7,0.3,3.5,1.0,2.4,1.0,2.1,1.0,1.7,1.4
W16640,31,W16640_31,NOBLESTOWN RD AT IDLEWOOD AV,5485,40.413441,-80.07711,31,No Shelter,Bus,,1,2,3,8474,1.7,1.6,1.6,1.7,1.8,2.2,1.3,2.0,0.5,2.5
W25950,20,W25950_20,W CARSON ST AT TABOR ST,2250,40.462788,-80.052101,"20, 21, 22, 24",No Shelter,Bus,,3,0,3,8475,1.7,0.1,2.9,0.1,3.3,0.0,3.3,0.3,4.7,0.6
S49510,55,S49510_55,W 5TH AVE OPP WINDSOR ST,10943,40.348349,-79.877851,"55, 56, 59",No Shelter,Bus,,2,1,3,8476,1.7,0.9,2.1,1.1,2.2,0.7,1.9,1.4,1.7,1.5
S17690,60,S17690_60,EVANS ST AT HOSPITAL DR,18194,40.349972,-79.84958,60,No Shelter,Bus,,1,2,3,8477,1.7,1.8,1.1,1.8,0.7,2.1,1.2,2.0,0.2,2.5
S70278,59,S70278_59,WATERFRONT DR AT LOWES DRVWY,19993,40.414046,-79.902332,59,No Shelter,Bus,,2,1,3,8478,1.7,1.1,1.2,0.9,2.8,0.5,2.2,0.5,2.0,0.7
E17313,P3,E17313_P3,EAST BUSWAY AT GARAGE EMPLOY,16085,40.457519,-79.911937,"P1, P10, P12, P16, P17, P2, P3, P67, P68, P69, P7, P71, P76, P78",PAAC,Busway,,2,1,3,8479,1.7,1.0,1.4,1.5,1.5,0.4,1.9,0.5,3.5,0.4
E10130,P68,E10130_P68,BRINTON RD AT FAIRFAX RD,8051,40.421606,-79.861265,"68, P68",No Shelter,Bus,,2,1,3,8480,1.7,0.9,2.3,1.8,2.8,1.1,2.1,1.3,2.7,0.6
S70564,53L,S70564_53L,MOUNTAINVIEW DR AT POOL CITY,21465,40.345004,-79.942249,"51, 53L",No Shelter,Bus,,2,1,3,8481,1.7,1.1,1.9,0.3,2.0,0.5,2.1,0.6,0.9,0.1
N70173,91,N70173_91,PATRIOT WAY AT DELAFIELD RD,16991,40.496971,-79.89095,91,No Shelter,Bus,,3,0,3,8482,1.7,0.0,0.6,0.0,2.6,0.0,3.6,0.1,4.0,0.0
S05490,54,S05490_54,BAUSMAN ST OPP GEORGIA AVE S,2604,40.414106,-79.994996,54,City of Pittsburgh,Bus,,2,1,3,8483,1.7,0.8,1.9,0.6,1.8,0.5,3.2,0.4,1.1,1.2
E51360,64,E51360_64,SHADY AVE AT HIGHMONT RD,11098,40.449879,-79.920756,64,No Shelter,Bus,,2,1,3,8484,1.7,1.0,1.5,0.5,0.9,0.3,1.7,0.5,2.0,0.3
E59550,86,E59550_86,WOOD ST OPP SUSQUEHANNA ST,8292,40.448036,-79.883725,"71D, 86",No Shelter,Bus,,2,1,3,8485,1.7,0.5,2.6,0.6,3.0,0.4,3.0,0.8,1.8,0.7
W08700,20,W08700_20,HERBST RD AT #225,3439,40.499482,-80.116589,20,No Shelter,Bus,,2,1,3,8486,1.7,1.0,1.4,0.8,1.4,0.8,1.6,0.7,1.5,0.8
N32940,12,N32940_12,MCKNIGHT RD AT SIEBERT RD NS,18684,40.53112,-80.010397,"12, 2, O12",No Shelter,Bus,,2,1,3,8487,1.7,1.2,1.2,0.8,1.4,0.7,1.8,1.3,2.2,0.6
E28630,58,E28630_58,HAZELWOOD AVE AT #771,18963,40.41982,-79.930154,"58, 93",No Shelter,Bus,,1,2,3,8488,1.7,1.7,1.1,3.4,0.5,2.0,0.3,2.9,0.2,2.3
S70315,55,S70315_55,COAL VALLEY RD AT JEFFERSON,20576,40.322752,-79.930825,55,No Shelter,Bus,,1,2,3,8489,1.6,3.3,1.4,2.8,1.7,2.5,0.9,1.3,0.3,1.5
E07550,77,E07550_77,BIGELOW BLVD AT BLOOMFIELD B,8579,40.458883,-79.958319,77,No Shelter,Bus,,1,2,3,8490,1.6,2.8,1.4,2.1,1.3,1.7,0.8,1.0,1.3,0.6
E17306,P67,E17306_P67,EAST BUSWAY AT HERRON STATIO,8163,40.459333,-79.966598,"P1, P17, P2, P68, P71",PAAC,Busway,,2,1,3,8491,1.6,0.9,1.7,1.3,,,,,,
S21700,44,S21700_44,HABERMAN RAMP AT HARWOOD ST,4890,40.421589,-80.003709,"44, 48, 54",No Shelter,Bus,,2,1,3,8492,1.6,0.2,1.5,0.5,1.1,0.2,1.3,0.6,2.1,1.1
N71213,2,N71213_2,CORBETT CT AT CORBETT TOWERS,19910,40.547791,-80.020131,"12, 2",PAAC,Bus,,1,2,3,8493,1.6,2.4,0.8,2.6,1.5,2.4,1.1,2.3,0.9,2.6
X01950,40,X01950_40,BOGGS AVE AT WARRINGTON AVE,6718,40.415515,-80.011413,"40, 43",City of Pittsburgh,Bus,,1,2,3,8494,1.6,2.3,1.4,1.8,1.0,1.1,1.0,0.9,0.8,1.9
W24770,38,W24770_38,WASHINGTON PIKE OPP GREAT SO,5394,40.368206,-80.10293,"31, 38, G31",No Shelter,Bus,,3,0,3,8495,1.6,0.4,2.9,0.7,3.1,0.2,3.6,0.2,2.4,0.8
E17290,P69,E17290_P69,EAST BUSWAY AT HAY ST RAMP O,8153,40.442796,-79.887008,"68, 69, 71, 71C, 71D, 79, 86, P12, P16, P2, P67, P68, P69, P7, P71, P76, P78",PAAC,Busway,,1,2,3,8496,1.6,0.6,1.6,0.3,1.4,1.0,0.6,2.6,1.4,3.5
N15680,2,N15680_2,CORBETT CT OPP TOWNE TOWERS,292,40.546684,-80.020078,"12, 2",No Shelter,Bus,,1,2,3,8497,1.6,2.3,1.3,2.3,0.8,1.6,1.2,2.2,2.0,1.1
E40825,P17,E40825_P17,MT CARMEL RD AT FAYBERN DR,8963,40.46668,-79.87429,"79, P17",No Shelter,Bus,,3,0,3,8498,1.6,0.1,3.6,0.0,3.9,0.1,3.4,0.0,2.9,0.0
E01450,61B,E01450_61B,FIFTH AVE AT MOULTRIE ST FS,3147,40.438097,-79.97441,"61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D",No Shelter,Bus,,1,2,3,8499,1.6,2.1,0.9,1.9,1.4,2.0,1.7,1.9,1.5,2.2
E40110,P68,E40110_P68,MONROEVILLE BLVD OPP JAMISON,8068,40.427334,-79.788264,"68, P68",No Shelter,Bus,,3,0,3,8500,1.6,0.4,3.2,0.7,3.2,0.2,3.5,0.6,1.9,0.0
E70892,69,E70892_69,BRADDOCK AVE OPP KEYSTONE CO,40111,40.40322,-79.831194,"59, 68, 69, P68, P69",No Shelter,Bus,,2,1,3,8501,1.6,0.3,2.3,0.4,2.7,0.1,1.3,1.0,0.7,1.0
S42280,Y45,S42280_Y45,SOUTH BUSWAY AT EDGEBROOK SH,6843,40.402822,-80.002175,"Y1, Y45, Y46, Y47, Y49",PAAC,Busway,,2,1,3,8502,1.6,0.4,2.2,0.3,1.8,0.6,3.4,0.7,1.7,0.7
E32415,75,E32415_75,JANCEY ST AT #1842,9353,40.487028,-79.92514,"75, 87",No Shelter,Bus,,1,2,3,8503,1.6,1.0,1.3,2.6,1.2,2.4,1.3,2.3,0.6,0.2
E32420,75,E32420_75,JANCEY ST AT #1853,9332,40.486978,-79.925457,"75, 87",No Shelter,Bus,,2,1,3,8504,1.6,1.0,3.7,1.4,2.3,1.2,2.2,0.4,0.4,0.4
N70023,12,N70023_12,PEEBLES RD AT VINCENTIAN DRV,20896,40.557009,-80.018814,"12, 2",No Shelter,Bus,,2,1,3,8505,1.6,1.2,1.9,1.5,1.5,1.1,2.4,1.2,1.6,0.6
E70263,79,E70263_79,MT CARMEL RD AT VERONA RD,18593,40.46568,-79.865662,79,No Shelter,Bus,,2,1,3,8506,1.6,1.7,3.3,1.5,3.2,1.5,0.5,0.6,0.0,0.1
W70088,24,W70088_24,BROADWAY AVE AT 14TH ST,3688,40.475037,-80.080691,24,No Shelter,Bus,,1,2,3,8507,1.5,1.7,0.5,3.3,0.5,2.6,0.0,1.2,0.1,0.7
E32736,93,E32736_93,JOHNSTON AVE AT #857,12067,40.40616,-79.930843,"57, 93",No Shelter,Bus,,3,0,3,8508,1.5,0.2,5.1,0.6,5.0,0.8,1.9,0.0,3.5,0.0
S10460,56,S10460_56,BUTTERMILK HOLLOW RD OPP PGH,12044,40.358792,-79.908546,"53, 53L, 56",No Shelter,Bus,,1,2,3,8509,1.5,2.3,0.8,2.3,0.6,2.0,1.6,2.7,1.0,2.5
S16600,48,S16600_48,E CARSON ST OPP S 2ND ST,4842,40.430033,-79.999146,"48, 51",No Shelter,Bus,,1,2,3,8510,1.5,2.0,0.2,1.4,0.3,1.2,0.4,0.9,0.5,2.7
W10475,21,W10475_21,ISLAND AVE AT #1179,2237,40.47945,-80.067818,21,No Shelter,Bus,,2,1,3,8511,1.5,1.2,2.0,1.4,3.0,1.3,3.1,0.8,2.8,0.6
S30600,60,S30600_60,LYSLE BLVD AT CENTER ST,9916,40.352525,-79.852911,"55, 56, 59, 60, 61C, P7",No Shelter,Bus,,1,2,3,8512,1.5,1.8,1.3,1.7,0.8,1.9,0.9,1.9,0.7,1.7
E34810,74,E34810_74,LEMINGTON AVE AT WESTMORELAN,8443,40.467035,-79.893634,74,No Shelter,Bus,,1,2,3,8513,1.5,1.8,1.3,1.8,1.2,2.1,0.9,3.4,0.6,2.1
E02110,69,E02110_69,5TH ST AT CAVIT AVE,7858,40.385732,-79.76009,"69, P69",No Shelter,Bus,,3,0,3,8514,1.5,0.1,4.7,0.4,3.3,0.0,2.7,0.0,2.2,0.0
E49400,P67,E49400_P67,ROSS AVE AT COAL ST,7705,40.441056,-79.880086,"61A, 67, 69, 79, P12, P67, P69, P78",No Shelter,Bus,,2,1,3,8515,1.5,0.1,1.3,0.3,2.7,1.2,2.4,1.6,2.5,1.7
E10710,69,E10710_69,BROADWAY BLVD OPP QUARRY RD,7844,40.396552,-79.793537,"69, P69",No Shelter,Bus,,2,1,3,8516,1.5,2.3,2.0,0.5,3.4,0.9,1.8,1.1,1.2,0.8
N18590,6,N18590_6,ESSEN ST AT SUNSET AVE,2808,40.473188,-80.000719,6,No Shelter,Bus,,3,0,3,8517,1.4,0.0,1.8,0.0,2.3,0.0,3.4,0.1,5.0,0.1
E53690,79,E53690_79,SWISSVALE AVE AT HILL AVE,7619,40.443858,-79.876539,"79, P78",No Shelter,Bus,,2,1,3,8518,1.4,1.1,2.1,1.6,1.8,0.8,1.6,1.2,0.8,1.7
E35393,64,E35393_64,LIBERTY AVE AT PACIFIC AVE,1186,40.45741,-79.940825,"64, 86",No Shelter,Bus,,1,2,3,8519,1.4,3.8,0.6,1.7,0.8,1.3,0.1,1.5,0.0,0.5
S70620,55,S70620_55,STATE ST AT LOCUST AVE FS,22585,40.307419,-79.88757,55,No Shelter,Bus,,2,1,3,8520,1.4,1.2,1.9,1.2,2.1,1.8,2.4,1.6,1.6,1.3
E70209,86,E70209_86,EAST LIBERTY BLVD OPP DAHLEM,8879,40.458441,-79.91669,"74, 75, 77, 82, 86, 89",No Shelter,Bus,,1,2,3,8521,1.4,3.0,1.2,1.7,0.5,2.0,0.5,1.2,0.4,3.1
S25580,53L,S25580_53L,INTERBORO AVE OPP PLAPORT ST,11624,40.373708,-79.91188,"53, 53L",No Shelter,Bus,,3,0,3,8522,1.4,0.3,2.5,0.3,3.3,0.6,2.6,0.3,5.3,0.3
S45470,52L,S45470_52L,TEXAS AVE AT MELLON ST,11687,40.365725,-79.859194,"52L, 59",No Shelter,Bus,,3,0,3,8523,1.4,0.0,3.1,0.1,2.7,0.1,3.0,0.0,3.8,0.0
