_id,geoid,quarter,ams_bus,ams_oth,ams_res,avg_ns_bus,avg_ns_oth,avg_ns_res,avg_vac_b,avg_vac_o,avg_vac_r,bus_vac,nostat_bus,nostat_oth,nostat_res,ns_12_24_b,ns_12_24_o,ns_12_24_r,ns_24_36_b,ns_24_36_o,ns_24_36_r,ns_36_bus,ns_36_oth,ns_36_res,ns_3_6_bus,ns_3_6_oth,ns_3_6_res,ns_3_bus,ns_3_oth,ns_3_res,ns_6_12_b,ns_6_12_o,ns_6_12_r,oth_vac,pqns_is_b,pqns_is_o,pqns_is_r,pqv_is_bus,pqv_is_oth,pqv_is_res,pqv_ns_bus,pqv_ns_oth,pqv_ns_res,res_vac,vac_12_24b,vac_12_24o,vac_12_24r,vac_24_36b,vac_24_36o,vac_24_36r,vac_36_bus,vac_36_oth,vac_36_res,vac_3_6_b,vac_3_6_o,vac_3_6_r,vac_3_bus,vac_3_oth,vac_3_res,vac_6_12b,vac_6_12o,vac_6_12r,total_address_count,total_avg_vac,total_no_stat,total_pqv_pqns_is,total_vac_count,new_addr_r,new_addr_b,new_addr_o,drop_add_r,drop_add_b,drop_add_o
112631,42125722700,20-Dec,59,71,1559,3047.38,0,2192.27,0,0,0,0,24,0,196,2,0,56,3,0,10,19,0,111,0,0,10,0,0,1,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,0,220,2,0,,,,,,
112632,42007605001,20-Dec,20,22,1129,3601.71,0,2738.64,0,0,0,0,7,0,128,0,0,26,0,0,1,6,0,87,0,0,3,0,0,0,1,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,135,2,0,,,,,,
112633,42007603801,20-Dec,128,0,1452,3331,0,2882.3,4674.25,0,2010.92,51,6,0,63,0,0,3,0,0,0,6,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2,0,0,1,50,0,12,1,0,0,0,0,2,0,0,8,1580,6685,69,0,76,,,,,,
112634,42129806100,20-Dec,70,17,1147,2525.25,0,2731.6,0,0,244,0,16,0,117,0,0,13,3,0,8,11,0,85,0,0,3,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1234,244,133,0,3,,,,,,
112635,42003455000,20-Dec,54,28,700,3562.6,0,3612.56,1986.88,0,2002.84,8,5,0,32,0,0,0,0,0,1,5,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,1,0,4,0,0,1,7,0,14,0,0,0,0,0,1,0,0,5,782,3989,37,1,33,,,,,,
112636,42007605400,20-Dec,428,187,2402,2937.16,0,2538.02,3034.88,0,1900.96,17,132,0,569,5,0,5,4,0,141,123,0,421,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,110,1,0,20,1,0,15,15,0,68,0,0,2,0,0,2,0,0,3,3017,4935,701,2,127,,,,,,
112637,42129801100,20-Dec,162,73,2548,2480.91,0,2264.79,1523.1,0,1909.92,29,11,0,126,1,0,5,1,0,8,9,0,109,0,0,0,0,0,1,0,0,3,0,0,0,8,0,0,1,0,0,0,102,6,0,17,5,0,20,13,0,51,0,0,0,0,0,0,5,0,14,2783,3433,137,9,131,,,,,,
112638,42003475304,20-Dec,30,95,2333,2047,0,2120.21,0,0,1856.6,0,4,0,14,0,0,0,0,0,1,4,0,10,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2458,1856,18,0,5,,,,,,
112639,42003475200,20-Dec,95,28,2374,2317.4,0,1550.44,3928.6,0,2056.61,5,15,0,55,0,0,0,4,0,3,10,0,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,5,0,0,3,5,0,13,0,0,1,0,0,0,0,0,1,2497,5985,70,0,28,,,,,,
112640,42129800500,20-Dec,58,24,1290,0,0,1541.33,3005,0,2658.31,9,0,0,9,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,52,2,0,7,0,0,2,7,0,36,0,0,0,0,0,0,0,0,7,1372,5663,9,2,61,,,,,,
112641,42003401200,20-Dec,171,99,1784,2770.83,0,3078.71,2661.62,0,1797.42,37,23,0,143,3,0,9,1,0,8,18,0,121,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,5,0,0,0,247,9,0,26,1,0,50,25,0,118,2,0,1,0,0,6,0,0,46,2054,4459,166,5,284,,,,,,
112642,42007602602,20-Dec,30,10,1365,2339,0,2543.36,5544,0,1328,1,8,0,25,1,0,2,0,0,3,7,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,0,2,0,0,7,1,0,4,0,0,0,0,0,1,0,0,7,1405,6872,33,0,22,,,,,,
112643,42007604100,20-Dec,221,161,1622,2070.62,0,1908.43,3012.55,0,2473.62,58,21,0,94,1,0,4,1,0,12,15,0,63,2,0,8,0,0,0,2,0,7,0,0,0,0,1,0,7,0,0,0,250,5,0,29,5,0,32,46,0,154,0,0,6,0,0,4,2,0,25,2004,5486,115,8,308,,,,,,
112644,42003486800,20-Dec,90,38,1044,2913.04,0,2639.89,2929.39,0,2495.08,18,27,0,140,6,0,32,0,0,0,21,0,96,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,238,3,0,54,0,0,15,12,0,160,0,0,0,0,0,0,3,0,9,1172,5424,167,1,256,,,,,,
112645,42003451102,20-Dec,109,136,2249,2579.96,0,5087.95,2007.33,0,2746.23,9,23,0,39,0,0,0,7,0,0,16,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,0,1,1,0,7,4,0,35,0,0,1,0,0,0,3,0,3,2494,4753,62,0,56,,,,,,
112646,42003551300,20-Dec,117,29,1253,2096.18,0,3381.6,1892.78,0,1791.97,9,28,0,20,2,0,2,0,0,0,23,0,17,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,64,1,0,13,0,0,0,6,0,31,0,0,0,0,0,0,2,0,20,1399,3684,48,1,73,,,,,,
112647,42003475402,20-Dec,48,45,1323,3474,0,969.64,2430.13,0,1804.86,8,2,0,14,0,0,2,0,0,0,2,0,8,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,7,2,0,1,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1416,4234,16,1,15,,,,,,
112648,42003426700,20-Dec,100,162,1243,2807.1,0,2960.84,1408.25,0,2321.68,8,10,0,32,1,0,1,0,0,0,8,0,30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,47,0,0,6,2,0,3,6,0,34,0,0,0,0,0,1,0,0,3,1505,3729,42,0,55,,,,,,
112649,42003468900,20-Dec,138,159,2040,3476.29,0,3214.15,3579.14,0,3206,14,7,0,66,0,0,0,0,0,12,7,0,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,1,0,0,17,11,0,45,0,0,4,0,0,0,0,0,0,2337,6785,73,0,81,,,,,,
112650,42003460001,20-Dec,68,45,2182,1104.09,0,2145,1126.8,0,911.36,5,11,0,57,3,0,22,1,0,5,4,0,28,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,11,1,0,6,1,0,1,1,0,4,0,0,0,0,0,0,2,0,0,2295,2038,68,0,16,,,,,,
112651,42003471000,20-Dec,51,37,714,3772.6,0,2517.52,2294.8,0,3204.24,5,5,0,31,0,0,6,1,0,9,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,3,0,0,12,2,0,27,0,0,0,0,0,0,0,0,0,802,5499,36,0,47,,,,,,
112652,42003070800,20-Dec,120,192,1859,1956.67,0,2917.44,420,0,3569.75,2,15,0,45,0,0,3,0,0,0,15,0,40,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2171,3989,60,0,10,,,,,,
112653,42003562400,20-Dec,57,20,1640,3314.89,0,3746.63,4195.86,0,2729.37,7,9,0,307,1,0,27,1,0,0,7,0,278,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,216,1,0,66,0,0,0,6,0,139,0,0,5,0,0,1,0,0,5,1717,6925,316,3,223,,,,,,
112654,42003261200,20-Dec,4,10,515,1108,0,3134.25,0,0,2632.5,0,1,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,529,2632,5,0,10,,,,,,
112655,42003270300,20-Dec,26,50,1043,4157.8,0,3929.36,651,0,1417.26,1,5,0,77,0,0,3,0,0,2,5,0,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,57,1,0,27,0,0,1,0,0,19,0,0,4,0,0,1,0,0,5,1119,2068,82,2,58,,,,,,
112656,42003120700,20-Dec,45,29,598,2065.9,0,2946.46,1426.75,0,4150.86,4,10,0,114,1,0,14,0,0,0,7,0,97,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,50,3,0,5,0,0,0,1,0,43,0,0,0,0,0,1,0,0,1,672,5577,124,0,54,,,,,,
112657,42003140100,20-Dec,28,29,1094,3728,0,4238,0,0,1601.2,0,15,0,23,1,0,1,0,0,1,12,0,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1151,1601,38,0,15,,,,,,
112658,42003561600,20-Dec,24,73,1085,3634.5,0,4475.82,2444,0,2471.98,2,4,0,51,0,0,0,0,0,0,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,0,23,0,0,0,1,0,80,0,0,6,0,0,0,0,0,3,1182,4915,55,0,114,,,,,,
112659,42003050600,20-Dec,23,110,1282,2185,0,3623.08,3830,0,3702.67,4,5,0,182,0,0,0,1,0,28,3,0,138,0,0,3,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,3,4,0,96,0,0,2,0,0,0,0,0,5,1415,7532,187,0,110,,,,,,
112660,42003020100,20-Dec,4860,489,5469,2956.19,0,1794.98,929.55,0,1383.08,520,1464,0,2000,70,0,108,58,0,14,1269,0,1449,15,0,102,2,0,327,50,0,0,0,0,0,0,1,0,0,0,0,0,39,15,0,4,31,0,3,149,0,13,123,0,11,0,0,4,202,0,4,10818,2312,3464,1,559,,,,,,
112661,42003130600,20-Dec,67,68,1665,3720.19,0,2167.48,2810.14,0,2978.51,7,16,0,165,0,0,0,0,0,1,13,0,66,3,0,67,0,0,0,0,0,31,0,0,0,1,0,0,7,0,0,0,130,0,0,18,3,0,5,4,0,87,0,0,6,0,0,0,0,0,14,1800,5788,181,8,137,,,,,,
112662,42003191600,20-Dec,81,85,2102,1431.1,0,2482.44,3251.67,0,2961.21,3,10,0,39,2,0,0,0,0,0,5,0,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,5,0,0,0,3,0,81,0,0,0,0,0,0,0,0,8,2268,6212,49,0,97,,,,,,
112663,42003477200,20-Dec,71,12,2050,1686.33,0,2376.25,4947.22,0,2028.23,9,9,0,4,2,0,1,2,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,9,0,7,0,0,0,0,0,1,0,0,5,2133,6975,13,0,22,,,,,,
112664,42003473402,20-Dec,28,29,1456,3834,0,3032.5,0,0,1756.86,0,3,0,6,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,0,2,0,0,11,0,0,0,0,0,1,0,0,4,1513,1756,9,0,21,,,,,,
112665,42003020300,20-Dec,604,164,1542,1449.51,0,732.03,1007.34,0,1206.22,35,175,0,235,20,0,1,36,0,141,69,0,12,14,0,14,18,0,43,18,0,24,0,4,0,0,0,0,0,0,0,0,41,3,0,2,3,0,2,15,0,20,5,0,6,7,0,10,2,0,1,2310,2213,410,4,76,,,,,,
112666,42003030500,20-Dec,90,193,1763,2165.73,0,1623.44,2814.83,0,2547.57,6,22,0,266,1,0,18,1,0,12,15,0,181,1,0,0,0,0,1,4,0,54,0,0,0,0,0,0,0,0,0,0,46,1,0,5,1,0,3,4,0,30,0,0,5,0,0,3,0,0,0,2046,5362,288,0,52,,,,,,
112667,42003480400,20-Dec,21,19,2348,3955,0,3343.07,0,0,1418.54,0,2,0,14,0,0,2,0,0,0,2,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,26,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,2388,1418,16,1,26,,,,,,
112668,42003434000,20-Dec,33,38,821,0,0,3964.72,3418.5,0,2440.87,2,0,0,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,2,0,10,0,0,0,0,0,0,0,0,4,892,5859,29,0,17,,,,,,
112669,42003524000,20-Dec,169,94,1316,1926.39,0,2852.8,1848.2,0,1818.61,10,23,0,49,1,0,1,0,0,0,19,0,45,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,109,1,0,11,0,0,1,7,0,75,0,0,1,0,0,0,2,0,21,1579,3666,72,2,119,,,,,,
112670,42003521500,20-Dec,323,52,2078,2571,0,458.64,2635.93,0,1643.8,29,51,0,98,3,0,7,0,0,0,48,0,3,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,20,8,0,2,0,0,1,21,0,6,0,0,0,0,0,0,0,0,11,2453,4279,149,0,49,,,,,,
112671,42003090200,20-Dec,95,64,1684,2877.92,0,3577.52,916.41,0,1923.35,17,13,0,171,0,0,2,1,0,7,12,0,160,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,2,0,11,0,0,1,6,0,34,0,0,0,0,0,5,9,0,4,1843,2839,184,0,72,,,,,,
112672,42003523300,20-Dec,83,30,1859,3775,0,3727.53,2906.2,0,1692.02,10,3,0,15,0,0,2,0,0,0,2,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,13,0,0,6,7,0,24,0,0,0,0,0,1,0,0,5,1972,4598,18,0,59,,,,,,
112673,42003459102,20-Dec,64,6,2702,2966.44,0,1660.62,3741,0,1568.13,3,9,0,120,1,0,0,1,0,15,5,0,47,2,0,56,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,8,1,0,0,0,0,2,2,0,4,0,0,0,0,0,1,0,0,1,2772,5309,129,2,11,,,,,,
112674,42003474203,20-Dec,75,20,1764,2523.2,0,2219.69,1415,0,2584.38,10,10,0,26,0,0,0,0,0,2,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,1,5,0,7,0,0,0,0,0,0,0,0,0,1859,3999,36,0,18,,,,,,
112675,42003477100,20-Dec,155,13,1823,4559,0,512.67,4346.67,0,2020,6,64,0,70,0,0,8,0,0,1,64,0,3,0,0,0,0,0,0,0,0,58,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2,1991,6366,134,10,9,,,,,,
112676,42003412002,20-Dec,179,2,2310,3321.92,0,3269.99,0,0,497.71,0,159,0,409,0,0,6,0,0,1,159,0,400,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2491,497,568,0,7,,,,,,
112677,42003526202,20-Dec,212,90,2109,3256.21,0,2921.72,2114.6,0,1607.75,5,42,0,43,2,0,14,1,0,1,36,0,26,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,4,0,0,4,4,0,18,0,0,1,0,0,3,0,0,6,2411,3722,85,0,41,,,,,,
112678,42003320700,20-Dec,71,14,783,3878.81,0,3326.58,1651,0,1399.5,6,16,0,19,1,0,2,0,0,0,14,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,2,0,0,3,3,0,12,0,0,0,0,0,2,0,0,3,868,3050,35,0,28,,,,,,
112679,42051262900,20-Dec,87,165,1897,3211.39,0,2683.94,2676.33,0,1591.43,3,18,0,266,4,0,35,0,0,12,14,0,188,0,0,5,0,0,2,0,0,24,0,0,0,7,0,0,0,0,0,0,7,1,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0,1,2149,4267,284,7,10,,,,,,
112680,42111021800,20-Dec,114,23,1724,2827.08,0,3268.08,0,0,431.45,0,24,0,183,0,0,5,2,0,2,18,0,160,0,0,2,0,0,3,4,0,11,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,16,1861,431,207,2,20,,,,,,
112681,42051261300,20-Dec,50,60,1652,3411.72,0,3125.72,0,0,235.22,0,18,0,241,1,0,18,1,0,6,16,0,197,0,0,8,0,0,1,0,0,11,0,0,0,0,0,0,2,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1762,235,259,2,9,,,,,,
112682,42129804702,20-Dec,108,17,2305,2156.17,0,3042.57,385,0,1464.56,1,23,0,75,4,0,13,5,0,13,11,0,48,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,55,1,0,17,0,0,13,0,0,20,0,0,1,0,0,2,0,0,2,2430,1849,98,1,56,,,,,,
112683,42129803902,20-Dec,78,153,1714,1826.36,0,3438.52,1545.43,0,1446.55,7,14,0,77,1,0,7,8,0,20,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114,0,0,6,1,0,41,5,0,57,0,0,1,0,0,1,1,0,8,1945,2991,91,1,121,,,,,,
112684,42125771200,20-Dec,145,46,1705,3254.64,0,3330.52,2099.5,0,1559.79,2,25,0,63,1,0,2,1,0,0,23,0,50,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,14,1,0,2,0,0,1,1,0,7,0,0,0,0,0,1,0,0,3,1896,3659,88,0,16,,,,,,
112685,42125751100,20-Dec,104,52,2520,3787.7,0,3001.34,1471.27,0,1588.51,11,10,0,88,0,0,12,1,0,10,9,0,60,0,0,5,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,110,1,0,3,0,0,24,5,0,37,5,0,27,0,0,2,0,0,17,2676,3059,98,9,121,,,,,,
112686,42125746100,20-Dec,266,41,2384,2223.97,0,1769.8,1393.92,0,1240.62,24,32,0,40,11,0,4,2,0,2,19,0,17,0,0,0,0,0,7,0,0,10,0,0,0,1,0,0,0,0,0,0,13,11,0,4,3,0,4,9,0,3,0,0,0,0,0,0,1,0,2,2691,2634,72,1,37,,,,,,
112687,42125745100,20-Dec,283,55,4162,2565.39,0,2394.12,0,0,1357.86,0,51,0,157,3,0,11,9,0,17,36,0,99,0,0,8,0,0,1,3,0,21,0,0,0,0,0,0,0,0,0,0,29,0,0,7,0,0,5,0,0,12,0,0,0,0,0,0,0,0,5,4500,1357,208,0,29,,,,,,
112688,42129803502,20-Dec,248,15,2218,3141.61,0,3211.87,2610,0,1211,3,167,0,489,3,0,5,0,0,0,163,0,481,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,2,2,0,7,0,0,0,0,0,0,0,0,7,2481,3821,656,0,19,,,,,,
112689,42129803000,20-Dec,244,220,3062,3699.07,0,4678.24,1446.17,0,1197.88,6,27,0,547,0,0,3,0,0,18,27,0,524,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,90,2,0,7,0,0,29,2,0,28,0,0,0,0,0,1,2,0,25,3526,2644,574,0,96,,,,,,
112690,42129803100,20-Dec,166,34,1820,3110.22,0,2413.38,1593.09,0,2092.83,11,27,0,99,1,0,12,2,0,19,24,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,5,0,9,4,0,16,0,0,0,0,0,0,2,0,4,2020,3685,126,0,41,,,,,,
112691,42129807800,20-Dec,142,54,2054,3505.1,0,3520.36,1619,0,1015.76,1,41,0,204,1,0,10,1,0,10,34,0,168,4,0,6,0,0,3,1,0,7,0,0,0,6,0,0,1,0,0,0,34,0,0,10,0,0,1,1,0,13,0,0,1,0,0,0,0,0,9,2250,2634,245,7,35,,,,,,
112692,42047950500,20-Dec,100,68,1389,2050.9,0,1622.67,959.45,0,643.6,11,31,0,231,1,0,40,1,0,5,29,0,156,0,0,0,0,0,0,0,0,30,0,1,0,2,0,0,0,0,0,0,57,7,0,30,2,0,1,2,0,7,0,0,1,0,0,0,0,0,18,1557,1603,262,3,68,,,,,,
112693,42063961800,20-Dec,30,4,667,3212.81,0,2469.28,0,0,0,0,16,0,106,2,0,11,0,0,8,14,0,75,0,0,2,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,122,0,0,,,,,,
112694,42065950600,20-Dec,188,32,2479,2365.63,0,2085.03,0,0,0,0,40,0,347,2,0,35,4,0,40,29,0,227,0,0,11,0,0,8,5,0,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699,0,387,3,0,,,,,,
112695,42063960100,20-Dec,60,1,1563,2825.4,0,2939.68,0,0,90,0,20,0,304,3,0,21,1,0,17,14,0,234,1,0,17,0,0,2,1,0,13,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1624,90,324,2,1,,,,,,
112696,42021011700,20-Dec,21,152,655,4172.57,0,2405.62,0,0,0,0,7,0,77,0,0,8,1,0,5,6,0,51,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,84,0,0,,,,,,
112697,42021013500,20-Dec,53,46,1448,2768.65,0,2351.63,669,0,1510.32,2,20,0,306,0,0,34,6,0,99,12,0,148,0,0,0,0,0,0,2,0,25,0,0,0,1,0,0,1,0,0,0,76,1,0,7,1,0,20,0,0,38,0,0,0,0,0,0,0,0,11,1547,2179,326,2,78,,,,,,
112698,42021012600,20-Dec,315,165,1828,2675,0,1933.32,1062,0,1181.29,21,65,0,78,5,0,1,11,0,17,45,0,46,1,0,0,0,0,0,3,0,14,0,0,0,1,0,0,1,0,0,0,127,1,0,24,5,0,11,8,0,50,0,0,1,0,0,6,7,0,35,2308,2243,143,2,148,,,,,,
112699,42021010500,20-Dec,88,138,1961,3859,0,2933.32,1303.75,0,1637.78,4,20,0,124,0,0,15,2,0,7,18,0,97,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,105,0,0,13,1,0,12,3,0,58,0,0,2,0,0,2,0,0,18,2187,2941,144,2,109,,,,,,
112700,42021010700,20-Dec,294,31,1501,2961.73,0,2725.66,932,0,1041.16,1,103,0,113,13,0,13,7,0,11,78,0,76,0,0,0,0,0,8,5,0,5,0,1,0,3,0,0,1,0,0,0,25,0,0,4,1,0,6,0,0,9,0,0,0,0,0,0,0,0,6,1826,1973,216,5,26,,,,,,
112701,42063961200,20-Dec,83,50,1492,2937.28,0,2558.52,2931,0,1020.38,1,18,0,50,3,0,10,0,0,1,15,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,6,0,0,1,1,0,18,0,0,0,0,0,2,0,0,18,1625,3951,68,0,46,,,,,,
112702,42031160500,20-Dec,34,97,1206,3160.33,0,2191.94,0,0,0,0,9,0,193,0,0,7,1,0,15,7,0,149,1,0,7,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337,0,202,0,0,,,,,,
112703,42019911502,20-Dec,93,56,1905,3010.04,0,2396.93,0,0,0,0,24,0,164,2,0,16,1,0,12,19,0,120,0,0,0,1,0,10,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054,0,188,2,0,,,,,,
112704,42019911100,20-Dec,104,122,2235,2735.9,0,2537.31,0,0,4055,0,20,0,180,1,0,11,0,0,8,19,0,145,0,0,4,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2461,4055,200,1,1,,,,,,
112705,42019902900,20-Dec,66,13,980,3724.75,0,2128.58,679,0,2352.19,2,4,0,31,0,0,6,0,0,1,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,6,1,0,0,0,0,12,0,0,0,0,0,0,0,0,3,1059,3031,35,0,23,,,,,,
112706,42073010100,20-Dec,73,17,1773,2903.3,0,2414.9,0,0,97,0,20,0,191,4,0,13,0,0,13,16,0,139,0,0,7,0,0,3,0,0,16,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1863,97,211,3,3,,,,,,
112707,42085033100,20-Dec,151,57,2074,1831.32,0,2360.94,0,0,97,0,66,0,267,9,0,12,0,0,20,33,0,187,1,0,2,0,0,6,23,0,40,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2282,97,333,2,8,,,,,,
112708,42005951100,20-Dec,372,337,2167,2766.93,0,2288.65,2626.05,0,1797.05,59,85,0,102,9,0,2,1,0,3,75,0,95,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,233,0,0,31,11,0,22,41,0,144,0,0,0,0,0,4,7,0,32,2876,4423,187,0,292,,,,,,
112709,42085031100,20-Dec,66,63,768,2014.31,0,1961.6,2388.29,0,1991.27,7,13,0,10,1,0,0,2,0,1,8,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77,3,0,9,1,0,1,3,0,33,0,0,0,0,0,0,0,0,34,897,4379,23,1,84,,,,,,
112710,42123971100,20-Dec,71,19,1563,1899.62,0,1863.5,3328.83,0,2488.33,6,13,0,201,1,0,10,2,0,14,9,0,157,0,0,3,1,0,6,0,0,11,0,0,0,3,0,0,0,0,0,0,18,0,0,1,0,0,0,5,0,11,1,0,1,0,0,1,0,0,4,1653,5817,214,3,24,,,,,,
112711,42121201100,20-Dec,62,14,2073,2047.62,0,1823.4,0,0,2338.25,0,13,0,223,2,0,17,2,0,27,8,0,137,0,0,20,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,36,0,0,7,0,0,3,0,0,21,0,0,0,0,0,1,0,0,4,2149,2338,236,0,36,,,,,,
112712,42073000800,20-Dec,60,52,1963,1265.17,0,1722.02,2666.33,0,1773.23,9,6,0,65,3,0,7,1,0,13,2,0,41,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,139,0,0,2,2,0,47,6,0,72,0,0,2,0,0,0,1,0,16,2075,4439,71,4,148,,,,,,
