geo_id_tract,numsales,year,numparcels,parcels-sales
42003413300,44,2021,1721,39.1
42003413400,36,2021,1600,44.4
42003413500,52,2021,1588,30.5
42003414101,67,2021,1923,28.7
42003414102,74,2021,2299,31.1
42003414200,66,2021,2109,32.0
42003415001,45,2021,1513,33.6
42003415002,33,2021,951,28.8
42003416000,17,2021,592,34.8
42003417100,27,2021,871,32.3
42003417200,12,2021,415,34.6
42003418000,25,2021,777,31.1
42003419000,28,2021,1121,40.0
42003420000,18,2021,492,27.3
42003421100,45,2021,1512,33.6
42003421200,43,2021,1687,39.2
42003422000,74,2021,1908,25.8
42003423000,24,2021,857,35.7
42003424000,18,2021,1025,56.9
42003425000,27,2021,1226,45.4
42003426300,61,2021,2458,40.3
42003426400,39,2021,1783,45.7
42003426700,22,2021,841,38.2
42003426800,58,2021,2095,36.1
42003427000,35,2021,1266,36.2
42003427100,49,2021,2238,45.7
42003427200,39,2021,1885,48.3
42003428100,8,2021,510,63.8
42003428200,23,2021,920,40.0
42003429100,37,2021,867,23.4
42003429201,31,2021,1347,43.5
42003429202,33,2021,1529,46.3
42003429300,55,2021,2061,37.5
42003429400,59,2021,1794,30.4
42003429500,32,2021,862,26.9
42003429600,40,2021,1124,28.1
42003429700,34,2021,1026,30.2
42003430100,36,2021,775,21.5
42003430200,41,2021,1554,37.9
42003431100,28,2021,805,28.8
42003431400,25,2021,562,22.5
42003431500,17,2021,678,39.9
42003432300,18,2021,558,31.0
42003432400,19,2021,752,39.6
42003434000,22,2021,650,29.5
42003435000,20,2021,799,40.0
42003437000,73,2021,2117,29.0
42003439000,9,2021,552,61.3
42003445500,33,2021,1126,34.1
42003446000,18,2021,621,34.5
42003447000,10,2021,589,58.9
42003448000,12,2021,490,40.8
42003449000,35,2021,900,25.7
42003450700,32,2021,1090,34.1
42003450800,45,2021,877,19.5
42003451101,35,2021,1194,34.1
42003451102,26,2021,1277,49.1
42003451104,27,2021,1343,49.7
42003451105,49,2021,988,20.2
42003451300,82,2021,2821,34.4
42003452000,65,2021,2196,33.8
42003453003,14,2021,627,44.8
42003453004,73,2021,1890,25.9
42003455000,13,2021,578,44.5
42003456001,63,2021,1488,23.6
42003456003,132,2021,2776,21.0
42003456004,56,2021,1379,24.6
42003457100,14,2021,459,32.8
42003457200,48,2021,1338,27.9
42003458000,103,2021,2962,28.8
42003459101,13,2021,618,47.5
42003459102,65,2021,2016,31.0
42003459201,50,2021,1628,32.6
42003460001,44,2021,1723,39.2
42003460002,27,2021,1359,50.3
42003461000,16,2021,373,23.3
42003462100,32,2021,1015,31.7
42003462600,56,2021,1428,25.5
42003463900,34,2021,990,29.1
42003464300,28,2021,1155,41.3
42003464400,32,2021,946,29.6
42003465600,23,2021,629,27.3
42003465800,50,2021,1175,23.5
42003468700,13,2021,658,50.6
42003468800,49,2021,968,19.8
42003468900,39,2021,1104,28.3
42003469000,60,2021,1925,32.1
42003470300,45,2021,1312,29.2
42003470400,43,2021,1290,30.0
42003470501,15,2021,408,27.2
42003470502,23,2021,1037,45.1
42003470600,28,2021,954,34.1
42003471000,21,2021,520,24.8
42003472100,29,2021,768,26.5
42003472200,21,2021,715,34.0
42003472300,23,2021,627,27.3
42003472400,25,2021,742,29.7
42003473100,48,2021,1491,31.1
42003473200,25,2021,763,30.5
42003473300,62,2021,1955,31.5
42003473401,21,2021,1037,49.4
42003473402,26,2021,1094,42.1
42003473500,34,2021,1269,37.3
42003473601,37,2021,1329,35.9
42003473602,50,2021,1502,30.0
42003474101,38,2021,1375,36.2
42003474102,39,2021,1339,34.3
42003474201,30,2021,845,28.2
42003474202,74,2021,1619,21.9
42003474203,78,2021,1664,21.3
42003475101,40,2021,1347,33.7
42003475102,20,2021,677,33.9
42003475200,51,2021,1958,38.4
42003475301,44,2021,1518,34.5
42003475303,53,2021,1549,29.2
42003475304,35,2021,1599,45.7
42003475401,33,2021,1465,44.4
42003475402,29,2021,1084,37.4
42003476100,38,2021,1321,34.8
42003476200,44,2021,1280,29.1
42003477100,69,2021,1679,24.3
42003477200,67,2021,1621,24.2
42003477300,68,2021,1853,27.3
42003478100,63,2021,1358,21.6
42003478200,103,2021,2044,19.8
42003479000,25,2021,893,35.7
42003480101,47,2021,1120,23.8
42003480102,37,2021,1241,33.5
42003480200,43,2021,1338,31.1
42003480300,38,2021,1395,36.7
42003480400,63,2021,2071,32.9
42003481000,38,2021,1135,29.9
42003482500,21,2021,840,40.0
42003483800,24,2021,943,39.3
42003484300,51,2021,1291,25.3
42003484500,71,2021,2106,29.7
42003484600,31,2021,794,25.6
42003485000,21,2021,533,25.4
42003486700,15,2021,626,41.7
42003486800,20,2021,722,36.1
42003486900,22,2021,686,31.2
42003487000,26,2021,596,22.9
42003488100,24,2021,978,40.8
42003488200,34,2021,1237,36.4
42003488300,22,2021,804,36.5
42003488400,45,2021,1682,37.4
42003488500,28,2021,1050,37.5
42003488600,47,2021,1932,41.1
42003489001,60,2021,1567,26.1
42003489002,58,2021,1383,23.8
42003490002,51,2021,1622,31.8
42003490003,42,2021,1326,31.6
42003490004,56,2021,1711,30.6
42003491101,64,2021,2282,35.7
42003491200,21,2021,698,33.2
42003492700,37,2021,938,25.4
42003492800,36,2021,1138,31.6
42003492900,30,2021,1195,39.8
42003494000,14,2021,513,36.6
42003495000,20,2021,1124,56.2
42003496101,28,2021,1262,45.1
42003496102,42,2021,1780,42.4
42003496200,43,2021,2132,49.6
42003497000,9,2021,424,47.1
42003498000,25,2021,1077,43.1
42003499300,18,2021,709,39.4
42003499400,41,2021,1024,25.0
42003500300,56,2021,1655,29.6
42003501000,12,2021,534,44.5
42003503002,72,2021,2361,32.8
42003504100,61,2021,1808,29.6
42003507000,38,2021,816,21.5
42003508000,24,2021,605,25.2
42003509400,51,2021,1445,28.3
42003510000,24,2021,514,21.4
42003512000,30,2021,824,27.5
42003512800,13,2021,614,47.2
42003512900,10,2021,557,55.7
42003513800,17,2021,685,40.3
42003514000,7,2021,510,72.9
42003515100,34,2021,929,27.3
42003515200,21,2021,618,29.4
42003515300,21,2021,584,27.8
42003515401,36,2021,859,23.9
42003516100,16,2021,556,34.8
42003516200,13,2021,609,46.8
42003517000,19,2021,642,33.8
42003518001,54,2021,1449,26.8
42003519000,50,2021,1474,29.5
42003520001,41,2021,1251,30.5
42003520002,55,2021,1237,22.5
42003521100,49,2021,1862,38.0
42003521200,58,2021,1302,22.4
42003521301,30,2021,1012,33.7
42003521302,48,2021,1117,23.3
42003521401,29,2021,945,32.6
42003521402,61,2021,1562,25.6
42003521500,47,2021,1542,32.8
42003522000,37,2021,1020,27.6
42003523100,62,2021,1871,30.2
42003523200,70,2021,1657,23.7
42003523300,73,2021,1694,23.2
42003523400,80,2021,2017,25.2
42003523501,72,2021,1885,26.2
42003523502,30,2021,639,21.3
42003523600,83,2021,1893,22.8
42003523701,56,2021,1728,30.9
42003523702,68,2021,1821,26.8
42003523800,83,2021,2002,24.1
42003524000,25,2021,795,31.8
42003525100,37,2021,826,22.3
42003525200,31,2021,579,18.7
42003525300,23,2021,744,32.3
42003526101,87,2021,2441,28.1
42003526102,20,2021,773,38.7
42003526201,34,2021,1403,41.3
42003526202,56,2021,1655,29.6
42003526301,52,2021,1517,29.2
42003526302,34,2021,1461,43.0
42003550900,22,2021,632,28.7
42003551200,28,2021,1080,38.6
42003551300,34,2021,1111,32.7
42003551900,2,2021,265,132.5
42003552000,25,2021,1040,41.6
42003552100,1,2021,170,170.0
42003552200,9,2021,464,51.6
42003552300,24,2021,1056,44.0
42003552400,41,2021,1292,31.5
42003560400,2,2021,181,90.5
42003560500,18,2021,603,33.5
42003560600,6,2021,248,41.3
42003561000,5,2021,480,96.0
42003561100,3,2021,403,134.3
42003561200,5,2021,389,77.8
42003561400,57,2021,1382,24.2
42003561500,30,2021,959,32.0
42003561600,24,2021,756,31.5
42003561700,11,2021,296,26.9
42003561900,12,2021,791,65.9
42003562000,5,2021,164,32.8
42003562300,28,2021,1106,39.5
42003562400,32,2021,1257,39.3
42003562500,37,2021,1067,28.8
42003562600,32,2021,1057,33.0
42003562700,5,2021,98,19.6
42003562800,18,2021,501,27.8
42003562900,28,2021,849,30.3
42003563000,19,2021,935,49.2
42003563100,43,2021,1413,32.9
42003563200,28,2021,670,23.9
42003563300,8,2021,548,68.5
42003563800,33,2021,1332,40.4
42003563900,56,2021,1661,29.7
42003564000,76,2021,1982,26.1
42003564100,7,2021,371,53.0
42003564200,19,2021,817,43.0
42003564400,70,2021,2369,33.8
42003564500,30,2021,1205,40.2
42003980500,1,2021,13,13.0
42003981800,0,2021,17,
42007604800,0,2021,,
42125746100,1,2021,,0.0
42125746302,0,2021,,
42125771100,0,2021,,
42125771200,0,2021,,
42129802101,0,2021,,
