geo_id_tract,2020
42003010300,0
42003020100,2
42003020300,0
42003030500,0
42003040200,0
42003040400,0
42003040500,1
42003040600,0
42003040900,0
42003050100,1
42003050600,4
42003050900,1
42003051000,0
42003060300,1
42003060500,0
42003070300,0
42003070500,0
42003070600,0
42003070800,0
42003070900,0
42003080200,0
42003080400,1
42003080600,0
42003080700,0
42003080900,0
42003090100,0
42003090200,1
42003090300,0
42003100500,0
42003101100,2
42003101400,0
42003101600,0
42003101700,2
42003101800,1
42003110200,1
42003110600,0
42003111300,2
42003111400,1
42003111500,1
42003120300,2
42003120400,1
42003120700,1
42003120800,0
42003130100,1
42003130200,0
42003130300,4
42003130400,1
42003130600,2
42003140100,0
42003140200,1
42003140300,0
42003140400,0
42003140500,0
42003140600,0
42003140800,0
42003141000,0
42003141100,0
42003141300,0
42003141400,0
42003151600,0
42003151700,2
42003160800,4
42003160900,0
42003170200,1
42003170600,2
42003180300,0
42003180700,1
42003190300,0
42003191100,1
42003191400,0
42003191500,0
42003191600,2
42003191700,1
42003191800,2
42003191900,1
42003192000,4
42003202200,2
42003202300,4
42003210700,1
42003220600,0
42003240600,3
42003241200,0
42003250300,1
42003250700,0
42003250900,3
42003260200,3
42003260700,0
42003261200,0
42003261400,2
42003261500,0
42003262000,2
42003270100,3
42003270300,2
42003270400,1
42003270800,1
42003271500,0
42003281400,1
42003281500,2
42003290100,3
42003290200,6
42003290400,3
42003300100,2
42003310200,1
42003310300,0
42003320400,0
42003320600,0
42003320700,0
42003401100,2
42003401200,4
42003401300,4
42003402000,3
42003403500,4
42003404000,3
42003405000,0
42003406000,2
42003407001,0
42003407002,2
42003408001,0
42003408002,1
42003409000,9
42003410000,0
42003411000,2
42003412001,2
42003412002,1
42003413100,0
42003413201,0
42003413202,0
42003413300,1
42003413400,0
42003413500,2
42003414101,0
42003414102,2
42003414200,0
42003415001,2
42003415002,0
42003416000,2
42003417100,2
42003417200,1
42003418000,1
42003419000,1
42003420000,1
42003421100,1
42003421200,1
42003422000,1
42003423000,0
42003424000,0
42003425000,3
42003426300,0
42003426400,2
42003426700,2
42003426800,1
42003427000,2
42003427100,0
42003427200,4
42003428100,1
42003428200,0
42003429100,2
42003429201,0
42003429202,0
42003429300,3
42003429400,1
42003429500,1
42003429600,1
42003429700,2
42003430100,2
42003430200,2
42003431100,3
42003431400,3
42003431500,1
42003432300,0
42003432400,2
42003434000,1
42003435000,3
42003437000,0
42003439000,0
42003445500,0
42003446000,1
42003447000,1
42003448000,1
42003449000,5
42003450700,0
42003450800,1
42003451101,1
42003451102,0
42003451104,0
42003451105,2
42003451300,2
42003452000,2
42003453003,1
42003453004,2
42003455000,1
42003456001,1
42003456003,2
42003456004,1
42003457100,2
42003457200,1
42003458000,3
42003459101,1
42003459102,1
42003459201,2
42003459202,0
42003460001,0
42003460002,1
42003461000,1
42003462100,2
42003462600,8
42003463900,0
42003464300,2
42003464400,1
42003465600,0
42003465800,1
42003468700,1
42003468800,0
42003468900,0
42003469000,5
42003470300,2
42003470400,0
42003470501,1
42003470502,0
42003470600,4
42003471000,1
42003472100,1
42003472200,2
42003472300,0
42003472400,0
42003473100,4
42003473200,0
42003473300,1
42003473401,0
42003473402,1
42003473500,0
42003473601,0
42003473602,1
42003474101,1
42003474102,0
42003474201,0
42003474202,0
42003474203,1
42003475101,2
42003475102,0
42003475200,5
42003475301,0
42003475303,1
42003475304,1
42003475401,2
42003475402,1
42003476100,5
42003476200,5
42003477100,0
42003477200,0
42003477300,3
42003478100,6
42003478200,5
42003479000,0
42003480101,3
42003480102,3
42003480200,1
42003480300,1
42003480400,2
42003481000,7
42003482500,1
42003483800,2
42003484300,2
42003484500,1
42003484600,1
42003485000,2
42003486700,1
42003486800,2
42003486900,0
42003487000,1
42003488100,1
42003488200,0
42003488300,0
42003488400,4
42003488500,3
42003488600,5
42003489001,1
42003489002,1
42003490002,3
42003490003,0
42003490004,5
42003491101,2
42003491200,0
42003492700,0
42003492800,1
42003492900,4
42003494000,1
42003495000,0
42003496101,1
42003496102,2
42003496200,8
42003497000,1
42003498000,4
42003499300,2
42003499400,2
42003500300,7
42003501000,1
42003503002,3
42003504100,1
42003507000,1
42003508000,3
42003509400,0
42003510000,0
42003512000,1
42003512800,0
42003512900,0
42003513800,0
42003514000,0
42003515100,3
42003515200,1
42003515300,1
42003515401,0
42003516100,1
42003516200,0
42003517000,1
42003518001,1
42003519000,2
42003520001,1
42003520002,2
42003521100,4
42003521200,3
42003521301,3
42003521302,2
42003521401,1
42003521402,3
42003521500,2
42003522000,5
42003523100,7
42003523200,6
42003523300,6
42003523400,8
42003523501,7
42003523502,3
42003523600,6
42003523701,4
42003523702,5
42003523800,2
42003524000,1
42003525100,0
42003525200,0
42003525300,1
42003526101,4
42003526102,3
42003526201,4
42003526202,1
42003526301,3
42003526302,2
42003550900,1
42003551200,2
42003551300,1
42003551900,0
42003552000,3
42003552100,0
42003552200,2
42003552300,3
42003552400,4
42003560400,1
42003560500,0
42003560600,0
42003561000,1
42003561100,2
42003561200,2
42003561400,6
42003561500,3
42003561600,1
42003561700,1
42003561900,0
42003562000,1
42003562300,3
42003562400,1
42003562500,2
42003562600,1
42003562700,0
42003562800,0
42003562900,4
42003563000,0
42003563100,0
42003563200,0
42003563300,0
42003563800,0
42003563900,2
42003564000,1
42003564100,0
42003564200,1
42003564400,6
42003564500,1
42003980000,0
42003980500,0
42003980600,0
42003981800,0
42003982200,0
42129802101,0
